Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;9.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;2;10.3000001907;10.0;4;21.0;
6;1;8.55000019073;8.5;5;17.0;2;11.3000001907;10.0;4;21.0900000334;
7;1;8.82499980927;8.5;4;17.0;2;11.3269996643;10.0;3;21.5980186462;
8;2;8.82499980927;8.89999961853;3;18.0;2;11.4794054031;10.1999998093;3;22.0418490171;
9;2;9.05000019073;8.5;3;18.4175001383;2;11.6125545502;10.3632001877;3;22.4332156181;
10;2;9.14393806458;8.67000007629;3;18.788015008;2;11.7299642563;10.4951858521;3;23.6659361124;
11;2;9.22730350494;8.81392192841;3;19.1179523468;2;12.0997810364;11.0209560394;3;24.7393633127;
12;2;9.30154037476;8.93486309052;3;20.1658034325;2;14.0997810364;11.4571752548;3;25.6686143875;
13;2;9.53730583191;9.39324569702;4;21.10041821;2;16.0997810364;11.8107032776;4;26.4751701355;
14;2;11.3632192612;9.78903102875;4;21.9260679483;2;17.3001461029;12.0916318893;4;27.1828548908;
15;2;13.3632192612;10.1240053177;4;22.6523033381;2;18.3806476593;12.3113050461;4;27.8148901463;
16;2;15.3632192612;10.4026165009;4;23.291844368;2;19.4685134888;12.4808797836;4;28.1711652279;
17;2;16.4774360657;10.6309299469;4;23.8587193489;2;20.5639228821;12.5;4;28.5145654678;
18;2;17.5218315125;10.8157100677;4;24.3668618202;2;21.6669425964;12.5;4;28.8830828667;
19;2;18.5695533752;10.9637317657;4;24.666520834;2;22.6649246216;12.5;4;29.2759313583;
