Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;2;7.55000019073;11.6999998093;4;18.0;1;9.0;10.0;6;20.0;
4;2;7.7000002861;10.3000001907;4;18.0674999952;1;9.0;10.0;6;20.0;
5;2;7.71012496948;9.30000019073;4;18.1388356686;1;10.0;10.0;6;20.0;
6;2;8.80623817444;8.5;4;18.2141259909;1;11.0;10.0;6;20.0;
7;2;9.09817790985;8.5;4;18.293479681;1;11.0;10.0;6;20.3999996185;
8;2;9.1160326004;8.5;4;18.3769934177;2;11.4200000763;10.1999998093;5;21.7264003754;
9;2;9.13482284546;8.5;3;18.8185193539;2;11.5179204941;10.3632001877;5;21.9903717041;
10;2;9.234167099;8.67000007629;3;19.2138732672;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;9.32312107086;8.81392192841;3;19.5693782568;2;11.9245738983;11.0209560394;4;23.99553442;
12;2;9.40311050415;8.93486309052;3;20.6569644213;2;13.9245738983;11.4571752548;4;24.7449600697;
13;2;9.64781665802;9.39324569702;4;21.6333289146;2;15.9245738983;11.8107032776;4;25.3503712416;
14;2;11.4831237793;9.78903102875;4;22.502530098;2;16.6051120758;12.0916318893;4;25.8344515562;
15;2;13.4831237793;10.1240053177;4;23.273829937;2;16.7503356934;12.3113050461;4;26.2195074558;
16;2;15.4831237793;10.4026165009;4;23.959577322;2;16.865852356;12.4808797836;4;26.3048160076;
17;2;16.6276760101;10.6309299469;4;24.5733425617;2;18.7782287598;12.5;4;26.3530313969;
18;2;17.6826210022;10.8157100677;4;25.1285128593;2;19.7926940918;12.5;4;26.4023760557;
19;2;18.7409248352;10.9637317657;4;25.4747054577;2;20.8074970245;12.5;4;26.4528282881;
