Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;2;9.19999980927;10.0;4;21.0;
3;1;7.55000019073;11.3000001907;4;17.0;2;9.19999980927;10.0;4;21.0900000334;
4;1;7.55000019073;10.3000001907;4;17.0;2;9.21800041199;10.0;4;21.1871190071;
5;1;7.55000019073;9.30000019073;4;17.0;2;10.3561353683;10.0;4;21.2917383909;
6;1;8.55000019073;8.5;4;17.0;2;11.3875217438;10.0;4;21.4042263031;
7;2;8.82499980927;8.89999961853;3;18.0;2;11.4212675095;10.0;4;21.9389723539;
8;2;9.05000019073;8.5;3;18.1124999523;2;11.5816917419;10.1999998093;4;22.4109756947;
9;2;9.07531261444;8.5;2;18.5875297785;2;11.7232933044;10.3632001877;4;22.831872344;
10;2;9.18219470978;8.67000007629;2;19.0251078606;2;11.8495616913;10.4951858521;4;24.1073114872;
11;2;9.28064918518;8.81392192841;2;19.4326041937;2;12.2321929932;11.0209560394;4;25.2262470722;
12;2;9.37233638763;8.93486309052;2;20.6101688147;2;14.2321929932;11.4571752548;4;26.2035200596;
13;2;9.63728713989;9.39324569702;3;21.7013025284;2;16.2321929932;11.8107032776;5;27.060199976;
14;2;11.4984178543;9.78903102875;3;22.7136609554;2;17.4756546021;12.0916318893;5;27.819549799;
15;2;13.4984178543;10.1240053177;3;23.6600701809;2;18.5716552734;12.3113050461;5;28.5040667057;
16;2;15.4984178543;10.4026165009;2;24.5562038422;2;19.6752662659;12.4808797836;5;28.912750721;
17;2;16.7619171143;10.6309299469;2;25.4184548855;2;20.7863998413;12.5;5;29.3074398041;
18;2;17.8727722168;10.8157100677;2;26.2622156143;2;21.9048061371;12.5;5;29.7249407768;
19;2;18.0206890106;10.9637317657;2;26.9379434586;2;22.9174823761;12.5;6;30.1631817818;
20;2;18.9500007629;11.0;1;27.5952854156;2;21.5;13.5;5;30.6194429398;
21;2;18.9500007629;11.0;2;28.3033528328;2;22.5;12.5;5;31.0903835297;
22;2;18.9500007629;11.0;3;29.0563921928;3;23.3271141052;12.5;4;31.5721096992;
23;2;18.9500007629;11.0;4;29.8462572098;3;23.4716339111;12.5;5;32.0602788925;
24;2;18.9500007629;11.0;5;30.6625614166;3;23.6180839539;12.5;4;32.550242424;
25;2;18.9500007629;11.0;5;31.4930791855;3;23.7650718689;12.5;4;33.0372152328;
26;2;18.9500007629;11.0;6;32.3243808746;3;21.7650718689;13.5;4;33.516456604;
27;2;18.9500007629;11.0;6;33.1426515579;3;21.5;14.5;4;33.9834604263;
28;2;18.9500007629;11.0;6;33.9345989227;3;21.5;15.5;4;35.4341192245;
29;2;16.9500007629;12.0;6;34.6883163452;3;22.5;17.0;4;35.8948700428;
30;2;15.9500007629;13.0;5;35.3940000534;3;22.5;15.5;4;36.3333866596;
31;2;14.9500007629;14.0;5;36.0444126129;3;22.5;16.0302963257;4;36.7474496365;
32;2;14.0;15.0;3;36.6350622177;3;22.8275299072;15.5;4;37.1355602741;
33;2;14.0;16.0;3;37.1641101837;3;22.1406669617;16.5;4;37.496912837;
34;2;14.0;17.0;2;37.6320581436;3;20.9023246765;18.077917099;4;37.8313375711;
35;2;14.0;18.0;2;38.0412960052;3;20.349401474;18.5;4;38.1392154694;
36;2;15.0;17.0;3;38.3956012726;3;19.9417648315;19.5;5;38.4213869572;
37;2;16.0;17.0;3;38.699640274;3;20.0264167786;20.5;5;38.6790487766;
38;2;17.0;17.0;4;38.9585456848;3;19.0367565155;19.5;7;38.9136557579;
39;2;18.0;17.0;4;39.1775569916;3;19.0472450256;19.5;7;39.1268321276;
40;2;18.9500007629;17.0;5;39.25;3;18.0578804016;18.5;7;39.3202953339;
41;2;18.9500007629;17.0;6;39.25;3;18.4190635681;18.5;7;39.4332377911;
42;2;18.9500007629;18.0;6;39.25;3;19.0;19.2166194916;7;39.4700255394;
43;2;18.9500007629;19.0;7;39.25;3;20.0;22.2166194916;7;39.5072168112;
44;2;18.9500007629;20.0;7;39.25;3;21.4521656036;25.2166194916;7;39.5447884798;
45;2;18.9500007629;21.0;8;39.25;4;23.4634361267;28.2166194916;7;40.5827163458;
46;2;18.9500007629;22.0;8;39.25;4;25.4748153687;31.2166194916;7;40.6509751081;
47;2;18.9500007629;23.0;7;39.25;4;25.8090000153;34.2166213989;8;40.7201294899;
48;2;18.9500007629;24.0;8;39.25;4;26.3160400391;35.5;9;40.7901455164;
49;2;18.9500007629;25.0;8;39.25;4;26.3370437622;37.5;8;40.860986948;
50;2;18.9500007629;27.0;9;39.25;4;26.3582954407;38.5;9;40.9326155186;
51;2;18.9500007629;29.0;9;39.25;4;27.033033371;37.0779190063;10;41.0049911737;
52;2;18.9500007629;31.0;10;39.25;4;26.044883728;38.0943527222;11;41.0780717134;
53;2;18.9500007629;33.0;11;39.25;4;26.4234218597;38.5;12;41.1518133879;
54;2;18.9500007629;35.0;13;39.25;4;27.4455451965;36.5;12;41.2261704206;
55;2;18.9500007629;36.0;14;39.25;4;25.8871631622;38.4678153992;13;41.3010957241;
56;2;19.9500007629;34.0;14;39.25;4;26.4903297424;38.5;11;41.3765403032;
57;3;18.9500007629;35.0;14;54.25;4;27.5129623413;36.5;11;41.4524540901;
58;3;20.9500007629;34.0;14;55.0;4;26.535736084;37.5;11;41.5287857056;
59;3;22.9500007629;34.0;16;55.6693744659;4;26.1286640167;39.2166175842;14;41.6054821014;
60;3;23.9500007629;34.0;16;56.2572898865;4;27.1406364441;37.2350120544;13;41.6824899912;
61;3;24.8312511444;34.0;16;56.7662696838;4;26.6047477722;37.5;13;41.7597545385;
62;3;24.8312511444;34.0;16;57.2013263702;5;26.6279258728;38.5;12;41.8372203112;
63;3;24.8312511444;34.0;16;57.5690898895;5;26.5;37.5;13;41.9148312807;
64;3;24.8312511444;34.0;17;57.8770179749;5;26.1881561279;38.3104858398;13;41.9925310612;
65;3;24.8312511444;34.0;15;58.1327629089;5;26.6977596283;38.5;13;42.0702630281;
66;3;24.8312511444;34.0;15;58.25;5;27.7210788727;36.5;13;42.147970438;
67;3;24.8312511444;34.0;16;58.25;5;26.7443904877;37.5;13;43.6570761204;
68;3;24.8312511444;34.0;17;58.25;5;28.080121994;36.0;11;45.9065660238;
69;3;24.8312511444;34.0;18;58.25;5;27.0340003967;40.3158340454;12;46.9724508524;
70;3;24.8312511444;34.0;18;58.25;5;29.5647163391;40.6872596741;12;47.8539925814;
71;4;24.8312511444;35.0;17;59.3311839104;4;28.1439361572;36.9097442627;13;47.3153138161;
72;4;25.8312511444;36.5;18;59.3627417088;4;29.2167644501;36.0;13;47.6467235088;
73;4;26.8312511444;37.5;18;59.3948694468;4;30.2353649139;35.0;14;47.9504585266;
74;4;26.8312511444;38.5;19;59.4275569916;4;28.3999996185;36.0;15;48.1185748577;
75;4;26.8312511444;39.5;19;59.4607928991;5;27.8999996185;37.4537734985;14;48.241079092;
76;4;26.8312511444;40.5;19;59.494564414;5;24.8999996185;38.0;14;48.3633685112;
77;4;26.8312511444;40.5;19;59.5288575888;5;24.8999996185;39.0;14;48.4853000641;
78;4;26.8312511444;40.5;21;61.4533206224;5;24.8999996185;40.5441970825;16;48.6067316532;
79;4;24.9767971039;41.7849998474;22;63.0632075071;5;23.8999996185;39.57371521;17;48.7275235653;
80;5;26.1017532349;41.6178970337;22;64.3946427107;5;24.8617210388;38.0;17;48.8475379944;
81;6;27.2075309753;42.0236320496;20;65.4862878323;5;23.8999996185;39.0;17;48.9666411877;
82;6;27.7320652008;42.3474121094;21;66.1688460112;5;24.3999996185;38.0;17;49.0847029686;
83;6;27.8191947937;42.5;21;66.4888426065;5;25.3999996185;39.0;18;49.2015974522;
84;6;27.8792572021;42.5;21;66.6350854635;5;26.3999996185;40.0;18;49.3172035217;
85;6;25.8792572021;43.5;22;66.690104723;5;26.3999996185;41.0;19;49.4314057827;
86;6;24.8792572021;44.5;22;66.7460454702;5;26.3999996185;42.0;20;49.5440940857;
87;6;23.8792572021;45.5;23;67.8028609753;5;26.3999996185;43.0;21;49.6551647186;
88;6;24.3999996185;47.5;23;67.8830009699;5;26.3999996185;44.0;21;49.7645199299;
89;6;25.3999996185;49.5;24;70.3641891479;5;26.3999996185;45.0;21;49.8720693588;
90;7;25.6700000763;52.0999984741;23;72.4215567112;5;26.3999996185;46.0;23;49.9777290821;
91;7;24.6700000763;52.0999984741;23;74.0885019302;6;26.3999996185;47.0;21;50.0814225674;
92;7;24.6700000763;53.950553894;23;75.4154289961;6;26.3999996185;48.0;18;50.183079958;
93;7;25.6700000763;55.2328643799;27;76.4588313103;6;26.3999996185;49.0;18;50.2826390266;
94;7;24.6700000763;54.2328643799;27;77.0761327744;6;26.3999996185;50.0;19;50.3800446987;
95;7;24.6700000763;54.2328643799;27;77.469429493;6;26.3999996185;51.0;20;50.4727289677;
96;7;24.6700000763;54.2328643799;29;77.5559453964;6;25.3999996185;50.0;20;50.5257668495;
97;7;24.6700000763;54.2328643799;32;77.6429014206;6;25.3999996185;50.0;20;50.5777449608;
98;7;25.0;54.2328643799;29;77.7302109003;6;26.3999996185;51.0;21;50.6286296844;
99;7;25.625;55.2328643799;26;77.8177853823;6;25.3999996185;50.0;21;50.678391695;
100;7;25.625;56.2328643799;27;77.9055359364;6;25.3999996185;50.0;22;50.7270057201;
101;7;25.625;57.2328643799;27;77.9933729172;6;26.3999996185;51.0;22;50.7744503021;
102;7;25.625;58.2328643799;27;78.0812067986;6;25.3999996185;50.0;22;50.8207080364;
103;7;25.625;59.2328643799;28;78.1689479351;6;25.3999996185;50.0;22;50.8657653332;
104;7;25.625;60.2328643799;28;78.2565078735;6;26.3999996185;51.0;23;51.9096121788;
105;7;25.625;61.2328643799;28;78.3437993526;6;26.3999996185;51.0;23;52.0122420788;
106;7;25.625;62.2328643799;29;78.4307359457;6;27.3999996185;52.0;23;52.1166160107;
107;7;25.625;63.2328643799;30;78.5172337294;6;28.3999996185;54.0;23;52.1889609098;
108;7;25.625;64.2328643799;31;78.6032109261;6;27.3999996185;54.0;24;52.2580518723;
109;7;25.625;65.2328643799;31;78.688587904;6;27.3999996185;55.0;24;52.3302885294;
110;7;25.625;66.2328643799;32;78.7732883692;6;28.3999996185;56.0;25;52.4057120085;
111;7;25.625;67.2328643799;32;78.8572388887;6;28.3999996185;57.0;26;52.484351635;
112;7;25.625;68.2328643799;33;78.9403693676;7;28.3999996185;58.0;25;52.5662232637;
113;7;25.625;69.2328643799;33;79.022613287;7;28.3999996185;59.0;25;52.6513283253;
114;7;25.625;70.2328643799;34;79.1039079428;7;29.3999996185;57.0;26;52.7396525145;
115;7;25.625;71.2328643799;34;79.1841945648;7;28.3999996185;58.0;27;52.8311642408;
116;7;25.625;72.2328643799;34;79.2634183168;7;28.3999996185;59.0;27;52.9258141518;
117;7;25.625;75.2328643799;35;79.3415286541;7;29.3999996185;57.0;25;53.0235335827;
118;7;25.625;77.2328643799;35;79.4184788465;7;28.3999996185;58.0;26;53.1242339611;
119;7;25.625;79.2328643799;34;79.4942266941;7;28.3999996185;59.0;26;53.4278063774;
120;7;25.625;80.4328613281;36;79.5687338114;7;29.3999996185;57.0;27;54.0693898201;
121;8;25.625;81.4328613281;32;79.6419662237;7;28.3999996185;58.0;25;54.7333056927;
122;8;25.625;82.4328613281;27;79.7138941288;7;28.3999996185;59.0;17;55.4182982445;
123;8;25.625;83.4328613281;23;79.7844913006;7;29.3999996185;57.0;17;56.122803688;
124;8;25.625;84.4328613281;23;79.8537358046;7;28.3999996185;58.0;19;57.8449251652;
125;8;25.625;85.4328613281;24;79.9216094017;7;29.3999996185;60.0;19;58.6224131584;
126;8;25.625;86.4328613281;24;79.9880973101;7;31.3999996185;59.0;19;59.4138383865;
127;8;25.625;87.4328613281;23;80.0133342743;7;30.3999996185;61.0;19;60.2162258625;
128;9;25.625;88.4328613281;20;80.0382325649;7;30.3999996185;63.0;20;61.0262492895;
129;9;25.625;89.4328613281;21;80.0629312992;7;31.3999996185;63.0;20;61.8402632475;
130;9;25.625;88.4328613281;19;80.0874197483;7;30.3999996185;66.0;21;62.6543571949;
131;9;25.625;91.4328613281;20;80.1116876602;7;31.3999996185;66.0;21;63.4644272327;
132;9;25.625;92.4328613281;20;80.1357252598;7;33.3501968384;65.0;21;64.2662670612;
133;10;25.625;93.4328613281;18;91.9876663685;7;30.3999996185;68.0;22;65.0556725264;
134;10;26.625;95.4328613281;18;92.981041193;7;31.3999996185;69.0;23;65.8285568953;
135;10;27.625;97.4328613281;19;93.9404606819;7;33.4000015259;68.0;23;66.5810661316;
136;10;28.625;99.4328613281;19;94.8604524136;7;30.3999996185;71.0;23;67.3096871376;
137;10;29.625;101.432861328;19;96.7373695374;7;31.3999996185;72.0;27;68.0113434792;
138;10;31.625;104.432861328;20;98.6292717457;7;31.3999996185;72.0;27;68.6834679842;
139;10;34.625;107.432861328;20;99.5386602879;7;31.3999996185;73.0;27;69.3240516186;
140;10;37.625;107.432861328;21;100.409289479;7;32.4000015259;75.0;28;69.9316661358;
141;10;37.625;110.432861328;21;101.242878556;7;31.3999996185;74.2439727783;28;70.5054575205;
142;10;38.625;113.432861328;22;102.041699529;8;30.3999996185;76.2840652466;28;71.0451191664;
143;10;40.625;113.432861328;22;102.808315754;8;30.3999996185;78.3247070312;28;71.5508416891;
144;10;40.625;115.432861328;22;104.545371413;8;32.4000015259;74.3658752441;29;71.9532465935;
145;10;42.410282135;118.432861328;23;105.2046628;8;30.3999996185;76.4075164795;30;72.2482824326;
146;10;44.4249992371;118.432861328;25;105.819340348;8;30.3999996185;78.4495925903;30;72.5126569271;
147;10;43.7666511536;121.432861328;25;106.437369347;8;31.3999996185;77.4920578003;30;72.7580432892;
148;10;43.7892379761;124.432861328;27;107.057686806;8;30.3999996185;79.5348510742;31;73.985517025;
149;10;44.813041687;124.432861328;28;107.679269433;8;31.3999996185;82.1779403687;31;74.2862471342;
150;10;43.8380966187;126.432861328;25;108.301143408;8;31.3999996185;80.2212677002;28;77.0917034149;
151;10;43.8644256592;128.432861328;26;108.922386885;8;30.3999996185;82.297203064;28;79.3509033918;
152;10;44.8920440674;127.432861328;24;109.542133689;8;30.3999996185;84.3748626709;26;81.2424864769;
153;10;43.9209671021;129.432861328;25;110.159574866;8;27.3999996185;87.4541015625;18;81.0759572983;
154;10;43.9512062073;131.066741943;26;110.773957729;8;27.3999996185;86.8976974487;19;80.9596053362;
155;10;44.9827575684;129.142974854;28;111.384582639;8;25.3999996185;89.9411315918;18;80.8882604837;
156;11;44.0156135559;130.220916748;27;111.990800142;8;24.3999996185;92.9843597412;18;80.8573966026;
157;11;44.0497589111;131.30039978;27;112.592005253;8;25.0;92.7314758301;19;80.8630428314;
158;11;47.344367981;133.048431396;32;113.117623329;8;24.0;94.8489990234;21;80.9017009735;
159;12;48.3367614746;135.130584717;31;113.632083416;8;24.0;96.9602050781;21;80.9702653885;
