Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;2;9.19999980927;10.0;3;21.0;
2;1;7.0;12.3000001907;5;17.0;2;9.19999980927;10.0;3;21.0599999428;
3;1;7.55000019073;11.3000001907;5;17.0;2;9.21199989319;10.0;3;21.1229639053;
4;1;7.55000019073;10.3000001907;5;17.0;2;9.22459316254;10.0;3;21.1889609098;
5;1;7.55000019073;9.30000019073;5;17.0;2;10.3566884995;10.0;3;21.2580518723;
6;1;8.55000019073;8.5;5;17.0;2;11.377415657;10.0;3;21.3302885294;
7;1;8.82499980927;8.5;5;17.0;2;11.3990869522;10.0;3;21.8190145493;
8;1;8.82499980927;8.5;4;17.0;2;11.5457038879;10.1999998093;3;22.2388005257;
9;1;8.82499980927;8.5;4;17.3400001526;2;11.6716403961;10.3632001877;3;22.6008902788;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;11.7802667618;10.4951858521;3;23.7875448465;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;12.1362638474;11.0209560394;3;24.8040741682;
12;2;9.02068901062;9.33486270905;3;19.786491394;2;14.1362628937;11.4571752548;3;25.6643919945;
13;2;9.45196056366;9.39324569702;4;20.6855620146;2;16.1362628937;11.8107032776;3;26.3888099194;
14;2;11.2698764801;9.78903102875;4;21.4733762741;2;17.2742366791;12.0916318893;3;27.0000665188;
15;2;13.2698764801;10.1240053177;4;22.159563899;2;18.3258094788;12.3113050461;3;27.5204386711;
16;2;15.0206890106;10.9443492889;4;22.7569825649;2;19.3801765442;12.4808797836;4;27.7490785122;
17;2;16.3570919037;10.6309299469;4;23.2798658609;3;20.437297821;12.5;4;27.9484119415;
18;2;17.3915901184;10.8157100677;4;23.7424279451;3;21.4970970154;12.5;5;28.156321764;
19;2;18.4290561676;10.9637317657;4;23.9952818155;3;22.4468955994;12.5;5;28.3723301888;
20;2;19.3989391327;11.0;4;24.1899158955;3;22.5116996765;12.5;5;28.5958371162;
21;2;19.4427318573;11.0;5;24.399273634;3;22.5787506104;12.5;5;28.8261203766;
22;2;18.9500007629;12.0;5;24.6236231327;3;22.6478366852;12.5;5;29.0623402596;
23;2;18.9500007629;12.3118114471;5;24.8630647659;3;22.7187023163;12.5;5;29.303548336;
24;2;18.9500007629;12.4315319061;6;25.1175034046;3;22.7910652161;12.5;5;29.5486979485;
25;2;17.6514396667;12.0;6;25.3866217136;3;21.5;13.5;5;29.796661377;
26;2;16.7119903564;13.0;7;25.6698577404;3;22.5;12.5;5;30.0462479591;
27;2;15.775718689;14.0;7;25.9663875103;3;23.013874054;12.5;5;31.2962265015;
28;3;14.8924369812;15.0;6;26.2751159668;3;24.0888671875;13.0;5;31.5853490829;
29;3;14.0;17.0;6;26.5946760178;3;25.1636047363;12.5;5;31.8735589981;
30;3;14.0;19.0;6;26.9234399796;3;23.2377128601;14.0405921936;5;32.1596500874;
31;3;14.0;20.4617195129;6;27.2595415115;3;22.647895813;14.5;5;32.4424690008;
32;3;15.0;19.4617195129;6;27.6009097099;3;21.3826084137;16.0835533142;5;32.7209376097;
33;3;14.0;21.4617195129;7;27.9453148842;3;20.816280365;16.5;6;32.9940702915;
34;3;14.0;23.4617195129;9;28.2904214859;3;19.5208969116;18.1288738251;6;33.2609903812;
35;3;14.0;25.4617195129;10;28.633852005;3;18.5868530273;19.1524085999;6;33.5209395885;
36;3;14.0;27.4617195129;11;28.9732499123;3;18.5562820435;19.5;6;33.7732862234;
37;3;14.0;29.4617195129;12;29.3063445091;3;18.2112731934;21.2011871338;6;34.0175265074;
38;3;14.0;31.4617195129;13;29.6310133934;3;18.7052574158;21.5;6;34.2532839775;
39;3;14.0;32.8679122925;14;29.9453339577;3;18.3246765137;23.2521820068;7;34.4803051949;
40;3;14.0;34.1507987976;14;30.2476272583;3;18.8440914154;23.5;7;34.698451519;
41;3;14.0;35.4228630066;14;30.5364894867;3;18.9095344543;24.5;9;34.9076892138;
42;3;14.0;36.6828422546;15;30.8108100891;3;19.4727630615;23.332572937;8;34.6080787182;
43;3;14.0;37.9297294617;15;31.069776535;3;18.4727630615;24.332572937;8;35.1672604084;
44;3;15.0;36.1627998352;14;31.3128671646;3;19.5331306458;25.332572937;9;35.4829431772;
45;3;14.0;37.3815803528;14;31.5398340225;3;21.0;26.332572937;8;35.657892108;
46;3;14.0;38.585849762;16;31.7506799698;3;23.5677337646;27.332572937;8;35.8249152899;
47;3;15.0;36.7756118774;16;31.9456272125;3;25.2474746704;27.5;9;35.9843521118;
48;3;14.0;37.9510650635;16;32.1250829697;3;23.6620979309;29.5;9;36.0708494186;
49;3;14.0;39.112575531;17;32.289607048;3;24.1212539673;29.5;10;36.1315076351;
50;3;15.0;37.2606468201;18;32.4398756027;3;23.5;31.5;11;36.1926498413;
51;3;16.0;36.3958892822;20;32.5766506195;3;24.1577949524;31.5;12;36.2542052269;
52;3;17.0;35.5189857483;20;32.7007513046;3;23.5;33.0;13;36.3161010742;
53;3;18.0;34.6306762695;19;32.75;3;24.1948299408;32.0;14;36.3782629967;
54;3;18.9500007629;33.6749992371;21;32.75;3;24.2134780884;32.0;14;36.4406147003;
55;3;18.9500007629;33.6749992371;21;32.75;3;24.2321853638;32.0;14;36.5030794144;
56;3;18.9500007629;33.6749992371;19;32.75;3;24.2509231567;32.0;16;36.5655794144;
57;3;18.9500007629;33.6749992371;20;32.75;3;24.2696743011;32.0;17;36.628036499;
58;3;18.9500007629;33.6749992371;18;32.75;3;23.5;33.0;17;36.690372467;
59;3;18.9500007629;33.6749992371;18;32.75;3;25.3071117401;30.0;18;36.7525100708;
60;3;18.9500007629;32.6749992371;19;32.75;3;26.3257522583;29.0;20;36.8143725395;
61;3;18.9500007629;31.6749992371;19;32.75;3;23.5;31.0;20;36.8758842945;
62;3;18.9500007629;30.6749992371;19;32.75;3;24.3627662659;31.0;19;36.936971426;
63;3;18.9500007629;30.6749992371;19;32.75;3;23.5;33.0;20;36.9975619316;
64;3;18.9500007629;30.6749992371;21;32.75;3;23.5;33.4987792969;23;37.0575861931;
65;3;18.9500007629;30.6749992371;21;32.75;3;23.5;33.528793335;23;37.1169772148;
66;3;18.9500007629;30.6749992371;22;32.75;3;23.5;33.5584869385;23;37.1756706238;
67;4;18.9500007629;30.6749992371;21;32.75;3;23.5;33.5878372192;23;37.2336053848;
68;4;18.9500007629;30.6749992371;21;32.75;3;23.5;33.6168022156;24;37.2907235622;
69;4;18.9500007629;30.6749992371;21;32.75;3;23.5;33.645362854;24;38.5927858353;
70;4;18.9500007629;30.6749992371;21;32.75;3;25.7999992371;30.5;24;39.66228652;
71;4;18.9500007629;30.6749992371;21;32.75;3;24.0340003967;32.8899993896;25;40.5337908268;
72;4;18.9500007629;30.6749992371;21;32.75;3;25.2123565674;32.0161056519;25;41.2433834076;
73;4;18.9500007629;30.6749992371;22;32.75;3;27.3458442688;29.4097423553;26;41.6763913631;
74;4;18.9500007629;30.6749992371;22;33.75;3;24.3999996185;31.5;26;41.9170451164;
75;4;19.9500007629;31.6749992371;22;33.7799999714;3;26.3999996185;29.0;26;42.1423206329;
76;4;20.9500007629;32.6749992371;21;33.8105909824;3;27.6426963806;29.0;26;42.2606949806;
77;4;21.1886329651;33.6749992371;22;33.841766119;4;28.6782073975;29.0;25;42.3774085045;
78;4;21.1956481934;34.6749992371;22;33.8735172749;4;27.3999996185;30.0;25;42.4922099113;
79;4;21.2027931213;35.6749992371;22;33.9058350325;4;27.3999996185;31.0;25;42.6048650742;
80;4;21.2100639343;35.6749992371;22;33.9387089014;4;28.3999996185;29.0;25;42.7151579857;
81;4;21.2174606323;35.6749992371;22;33.9721269608;4;27.3999996185;30.0;26;42.8228917122;
82;3;19.2249794006;21.0;22;23.2560760975;5;28.3999996185;29.0;22;53.6778912544;
83;3;19.2326183319;21.0;22;23.2905418873;5;29.8783664703;30.0;22;54.0218772888;
84;3;19.2403717041;21.0;22;23.3255085945;5;30.9090003967;31.0;24;54.3416991234;
85;3;19.2482395172;21.0;22;24.034214139;5;28.9387283325;33.0;25;54.6380734444;
86;3;17.2591991425;22.0;18;24.6142849922;5;27.9675159454;35.0;24;54.9119381905;
87;3;18.2704105377;21.595123291;20;25.0848953724;5;27.3999996185;35.0;25;56.1643915176;
88;3;19.281867981;21.8049659729;21;25.4650820494;5;27.3999996185;36.0;26;56.4966403246;
89;3;19.729642868;21.9690628052;21;25.5799883604;5;28.0480117798;38.0;27;56.7850408554;
90;3;19.7554969788;22.0;21;25.6340241432;5;27.3999996185;39.0;27;56.9828016758;
91;4;19.7676544189;22.0;20;35.6890250444;5;29.3999996185;40.0;27;57.1872209311;
92;4;18.7800292969;24.0;21;36.2449482679;5;31.1194725037;42.0;28;57.3988540173;
93;4;20.7926139832;24.0;21;36.7742470503;5;29.1412811279;41.797290802;28;57.6182340384;
94;4;22.805393219;25.0;21;37.273788929;5;28.9233665466;40.0;28;57.845856905;
95;4;23.8183574677;26.0;22;37.7414580584;5;29.9718055725;41.0;29;58.0793559551;
96;4;22.3999996185;28.9588832855;20;38.1761250496;6;28.3999996185;41.0;25;58.2648479939;
97;4;22.3999996185;29.9884376526;16;38.5775594711;6;30.2000007629;41.0;22;58.4626858234;
98;4;22.3999996185;31.0183200836;17;38.9463040829;6;31.2000007629;43.0;22;58.6729331017;
99;5;21.3999996185;32.0484962463;16;39.2835290432;6;32.2000007629;45.0;22;58.8955099583;
100;5;21.0;33.0789337158;16;39.5908777714;6;33.2000007629;47.0;22;59.1301763058;
101;5;21.0;34.1096000671;16;39.870323658;6;33.2000007629;49.0;21;59.3765156269;
102;5;21.0;35.1404571533;17;40.1240341663;6;33.2000007629;50.6882553101;22;59.633923769;
103;5;21.0;38.1096000671;17;40.3542647362;6;33.2000007629;51.8169631958;22;59.9016013145;
104;5;21.0;40.1096000671;18;40.4675943851;6;33.2000007629;52.9508018494;22;60.1785526276;
105;5;21.0;42.1096000671;20;40.5300838947;6;33.2000007629;54.0892753601;22;60.4635906219;
106;6;21.0;44.1096000671;19;40.5925748348;6;33.2000007629;55.2317962646;22;60.7553491592;
107;6;21.0;46.1096000671;19;40.6549892426;6;31.3999996185;58.328742981;23;61.0523042679;
108;6;21.0;48.1096000671;20;40.7172489166;6;31.3999996185;60.5366134644;23;61.3527998924;
109;6;21.0;50.1096000671;20;40.7792768478;6;31.3999996185;62.7469596863;23;61.6550831795;
110;6;21.0;52.1096000671;20;40.8409969807;6;31.3999996185;64.9585571289;27;61.9573426247;
111;6;21.0;54.1096000671;21;40.9023342133;6;31.3999996185;66.3701400757;27;62.257750988;
112;6;21.0;55.4511680603;21;40.9632155895;6;31.3999996185;67.5804290771;27;62.5545091629;
113;6;21.0;56.4816055298;22;41.0235698223;6;31.3999996185;68.3881607056;28;62.8458890915;
114;6;21.0;57.5117874146;22;41.0833284855;6;31.3999996185;68.592124939;28;63.1302747726;
115;6;21.0;58.5416641235;22;41.1424257755;6;31.3999996185;68.7911911011;30;63.8261966705;
116;6;21.0;59.5712127686;23;41.2007987499;7;32.4000015259;66.984336853;30;64.5147972107;
117;6;21.0;60.6003990173;23;41.2583875656;7;31.3999996185;68.1706542969;30;65.1914334297;
118;6;21.0;61.629196167;24;41.3151359558;7;32.4000015259;66.3493728638;30;65.8516645432;
119;6;21.0;62.6575698853;24;41.3709914684;7;33.4000015259;65.5198669434;32;66.4913749695;
120;6;21.0;63.6854934692;24;41.4259052277;7;33.8266983032;65.4816665649;32;67.1068878174;
121;6;21.0;64.7129516602;24;41.4798321724;7;33.9458732605;65.6344451904;32;68.6950521469;
122;6;21.0;65.7399139404;26;41.5327315331;7;35.0607872009;66.7780303955;33;70.3133101463;
123;6;21.0;66.7663650513;26;41.5845661163;7;37.1706962585;68.9123535156;33;71.0226975679;
124;6;21.0;67.7922821045;27;41.6353032589;7;38.2749938965;71.0374908447;33;71.7150472403;
125;6;21.0;68.8176498413;28;41.6849141121;7;38.3732261658;73.1535949707;34;72.3908295631;
126;6;21.0;69.8424530029;28;41.7333738804;7;38.8851547241;75.260925293;34;73.0510852337;
127;6;22.0;67.86668396;29;41.7806618214;7;39.0191802979;77.3597946167;34;73.6973413229;
128;6;21.0;68.890335083;30;41.8267607689;7;39.1515197754;78.450592041;35;74.3315043449;
