Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;9.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;5;20.0;
5;2;7.55000019073;9.9000005722;4;18.0;1;10.0;10.0;5;20.0;
6;2;8.55000019073;9.10000038147;4;18.0375000238;1;11.0;10.0;5;20.0;
7;2;8.82499980927;9.12250041962;4;18.0760172606;1;11.0;10.0;5;20.3999996185;
8;2;8.82499980927;9.14561080933;4;18.115549922;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;8.82499980927;9.16932964325;4;18.5072497129;2;11.5179204941;10.3632001877;4;22.0903717279;
10;2;8.9015007019;9.37034988403;4;18.8485856056;2;11.6271114349;10.4951858521;4;23.2838120461;
11;2;8.96626472473;9.54636669159;4;19.1457585096;2;11.9851436615;11.0209560394;4;24.3146933317;
12;2;9.02068901062;9.70048236847;4;20.1578940153;2;13.9851436615;11.4571752548;4;25.1981878281;
13;2;9.22696018219;10.2160873413;5;21.0506550074;2;15.9851436615;11.8107032776;5;25.9559320211;
14;2;11.0206890106;10.672586441;5;21.8277701139;2;17.1443748474;12.0916318893;4;26.6120283604;
15;2;13.0206890106;11.0718612671;5;22.498265028;2;18.209400177;12.3113050461;4;27.1901185513;
16;2;15.0206890106;11.4184360504;5;23.0743685961;2;19.2810821533;12.4808797836;4;27.4906733036;
17;2;16.0206890106;11.7184352875;4;23.5696715117;2;20.3597755432;12.5;4;27.7773330212;
18;2;17.0206890106;11.9786605835;3;23.9977436066;2;21.4457740784;12.5;4;28.0890238285;
