Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;2;7.0;12.9000005722;5;18.0;1;9.0;10.0;5;20.0;
3;2;7.7000002861;11.3000001907;5;18.0375000238;1;9.0;10.0;5;20.0;
4;2;7.70562505722;10.3000001907;5;18.0760172606;1;9.0;10.0;5;20.0;
5;2;7.71140289307;9.30000019073;5;18.115549922;1;10.0;10.0;5;20.0;
6;2;8.55000019073;9.16932964325;5;18.1560940742;2;11.3000001907;10.0;4;21.0;
7;2;8.82499980927;9.19365692139;5;18.1976430416;2;11.3000001907;10.0;4;21.3999996185;
8;2;8.82499980927;9.21858596802;5;18.5921641588;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;8.9015007019;9.42129802704;5;18.9363281727;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;8.96626472473;9.59901237488;5;19.2363270521;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;9.02068901062;9.75482368469;4;20.2539938688;2;11.9245738983;11.0209560394;4;23.99553442;
12;2;9.22696018219;10.2737474442;4;21.1524354219;2;13.9245738983;11.4571752548;4;24.7449600697;
13;2;9.40506362915;10.7336549759;4;21.9353551865;2;15.9245738983;11.8107032776;5;25.3503712416;
14;2;11.2269601822;11.1364116669;4;22.6117489338;2;16.9627056122;12.0916318893;5;25.8344515562;
15;2;13.2269601822;11.4865264893;4;23.1938109398;2;17.9761257172;12.3113050461;5;26.2195074558;
16;2;15.2269601822;11.7901000977;4;23.6950924397;2;18.9898986816;12.4808797836;5;26.3048160076;
17;2;16.2269592285;12.0539131165;4;24.1291196346;2;20.0040187836;12.5;5;26.3530313969;
18;2;17.2269592285;12.2847251892;4;24.3458280563;2;21.0184822083;12.5;5;26.4023760557;
19;2;18.2269592285;12.4074964523;5;24.4960589409;2;21.9207134247;12.5;5;26.4528282881;
20;2;18.9500007629;12.4976348877;5;24.6521608829;2;21.9358482361;12.5;5;26.5043625832;
21;2;18.9500007629;12.591296196;5;24.8138854504;2;21.9513092041;12.5;7;26.5569496155;
22;2;18.9500007629;12.9697198868;5;24.98092103;2;21.9670848846;12.5;7;26.6105561256;
23;2;18.9500007629;13.0866451263;5;25.152892828;2;21.9831676483;12.5;7;26.6651450396;
24;2;18.9500007629;13.207025528;5;25.3293635845;2;21.5;12.99954319;7;26.72067523;
25;2;18.9500007629;13.3305549622;5;25.5098361969;2;21.5;13.0162029266;7;26.7771017551;
26;3;18.9500007629;13.4568853378;6;25.6937572956;2;21.5;13.0331306458;8;26.8343759775;
27;4;18.9500007629;13.5856304169;5;25.880522728;2;21.5;13.4171876907;9;26.8924454451;
28;4;18.9500007629;13.7163658142;5;26.069483757;2;22.0677337646;12.5;9;26.9512542486;
29;4;18.9500007629;13.8486385345;6;26.2599568367;2;21.5;13.4756269455;9;27.0107431412;
30;4;18.9500007629;13.9819698334;6;26.451230526;2;19.5;14.5053710938;10;27.0708494186;
31;4;17.9500007629;12.9819698334;6;26.6425786018;2;18.5;15.5354251862;10;27.1315076351;
32;4;15.9500007629;14.9819698334;6;26.8332686424;2;17.5;16.5657539368;10;27.1926498413;
33;4;14.9500007629;16.9819698334;6;27.0225749016;2;16.5;17.5963249207;10;27.2542052269;
34;4;14.0;18.9819698334;7;27.2097878456;2;15.5;18.6271018982;10;27.3161010742;
35;4;14.0;20.9819698334;7;27.3942255974;2;14.5;19.6580505371;10;27.3782629967;
36;4;14.0;22.9336471558;7;28.5752434731;2;14.0;20.6891307831;10;27.4406147003;
37;4;15.0;24.1327667236;8;28.8272440434;3;14.0;21.7203063965;8;42.5030794144;
38;4;16.0;25.3274688721;9;29.0795009136;3;15.0;22.7515392303;8;43.3155794144;
39;4;16.2598342896;26.5171508789;9;29.331715703;3;16.0;23.7827892303;8;44.047410965;
40;4;16.27891922;27.7012805939;10;29.5836410522;3;17.0;24.8140182495;8;44.6976623535;
41;4;16.2991695404;28.8793964386;11;29.8350811005;3;18.0;25.8451862335;8;45.2687797546;
42;4;16.3206214905;30.0511054993;11;30.085889101;3;20.0;23.8762550354;8;45.7656989098;
43;4;16.3433055878;31.2160949707;12;30.3359616995;3;20.0;24.9071865082;8;46.194974184;
44;4;16.3672485352;32.3741226196;12;30.5852342844;3;20.1217956543;25.9379425049;7;46.5639894009;
45;4;16.3924713135;33.52501297;15;30.8336731195;3;21.191078186;25.9379425049;9;46.8803248405;
46;4;16.4189834595;34.6686706543;15;31.0812671185;4;22.2486209869;26.9379425049;8;47.0575861931;
47;4;16.4467964172;35.8050575256;16;31.3280186653;4;23.2749996185;27.9379425049;8;47.1169772148;
48;4;17.0;34.9341926575;17;31.5739357471;4;24.2749996185;28.9379425049;8;47.1756706238;
49;4;16.5062866211;35.0561485291;18;31.8190209866;4;25.2749996185;29.9379425049;9;47.2336053848;
50;4;17.0;34.1710472107;18;32.0632641315;4;26.2749996185;29.1168022156;10;47.2907235622;
51;4;18.0;34.2790527344;19;32.3066329956;4;28.2749996185;30.145362854;9;48.346971035;
52;4;19.0;35.2790527344;20;32.549066782;4;29.7749996185;31.1734848022;10;48.4722975492;
53;4;20.0;36.2790527344;20;32.755228281;4;29.7749996185;32.2011489868;12;48.6008070707;
54;4;21.6261768341;37.2790527344;21;32.9203586578;4;30.7749996185;31.5;12;48.7325963974;
55;4;21.6633319855;37.2790527344;22;33.0893273354;4;29.7749996185;33.5;13;48.8677555323;
56;4;20.9500007629;37.2790527344;22;33.2616591454;4;29.7749996185;34.2811508179;13;49.0063648224;
57;4;20.9500007629;36.5250015259;23;33.4368326664;4;30.7749996185;32.5;14;49.1484931707;
58;4;20.9500007629;35.5250015259;24;33.6142861843;4;28.87408638;33.5;14;49.2941945791;
59;4;20.9500007629;34.5250015259;24;33.7934236526;4;27.8887729645;34.5;15;49.4435052872;
60;4;20.9500007629;34.5250015259;25;33.9736218452;4;27.7749996185;33.5;16;49.5964410305;
61;4;20.9500007629;34.5250015259;25;34.1542396545;4;26.7749996185;33.5;16;49.7529935837;
62;5;20.9500007629;34.5250015259;24;34.3346266747;4;25.930721283;34.5;16;49.9131281376;
63;5;20.9500007629;34.5250015259;24;34.5141320229;4;25.7749996185;33.5;18;50.0767803192;
64;5;20.9500007629;34.5250015259;25;34.6921138763;4;24.7749996185;33.5;18;50.2438540459;
65;5;20.9500007629;34.5250015259;25;34.8679485321;4;24.7749996185;33.5;18;50.3922762871;
66;5;20.9500007629;34.5250015259;26;35.0410404205;4;23.7749996185;33.5;18;50.5264284611;
67;5;20.9500007629;34.5250015259;26;35.2108278275;4;23.4749984741;34.5;19;50.6647143364;
68;5;20.9500007629;34.5250015259;26;36.376791954;4;23.4749984741;35.5;19;52.5501782894;
69;5;21.9500007629;35.5250015259;27;36.5784611702;4;23.6392498016;36.5;20;54.1285984516;
70;5;22.9500007629;36.5250015259;27;36.7766013145;4;23.5102500916;35.5;20;55.4444742203;
