Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;9.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;10.0;10.0;4;20.0;
6;2;8.55000019073;8.89999961853;4;18.0;1;11.0;10.0;4;20.0;
7;2;9.05000019073;8.5;4;18.0674999952;1;11.0;10.0;4;20.3999996185;
8;2;9.06518745422;8.5;4;18.1388356686;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;9.08123779297;8.5;4;18.5655144453;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;9.17724132538;8.67000007629;4;18.9455717802;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;9.26275348663;8.81392192841;4;19.3249230385;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;9.34810829163;8.93486309052;4;20.3914978504;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;9.58808708191;9.39324569702;4;21.3458963633;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;11.4184513092;9.78903102875;4;22.1923130751;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;13.4184513092;10.1240053177;4;22.9401879311;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;15.0206890106;11.2565984726;3;23.6020917892;1;16.6125736237;12.4808797836;5;25.0;
17;2;16.5472412109;10.6309299469;3;24.1918623447;1;17.6125736237;12.5;5;25.0;
18;2;17.0206890106;11.8157100677;3;24.7231991291;1;18.6125736237;12.5;5;25.0;
19;2;18.649728775;10.9637317657;2;25.0460731983;1;19.5;12.5;6;25.0;
