Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;9.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;10.0;10.0;5;20.0;
6;1;8.55000019073;8.5;5;17.0;2;11.3000001907;10.0;4;21.0;
7;1;8.82499980927;8.5;5;17.0;2;11.3000001907;10.0;4;21.3999996185;
8;1;8.82499980927;8.5;5;17.0;2;11.4200000763;10.1999998093;4;21.7264003754;
9;1;8.82499980927;8.5;5;17.3400001526;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;8.96626472473;9.21392154694;4;18.869726181;2;11.9245738983;11.0209560394;4;23.99553442;
12;2;9.24568939209;8.93486309052;4;19.9264913797;2;13.9245738983;11.4571752548;3;24.7449600697;
13;2;9.48346042633;9.39324569702;5;20.8760660887;2;15.9245738983;11.8107032776;4;25.3503712416;
14;2;11.3127403259;9.78903102875;5;21.723867178;2;16.9627056122;12.0916318893;4;25.8344515562;
15;2;13.3127403259;10.1240053177;5;22.4806865454;2;17.9761257172;12.3113050461;4;26.2195074558;
16;2;15.0206890106;11.0727977753;5;23.1605600119;2;18.9898986816;12.4808797836;4;26.3048160076;
17;2;16.4478969574;10.6309299469;5;23.7788746357;2;20.0040187836;12.5;4;26.3530313969;
18;2;17.5038661957;10.8157100677;4;24.3509206772;2;21.0184822083;12.5;4;26.4023760557;
19;2;18.5659675598;10.9637317657;4;24.7282443047;2;21.9207134247;12.5;5;26.4528282881;
