Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;9.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;4;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;10.0;10.0;3;20.0;
6;1;8.55000019073;8.5;4;17.0;1;11.0;10.0;3;20.0;
7;1;8.82499980927;8.5;4;17.0;1;11.0;10.0;2;20.3999996185;
8;1;8.82499980927;8.5;4;17.0;1;11.1199998856;10.1999998093;2;20.7264003754;
9;1;8.82499980927;8.5;4;17.3400001526;2;11.5179204941;10.3632001877;1;21.9903717041;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;11.597111702;10.4951858521;1;23.1719120741;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;11.9515733719;11.0209560394;1;24.1897815466;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;13.9515733719;11.4571752548;1;25.0591306686;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;15.9515733719;11.8107032776;2;25.8015987873;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;17.0980739594;12.0916318893;2;26.441321969;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;18.1581878662;12.3113050461;2;27.0020139217;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;19.2246494293;12.4808797836;2;27.2842636108;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;20.2978534698;12.5;2;27.5518820286;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;21.3781375885;12.5;2;27.8440244198;
19;1;16.0206890106;10.9637317657;5;22.0;2;22.3532066345;12.5;3;28.1613030434;
