Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;3;17.0;2;9.19999980927;10.0;4;21.0;
3;1;7.55000019073;11.3000001907;3;17.0;2;9.19999980927;10.0;5;21.0599999428;
4;1;7.55000019073;10.3000001907;3;17.0;2;9.21199989319;10.0;5;21.1229639053;
5;2;7.55000019073;9.69999980927;2;18.0;2;10.336889267;10.0;5;21.1889609098;
6;2;8.7750005722;8.5;2;18.0674999952;2;11.3566884995;10.0;5;21.2580518723;
7;2;9.06518745422;8.5;2;18.1388356686;2;11.377415657;10.0;5;21.7428686619;
8;2;9.08123779297;8.5;2;18.2141259909;2;11.522860527;10.1999998093;5;22.1586660147;
9;2;9.09817790985;8.5;2;18.6456211805;2;11.647600174;10.3632001877;5;22.5167047977;
10;2;9.19526576996;8.67000007629;2;19.0306602716;2;11.7550115585;10.4951858521;5;23.6975815296;
11;2;9.28189849854;8.81392192841;2;19.3756101131;2;12.1092748642;11.0209560394;5;24.7081744671;
12;2;9.35951328278;8.93486309052;2;20.4466397762;2;14.1092748642;11.4571752548;5;25.5624349117;
13;2;9.60049343109;9.39324569702;2;21.4057168961;2;16.1092739105;11.8107032776;5;26.2807190418;
14;2;11.4319114685;9.78903102875;2;22.257011652;2;16.8842163086;12.0916318893;5;26.8858177662;
15;2;13.4319114685;10.1240053177;2;23.0099308491;2;17.0657463074;12.3113050461;5;27.4000668526;
16;2;15.4319114685;10.4026165009;2;23.6770029068;2;17.2200202942;12.4808797836;5;27.6226844788;
17;2;16.5640964508;10.6309299469;3;24.2720131874;2;19.1735897064;12.5;5;27.8161680698;
18;3;17.6148223877;10.8157100677;3;24.8085989952;2;20.23163414;12.5;5;28.018476963;
