Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
5;2;7.55000019073;9.69999980927;4;18.0;1;12.3999996185;16.0;6;32.0;
6;2;8.7750005722;8.5;4;18.0674999952;1;13.3999996185;16.0;6;32.0;
7;2;9.06518745422;8.5;4;18.1388356686;1;14.3999996185;16.0;6;32.6399993896;
8;2;9.08123779297;8.5;4;18.2141259909;2;15.0920000076;16.3199996948;5;34.0;
9;2;9.09817790985;8.5;4;18.6456211805;2;15.1999998093;16.5;5;35.6900014877;
10;2;9.19526576996;8.67000007629;3;19.0306602716;2;17.1040000916;17.3250007629;4;36.8919596672;
11;2;9.28189849854;8.81392192841;3;19.3756101131;2;19.1040000916;17.9053878784;4;37.7183067799;
12;2;9.35951328278;8.93486309052;3;20.4466397762;2;21.1040000916;18.2973766327;4;38.1671074629;
13;2;9.60049343109;9.39324569702;4;21.4057168961;2;22.1421318054;18.5;5;38.211841464;
14;2;11.4319114685;9.78903102875;4;22.257011652;2;23.1555519104;18.5;5;38.2577478886;
15;2;13.4319114685;10.1240053177;4;23.0099308491;2;24.1693248749;18.5;5;38.3048160076;
16;2;15.4319114685;10.4026165009;4;23.6770029068;2;25.1834449768;18.5;6;38.3530313969;
17;2;16.5640964508;10.6309299469;4;24.2720131874;3;25.5059089661;18.5;5;38.4023760557;
18;2;17.6148223877;10.8157100677;4;24.8085989952;3;25.5207138062;18.5;5;38.4528282881;
19;2;18.6689453125;10.9637317657;4;25.1366593838;4;25.5358486176;18.5;5;38.5043625832;
20;2;18.9500007629;12.0;4;25.4068305492;4;25.5513095856;18.5;5;38.5569496155;
21;2;18.9500007629;12.3627319336;4;25.6910681725;4;25.5670852661;18.5;5;38.6105561256;
22;2;18.9500007629;12.8455343246;4;25.9885287285;4;25.5831680298;18.5;5;38.6651450396;
23;2;18.9500007629;12.9942646027;5;26.2980971336;4;25.1000003815;19.332572937;5;38.72067523;
24;2;19.9170722961;11.0;5;26.6183872223;4;25.1000003815;19.3603382111;6;38.7771017551;
25;2;17.9891376495;12.0;4;26.9477529526;4;25.6331310272;18.5;5;38.8343759775;
26;2;17.0632457733;13.0;4;27.2843112946;4;25.1000003815;19.4171886444;5;38.8924454451;
27;2;16.1389713287;14.0;6;27.6259784698;4;25.6677341461;18.5;5;38.9512542486;
28;2;15.2658452988;15.0;6;27.9705147743;4;25.1000003815;19.4756278992;5;39.0107431412;
29;2;15.3433656693;16.0;7;28.3155798912;4;25.1000003815;19.5053710938;6;39.0708494186;
30;2;15.421005249;17.0;7;28.6587948799;4;23.7212562561;19.5;5;40.1315076351;
31;2;14.0;19.0;6;28.9978079796;4;23.7394523621;20.5;5;40.3210498095;
32;2;14.0;21.0;5;29.3303570747;4;23.7577953339;21.5;5;40.5260429382;
33;2;14.0;23.0;5;29.6543326378;4;23.1578140259;22.5;6;40.747785449;
34;2;14.0;25.0;4;29.9678287506;4;22.2243366241;23.5;7;40.9875953197;
35;2;14.0;27.0;5;30.2691860199;4;21.2962799072;24.5;7;41.2467790842;
36;2;14.0;29.0;6;30.5570211411;4;20.3740348816;25.5;8;41.5265946388;
37;2;14.0;31.0;4;30.830245018;4;20.8509254456;25.5;8;41.8282029629;
38;2;14.0;32.9472198486;5;31.0880661011;4;21.1000003815;27.5;9;42.1526124477;
39;2;14.0;34.1792602539;5;31.3299846649;4;22.1000003815;29.5;8;42.5006148815;
40;2;14.0;35.396987915;5;31.5557718277;4;23.1000003815;31.5;9;42.8727154732;
41;2;14.0;36.6001968384;6;31.7654476166;5;25.0360622406;33.5;9;43.2690575123;
42;3;14.0;37.7889022827;5;46.9592475891;5;25.1000003815;35.5;9;43.6893491745;
43;3;15.0;38.9633216858;6;47.8875932693;5;27.96276474;33.5;9;44.1327946186;
44;3;17.0;37.1238327026;8;48.7204265594;5;27.1000003815;35.5;11;44.5980377197;
45;3;19.0;36.2709465027;8;49.4575986862;5;28.1000003815;34.9987792969;11;45.0831241608;
46;3;21.0;35.4052772522;9;50.102399826;5;28.6076622009;35.028793335;11;45.5854892731;
47;3;23.0;34.5275192261;10;50.6606655121;5;27.1000003815;36.0584869385;11;46.101978302;
48;3;24.9500007629;33.6384048462;12;51.0690898895;5;27.1000003815;37.0878372192;12;46.6289029121;
49;3;25.9500007629;32.6749992371;12;51.3770179749;5;27.1000003815;38.1168022156;12;47.1621320248;
50;4;27.538105011;32.5750007629;10;52.6327629089;5;27.1000003815;38.5810661316;14;47.6972198486;
51;4;28.6148300171;34.5750007629;9;52.8250000477;5;27.1000003815;38.8486099243;14;48.2295589447;
52;4;28.8918762207;36.5750007629;10;52.9048187733;5;28.1000003815;36.8762741089;15;48.754550457;
53;4;28.9098358154;38.5750007629;10;52.9896422625;5;30.1000003815;34.1751251221;17;49.2677764893;
54;4;28.9289207458;40.5750007629;10;53.07964468;5;27.1000003815;36.1751251221;16;49.7651658058;
55;4;28.9491691589;41.6749992371;11;53.1749849319;5;27.1000003815;37.9562759399;18;50.2431302071;
56;5;28.9706230164;40.6749992371;12;53.2758028507;5;28.1000003815;37.1751251221;18;50.6986751556;
57;5;28.9933052063;40.6749992371;13;53.3822153807;5;28.1990852356;38.1751251221;17;51.1294634342;
58;5;29.017250061;40.6749992371;14;53.4943124056;5;29.2137737274;36.1751251221;18;51.53384161;
59;5;29.0424728394;40.6749992371;14;53.6121526957;5;27.1000003815;38.1751251221;18;51.9108281136;
60;6;29.0689849854;40.6749992371;12;57.9857594967;5;28.1000003815;38.1751251221;20;53.911252737;
61;6;30.0967979431;41.6749992371;13;58.2426166534;5;29.7225627899;36.9151229858;20;55.3689274788;
62;6;31.1259002686;42.6749992371;13;59.5034081936;5;29.8349075317;37.3999710083;20;56.3741598129;
63;6;33.156288147;44.6749992371;13;59.817732811;5;29.0;37.6751251221;21;56.7961702347;
64;6;35.1879310608;46.6749992371;15;60.1371338367;5;29.0;36.6751251221;21;57.1860060692;
65;6;36.5513839722;48.6749992371;16;60.4611734152;5;28.0;38.6751251221;21;57.5448932648;
66;6;36.9967842102;50.6749992371;16;60.7893770933;5;29.0;37.2586898804;21;57.8744049072;
67;6;37.4983482361;52.6749992371;16;61.1212351322;5;30.0;37.3147659302;22;58.176346302;
68;7;38.293598175;50.6749992371;19;61.456202507;6;30.0;36.3147659302;20;58.4526510239;
69;7;38.4475631714;50.6749992371;20;61.7937008142;6;30.4539222717;37.0;19;58.6467833519;
70;7;38.5999908447;50.6749992371;20;62.1331201792;6;29.5940361023;38.0;20;58.7482357025;
71;7;38.7506561279;50.6749992371;21;63.993407011;6;28.6244697571;39.0;21;58.8466415405;
72;7;37.0752182007;51.8926887512;21;65.614991188;6;26.1087989807;41.0;21;58.9418954849;
73;7;37.4935379028;52.6864700317;21;67.0279946327;6;25.1087989807;43.0;22;59.0339140892;
74;7;38.7191925049;54.0766830444;22;69.263217926;7;24.1087989807;45.0;21;59.1226348877;
75;7;41.3257980347;53.4037895203;23;70.1826312542;7;23.1087989807;47.0;22;59.2080154419;
76;7;40.5373878479;54.4037895203;23;70.7851135731;7;22.1087989807;49.0;22;59.2900333405;
77;7;40.8859214783;56.4037895203;23;71.3424954414;7;21.1087989807;51.0;22;59.368683815;
78;7;37.0371551514;61.4037895203;25;71.7982209921;7;20.1087989807;51.0;22;59.4439783096;
79;8;36.843044281;64.403793335;25;72.2051833868;7;16.1087989807;51.8739891052;23;59.5159444809;
80;9;36.5059967041;67.785736084;24;72.616699934;7;16.0;52.9099731445;23;59.58462286;
81;9;36.5568771362;69.3503570557;24;73.0316956043;7;16.0;53.9443130493;23;59.6500678062;
82;9;36.6095237732;70.547088623;25;73.4490699768;7;16.0;54.9770355225;23;59.6960000992;
83;9;36.6638031006;73.6929550171;25;73.867706418;7;16.0;56.0;24;59.6960000992;
84;9;36.719581604;75.8579788208;25;74.2864824533;7;16.0;57.0;25;59.6960000992;
85;9;36.7766952515;78.0181427002;26;74.7042787075;7;16.0;58.0;27;59.6960000992;
86;9;36.8349533081;80.172996521;27;76.1199889183;7;16.0;59.0;27;59.6960000992;
87;10;35.8941650391;84.3221817017;26;76.5525298119;7;17.0;58.0;28;59.6960000992;
88;10;37.9541015625;86.4654006958;27;76.9810444117;7;18.0;58.0;29;59.6960000992;
89;10;39.0145492554;89.6024246216;27;77.4045141935;7;19.0;58.0;30;59.6960000992;
90;10;39.0752563477;92.7331008911;29;77.821970582;7;20.0;58.0;30;59.6960000992;
91;12;37.6999969482;96.8573303223;27;78.2325004339;7;21.0;58.0;30;59.6960000992;
92;12;38.6999969482;97.9750823975;28;78.635256052;7;22.0;58.0;30;59.6960000992;
93;12;39.2565231323;100.086364746;29;79.0294612646;8;23.0;58.0;29;59.6960000992;
94;12;39.3158493042;102.191268921;29;79.4144170284;8;24.0;58.0;31;59.6960000992;
95;12;39.3742446899;104.289901733;29;79.7895076275;8;25.0;58.0;32;59.6960000992;
96;12;39.4314880371;106.382408142;30;80.1542028189;8;26.0;58.0;32;59.6960000992;
97;13;38.4873886108;105.905853271;27;81.5080610514;8;27.0;58.0;31;59.6960000992;
98;13;39.5417633057;107.017272949;27;81.8504815102;8;28.0;58.0;31;59.6960000992;
99;13;41.5944519043;109.096176147;28;82.1344138384;8;28.0;58.0;33;59.6960000992;
100;13;40.6453208923;109.127120972;29;82.4128582478;8;28.0;58.0;34;59.6960000992;
101;13;40.6942596436;114.633850098;31;82.685423255;8;28.0;58.0;34;59.6960000992;
102;13;41.7411727905;118.677505493;34;82.9517924786;8;28.0;59.0;35;59.6960000992;
103;14;41.7859954834;120.921218872;31;84.2117204666;8;29.0;57.0;34;59.6960000992;
104;14;42.8286895752;123.764968872;31;84.4875311852;8;28.0;58.0;34;59.6960000992;
105;14;43.8692321777;125.808692932;33;86.6768875122;8;28.0;59.0;26;59.5660805702;
106;14;43.9076080322;128.788330078;34;88.5640465021;8;29.0;56.9759979248;27;59.4491519928;
107;14;43.9438400269;131.698562622;34;90.176312685;8;28.0;57.9543991089;27;59.3439173698;
108;14;43.9779586792;134.53805542;36;91.5492807627;8;28.0;60.1089439392;27;59.2492051125;
109;14;45.0100059509;133.84274292;37;92.7201188803;8;28.0;61.0844497681;30;59.1639642715;
110;14;44.0400352478;136.129943848;37;94.4495056868;9;28.0;62.0624046326;29;59.0872473717;
111;14;44.255317688;138.482055664;37;96.0448052883;9;28.0;63.0425643921;30;59.0182027817;
112;14;44.4720649719;140.82119751;37;97.6118215322;10;29.0;61.0247077942;29;58.9560627937;
113;14;45.6871681213;140.147521973;40;99.1436458826;10;28.0;62.0086364746;30;58.9001364708;
114;14;44.8975486755;142.461242676;40;101.551762223;10;28.0;62.9941711426;31;58.8498029709;
115;14;47.1003227234;143.598266602;41;102.91678679;10;29.0;60.9811553955;28;58.804502964;
116;14;48.2929725647;144.73727417;41;104.21013701;10;28.0;61.9694404602;29;58.7637329102;
117;14;49.4734611511;146.877746582;41;105.417804956;10;28.0;62.958896637;31;58.7270393372;
118;14;50.6403160095;148.414520264;42;106.597842932;10;29.0;60.9494056702;32;58.9633789062;
119;14;51.1676330566;149.556259155;43;107.747930408;10;28.0;62.1294212341;33;59.1983513832;
120;14;52.3050575256;147.697784424;43;108.867155671;10;28.0;63.30701828;33;59.4304990768;
121;14;51.4277229309;148.838531494;45;109.95572567;10;29.0;61.4813308716;32;59.6584701538;
122;14;51.5361442566;149.977905273;48;111.014640212;10;28.0;62.6515350342;32;60.8810358047;
123;15;50.6311454773;150.115386963;47;112.045385361;10;29.0;64.8168945312;32;62.1339107752;
124;15;50.7137413025;150.250457764;47;113.049656987;10;32.0;64.9767532349;34;63.4171302319;
125;15;51.7850608826;151.382629395;50;114.029141784;10;33.0;69.1305541992;34;64.7540861368;
126;15;50.8462867737;151.511459351;51;114.906805038;10;35.0;74.2778320312;35;65.1471136808;
127;15;50.8749961853;151.636550903;53;115.692835808;10;37.0;76.4182357788;35;65.5387692451;
128;15;51.8749961853;152.757568359;54;116.480426073;10;36.0;81.5515060425;36;65.9288498163;
129;15;52.8749961853;150.874176025;55;118.267015457;10;36.0;86.6774902344;36;66.3172684908;
130;15;59.126701355;154.986206055;56;119.110040188;10;37.0;88.7961044312;38;66.7040404081;
131;15;63.4050064087;159.093444824;56;119.949934483;10;36.0;93.9073791504;38;67.0892668962;
132;15;64.6949996948;160.195739746;58;120.784303784;10;36.0;99.0114059448;39;67.4731156826;
133;16;63.778427124;164.293029785;59;121.610850334;10;37.0;101.096008301;40;67.8558021784;
134;16;63.8610916138;168.385253906;60;122.427402139;11;36.0;105.206008911;39;68.2375748158;
135;16;64.942741394;169.472473145;58;123.231939673;11;36.0;108.354553223;37;68.6186966896;
136;16;65.0232009888;170.554718018;59;124.022621155;11;37.0;106.145927429;37;68.9994283915;
137;18;66.1022644043;169.570556641;58;137.70272553;9;34.0;87.0175476074;39;56.3993827105;
138;18;66.1797790527;169.70715332;57;138.458136082;9;34.0;87.2694396973;38;56.6970783472;
139;18;66.2555999756;173.74029541;58;140.195644021;9;34.0;87.5175094604;39;57.0019971132;
140;18;73.3205413818;174.806610107;59;140.954702258;9;34.0;87.7718048096;39;58.3138189316;
141;18;78.560508728;176.155639648;59;141.637803316;9;35.0;89.0320587158;40;58.6550922394;
142;18;81.7348251343;180.289840698;60;142.309109092;9;36.0;90.2979507446;42;59.0027792454;
143;18;85.8019790649;181.426849365;61;142.967946529;9;36.0;91.5691375732;43;59.3564141989;
144;18;88.8678817749;182.56628418;60;143.61380446;9;36.0;92.8452148438;44;59.7154870033;
145;18;90.9324798584;185.708023071;61;144.246316791;9;36.0;94.1257629395;45;60.0794457197;
