Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;12.3999996185;16.0;3;33.0;1;6.0;12.6999998093;4;21.0;
2;2;13.3999996185;16.0;3;32.735999465;1;7.0;11.6999998093;5;21.0;
3;2;14.3487997055;15.8719997406;3;32.4983993769;1;8.0;10.6999998093;4;21.0;
4;2;15.6442394257;15.7567996979;3;32.2845600843;1;8.14999961853;10.5;4;21.0;
5;2;16.6422958374;15.6531200409;3;31.8809038997;1;8.14999961853;10.5;4;21.0;
6;2;17.5642700195;15.4574079514;3;31.6032134295;1;9.14999961853;10.5;4;21.0;
7;2;17.4809646606;15.3240671158;3;31.3532924056;1;9.72500038147;10.5;4;21.0;
8;2;17.4059886932;15.2040605545;2;32.0583960414;1;9.72500038147;10.5;4;21.4200000763;
9;2;17.6175193787;15.5482625961;2;32.5651477575;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;20.4109973907;15.7932214737;2;32.6676695347;1;9.8956489563;10.8792181015;4;22.0;
11;2;22.4109973907;15.8360004425;3;32.684758544;1;9.94999980927;11.0;4;23.5400009155;
12;3;23.4262638092;15.8360004425;2;32.7019677162;1;10.296500206;11.7700004578;5;24.8252849579;
13;3;24.431427002;15.8360004425;3;32.7192920446;1;11.9499998093;12.4126424789;5;25.8616695404;
14;3;25.4366226196;15.8360004425;4;32.7367264032;1;12.9499998093;12.9308347702;5;26.6732940674;
15;3;26.4418544769;15.8360004425;5;32.7542653084;1;13.9499998093;13.3366470337;5;27.2939033508;
16;3;26.8262786865;15.8360004425;6;32.7719033957;1;14.9499998093;13.6469516754;5;27.759563446;
17;3;26.831571579;15.8360004425;6;32.789634943;1;15.9499998093;13.879781723;5;28.0;
18;3;26.8368911743;15.8360004425;7;32.8074541092;1;16.9500007629;14.0;5;28.0;
19;3;26.8422355652;15.8360004425;7;32.8253550529;1;17.9500007629;14.0;5;28.0;
20;3;26.8476066589;15.8360004425;7;32.8433318138;1;18.2999992371;14.0;5;28.0;
21;3;26.8530006409;15.8360004425;7;32.8613781929;1;18.2999992371;14.0;5;28.0;
22;3;26.8584136963;15.8360004425;7;32.8794878721;1;18.2999992371;14.0;5;28.0;
23;3;26.5016002655;16.439743042;7;32.8976546526;1;18.2999992371;14.0;6;28.0;
24;3;26.5016002655;16.4488277435;7;32.915872097;1;18.2999992371;14.0;7;28.0;
25;3;26.5016002655;16.4579353333;7;32.9341337681;1;18.2999992371;14.0;7;28.0;
26;3;26.880241394;15.8360004425;7;32.9524329901;1;18.2999992371;14.0;7;28.0;
27;3;26.5016002655;16.4762172699;7;32.9707632065;1;18.2999992371;14.0;8;28.0;
28;3;26.5016002655;16.4853820801;8;32.9891178608;1;18.2999992371;14.0;8;28.0;
29;3;26.5016002655;16.4945583344;8;33.0074901581;1;18.2999992371;14.0;8;28.0;
30;3;24.9022464752;16.8360004425;8;33.0258733034;1;18.2999992371;14.0;8;28.0;
31;3;23.9077625275;17.8360004425;8;33.0442606211;1;18.2999992371;14.0;8;28.0;
32;3;22.9132785797;18.8360004425;8;33.0626453161;1;18.2999992371;14.0;8;28.0;
33;3;21.9187927246;19.8360004425;9;33.0810207129;1;18.2999992371;14.0;8;28.0;
34;3;22.5016002655;21.8360004425;9;33.0993800163;1;18.2999992371;14.0;8;28.0;
35;3;23.929813385;22.8360004425;9;33.1177164316;1;18.2999992371;14.0;8;28.0;
36;4;24.9353141785;23.8360004425;8;33.136023283;1;18.2999992371;14.0;8;28.0;
37;4;25.5016002655;24.8360004425;9;33.154294014;1;18.2999992371;14.0;9;28.0;
38;4;26.5016002655;25.8360004425;9;33.1725218296;1;18.2999992371;14.0;9;28.0;
39;4;26.5016002655;26.5862617493;9;33.1907002926;1;18.2999992371;14.0;9;28.0;
40;4;26.5016002655;26.5953502655;11;33.2088229656;1;18.2999992371;14.0;9;28.0;
41;4;26.5016002655;26.6044120789;11;33.2268834114;1;18.2999992371;14.0;9;28.0;
42;4;26.9680652618;25.8360004425;11;33.2448751926;1;18.2999992371;14.0;11;28.0;
43;4;26.9734630585;25.8360004425;12;33.2627922297;1;18.2999992371;14.0;11;28.0;
44;4;26.9788379669;25.8360004425;12;34.2806283236;1;18.2999992371;14.0;11;28.0;
45;4;27.9841880798;26.8360004425;12;34.3326175213;1;18.2999992371;14.0;11;28.0;
46;4;28.5016002655;28.6491889954;11;34.3853321075;1;18.2999992371;14.0;12;28.0;
47;5;27.8401527405;29.5922546387;10;56.1887615919;1;18.2999992371;14.0;12;28.0;
48;6;28.5514411926;31.6003322601;7;75.3303934336;1;18.2999992371;14.0;12;28.0;
49;6;30.5514411926;34.6083602905;7;77.178730607;1;18.2999992371;15.0;12;28.0;
50;6;33.0094680786;36.0053863525;7;78.723944664;1;18.2999992371;16.0;13;28.0;
51;6;34.0136795044;36.9513473511;8;79.9801105261;1;18.2999992371;17.0;13;28.0;
52;6;33.352973938;38.3349647522;9;80.9979705811;1;18.2999992371;18.0;13;28.0;
53;6;33.3637161255;40.2914543152;9;81.7872033119;1;18.2999992371;19.0;14;28.0;
54;6;35.0136795044;39.8760108948;10;82.1873934269;1;18.2999992371;19.0;15;28.0;
55;6;37.0136795044;40.8949966431;10;82.5165362358;1;18.2999992371;19.0;15;28.0;
56;6;39.0136795044;41.9143066406;10;82.596893549;1;18.2999992371;19.0;15;28.0;
57;6;39.7386817932;42.9339294434;11;85.0664633512;1;18.2999992371;19.0;16;28.0;
