Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.3999996185;16.0;4;32.0;2;6.0;12.8999996185;3;22.0;
2;1;11.3999996185;16.0;6;32.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;11.3999996185;16.0;6;31.5391998291;2;8.16349983215;10.6999998093;2;22.1871190071;
4;1;11.3078403473;15.7695999146;6;31.1244792938;2;8.32806777954;10.5;2;22.2917383909;
5;1;12.3078403473;15.5622396469;6;30.7512321472;2;8.34376049042;10.5;2;22.4042263031;
6;1;13.3078403473;15.3756160736;6;30.415309906;2;9.46595096588;10.5;2;22.5249304771;
7;1;14.1245927811;15.207654953;6;30.1985778809;2;10.0681095123;10.5;2;22.6541694403;
8;2;14.3595733643;15.0992889404;5;31.0035209656;2;10.0971889496;10.5;2;23.2287653685;
9;2;14.3010568619;15.0017604828;5;31.9924792051;2;10.2264719009;10.7100000381;2;23.7334493399;
10;2;16.4160709381;15.4020795822;5;32.789398551;2;10.3400268555;10.8792181015;2;24.1532578468;
11;2;18.4160709381;15.6897659302;5;33.3415950537;2;10.4344825745;11.0;2;26.0129473209;
12;2;20.4160690308;15.8360004425;5;33.6448335648;2;10.8529129028;11.7700004578;2;27.6574776173;
13;2;21.651424408;15.8360004425;5;33.9971649647;2;12.5872430801;12.4126424789;2;29.0951218605;
14;2;22.7571239471;15.8360004425;6;34.4042277336;2;14.5872430801;12.9308347702;2;30.3518810272;
15;2;23.8792419434;15.8360004425;7;34.8714323044;2;16.5872421265;13.3366470337;3;31.4625301361;
16;2;24.4614295959;15.8360004425;7;35.4035799503;3;17.8879413605;13.6469516754;2;32.4630823135;
