Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;11.5999994278;16.0;3;33.0;1;6.0;12.6999998093;4;21.0;
2;2;11.5999994278;16.0;3;32.5734398365;1;7.0;11.6999998093;5;21.0;
3;2;11.5146884918;15.7695999146;2;32.1937775612;1;8.0;10.6999998093;5;21.0;
4;2;11.4387550354;15.5622396469;2;31.8564021587;1;8.14999961853;10.5;5;21.0;
5;2;12.5564460754;15.3756160736;2;31.5571585894;1;8.14999961853;10.5;5;21.0;
6;2;13.5674505234;15.207654953;2;31.1261260509;2;9.14999961853;10.6999998093;4;22.0;
7;2;14.3378372192;14.9745693207;2;30.8228592873;2;9.95000076294;10.5;4;22.0900000334;
8;2;14.2468576431;14.8050327301;2;30.5541545153;2;9.9702501297;10.5;4;22.618019104;
9;2;14.1662464142;14.6524496078;3;31.0630465746;2;10.0890541077;10.7100000381;4;23.0738848448;
10;2;16.2809906006;14.8682365417;4;31.1852506399;2;10.1916246414;10.8792181015;4;23.442843914;
11;2;18.2809906006;14.8887996674;4;31.2701425552;2;10.2746400833;11.0;4;25.2073103189;
12;2;20.2809906006;14.8887996674;4;31.3588870764;2;10.6716451645;11.7700004578;5;26.7482377291;
13;2;21.3574047089;14.8887996674;4;31.4515048265;2;12.3826637268;12.4126424789;5;28.074546814;
14;2;22.3851890564;14.8887996674;4;31.5479969978;2;14.3826637268;12.9308347702;5;29.2133922577;
15;2;23.4141387939;14.8887996674;5;31.6483432055;2;16.3826637268;13.3366470337;5;30.2012972832;
16;2;23.4945030212;14.8887996674;6;31.7524998188;2;17.6041641235;13.6469516754;5;31.0766849518;
17;2;23.5257511139;14.8887996674;6;31.860398531;2;18.696352005;13.879781723;5;31.7709991932;
18;2;23.5581207275;14.8887996674;6;31.9719450474;2;19.7984752655;14.0;5;32.2698645592;
19;2;23.5915851593;14.8887996674;6;32.0870177746;2;20.9107208252;14.0;5;32.8134241104;
20;2;23.6261062622;14.8887996674;6;32.2054674625;2;21.383020401;14.0;5;33.400015831;
21;2;23.6616420746;14.8887996674;7;32.3271164894;2;21.5150032043;14.0;5;34.0264167786;
22;2;23.698135376;14.8887996674;7;32.4517593384;2;20.2999992371;15.0;5;34.6877307892;
23;2;22.9332809448;15.8887996674;7;32.5791628361;2;21.2999992371;14.0;6;35.3773875237;
24;2;22.9332809448;16.2895812988;7;32.7090668678;2;21.9599113464;14.0;6;36.0872850418;
25;2;22.9332809448;16.3545341492;7;32.8411860466;2;22.119638443;14.0;6;36.8080816269;
26;2;22.9332809448;16.4205932617;7;32.9752123356;2;22.2818183899;14.0;6;37.5296325684;
27;2;22.9332809448;16.4876060486;7;33.1108162403;2;22.4441661835;14.0;7;38.2415313721;
28;2;22.9332809448;16.5554084778;7;33.2476508617;2;22.6043434143;14.0;7;38.9337024689;
29;2;23.9332809448;14.8887996674;8;33.3853545189;2;22.7600822449;14.0;7;39.5969734192;
30;2;22.0156078339;15.8887996674;8;33.5235548019;2;20.9093170166;15.0;7;40.2235612869;
31;2;21.0570678711;16.8887996674;8;33.6618721485;2;20.0503005981;16.0;7;40.8074121475;
32;2;20.0985622406;17.8887996674;8;33.7999243736;2;19.1816673279;17.0;7;41.344373703;
33;2;19.1399784088;18.8887996674;8;33.9373297691;2;18.302482605;18.0;7;41.8321943283;
34;2;18.1812000275;19.8887996674;9;34.0737137794;2;17.4122428894;19.0;7;42.2703714371;
35;2;17.222114563;20.8887996674;10;34.2087097168;2;17.2108345032;20.0;8;42.6598997116;
36;2;16.2626132965;21.8887996674;10;34.3419661522;2;17.2984771729;21.0;8;43.0029563904;
37;2;15.369310379;22.8887996674;11;34.4731473923;2;17.3756656647;22.0;8;43.3025722504;
38;2;15.4086647034;23.8887996674;12;34.6019392014;2;17.4430789948;23.0;8;43.5623226166;
39;2;15.4473018646;24.8887996674;12;34.7280502319;2;17.5015220642;24.0;8;43.7860584259;
40;2;15.0;23.8887996674;15;34.8512148857;2;17.5518627167;25.0;9;43.9776916504;
41;2;16.0;23.8887996674;16;34.9711947441;2;17.5949802399;26.0;9;44.0;
42;2;17.0;23.8887996674;16;35.0877809525;2;17.6000003815;27.0;10;44.0;
43;2;18.0;23.8887996674;16;35.2007932663;2;18.6000003815;25.0;11;44.0;
44;2;19.0;24.8887996674;16;35.3100819588;2;17.6000003815;26.0;12;44.0;
45;2;20.0;25.8887996674;16;35.4155263901;2;17.6000003815;27.0;12;44.0;
46;2;21.0;26.8887996674;17;35.5170359612;2;18.6000003815;25.0;13;44.0;
47;2;22.0;27.758518219;18;35.6145467758;2;19.6000003815;25.0;14;44.0;
48;2;22.9332809448;27.8072738647;19;35.7080225945;2;20.6000003815;25.0;14;44.0;
49;2;22.9332809448;27.8540115356;19;35.797451973;2;21.6000003815;25.0;15;44.0;
50;2;23.9332809448;25.8540115356;20;35.8828463554;2;22.6000003815;25.0;15;44.0;
51;2;22.9332809448;26.8540115356;20;35.9642386436;2;23.6000003815;25.0;16;44.0;
52;2;22.9332809448;27.8540115356;20;36.041680336;2;23.8999996185;24.0;16;44.0;
53;2;23.9332809448;25.8540115356;20;36.1152405739;2;23.8999996185;24.0;16;44.0;
54;2;22.9332809448;26.8540115356;20;36.1850028038;2;23.8999996185;24.0;17;44.0;
55;2;22.9332809448;27.8540115356;21;36.2159991264;2;23.8999996185;24.0;18;44.0;
56;2;22.9332809448;28.1079998016;21;36.2159991264;2;23.8999996185;24.0;18;44.0;
57;2;22.9332809448;28.1079998016;22;36.2159991264;2;23.8999996185;24.0;19;44.0;
58;2;22.9332809448;28.1079998016;22;36.2159991264;2;23.8999996185;24.0;19;44.0;
59;2;22.9332809448;28.1079998016;22;36.2159991264;2;23.8999996185;24.0;20;44.0;
60;2;22.9332809448;28.1079998016;22;36.2159991264;3;23.8999996185;24.0;18;44.0;
61;2;22.9332809448;28.1079998016;22;36.2159991264;4;23.8999996185;24.0;18;44.0;
62;2;22.9332809448;28.1079998016;24;36.2159991264;4;23.8999996185;24.0;19;44.0;
63;2;22.9332809448;28.1079998016;24;36.2159991264;4;23.8999996185;24.0;19;44.0;
64;2;22.9332809448;28.1079998016;25;36.2159991264;4;23.8999996185;24.0;19;44.0;
65;2;22.9332809448;28.1079998016;25;36.2159991264;4;23.8999996185;24.0;19;44.0;
66;2;22.9332809448;28.1079998016;25;36.2159991264;4;23.8999996185;24.0;19;44.0;
67;2;22.9332809448;28.1079998016;25;36.2159991264;4;23.8999996185;24.0;19;44.0;
68;2;22.9332809448;28.1079998016;25;37.5043754578;4;23.8999996185;24.0;19;45.0;
69;2;24.2382984161;26.6163635254;26;38.5076060295;4;24.8999996185;25.0;20;45.0499999523;
70;2;25.4598026276;25.9855384827;26;39.2876992226;4;25.8999996185;26.0;21;45.1019749641;
71;2;25.7863101959;26.0279521942;26;39.6715435982;4;26.1479434967;27.0;21;45.1559499502;
72;2;25.9014625549;26.0960006714;27;39.9092478752;4;26.1600875854;28.0;22;45.2119446993;
73;2;23.9014625549;27.0960006714;27;40.136162281;4;25.8999996185;29.0;22;46.6263313293;
74;2;24.9014625549;26.0960006714;27;40.3517227173;5;24.0890007019;31.0731658936;19;71.7650766373;
75;2;25.9014625549;26.0960006714;27;40.5555429459;5;26.5457000732;30.7314720154;19;74.3603587151;
76;2;24.1666641235;27.0960006714;27;40.7474079132;5;28.671628952;31.9579029083;20;76.2257840633;
77;2;23.2242221832;28.0960006714;28;40.9272594452;5;29.065410614;33.0;20;77.6691515446;
78;2;22.2781772614;29.0960006714;28;41.0951814651;5;29.1495628357;34.0;20;78.8001589775;
79;2;21.3285541534;30.0960006714;28;41.2513809204;5;28.7999992371;35.9368209839;20;79.5334682465;
80;2;20.3754138947;31.0960006714;28;41.3961696625;5;29.2516136169;36.0;21;80.1089532375;
81;2;19.4188499451;32.0960006714;30;41.5299463272;5;29.2831916809;37.0;20;80.2946801186;
82;3;18.458984375;33.0960006714;25;61.653175354;5;25.7999992371;38.0;20;80.4485456944;
83;3;16.458984375;36.0960006714;25;63.5663709641;5;24.7999992371;41.0;20;80.6089611053;
84;3;17.6576004028;36.0960006714;25;65.2192020416;5;23.7999992371;44.0;20;80.7757008076;
85;3;17.0;36.0960006714;26;66.5350036621;5;23.75;47.0;22;80.9484686852;
86;3;19.0;38.0960006714;26;67.6000804901;5;23.75;50.0;22;81.126896143;
