Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;2;10.0;10.3000001907;5;21.0;1;8.0;10.0;5;20.0;
6;2;11.0;10.0;5;21.0299999714;1;9.0;10.0;5;20.0;
7;2;12.0;10.0;5;22.0605909824;1;9.5;10.0;5;20.0;
8;2;13.0;10.5;5;23.1523712873;1;9.5;10.0;5;20.3999996185;
9;2;14.0;11.0249996185;5;24.0663131475;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;15.0;11.4604873657;5;25.7674037218;2;9.66343975067;10.5631999969;4;21.9903717041;
11;2;16.0;12.2717781067;5;27.1895382404;2;9.94783401489;10.4951858521;4;23.1319121122;
12;2;16.6472434998;12.9413805008;5;28.3426585197;2;10.2046804428;11.0209560394;5;24.1014695168;
13;2;19.0;13.4742078781;5;29.2571121454;2;11.9899349213;11.4571752548;4;24.9131449461;
14;2;21.0;13.8853845596;5;29.9730012417;2;13.9899349213;11.8107032776;3;25.5874900818;
15;2;22.0;14.1949214935;5;30.5317108631;2;15.9899349213;12.0916318893;3;26.1475405693;
16;2;23.0;14.4234819412;4;30.7911430597;2;17.0659427643;12.3113050461;3;26.6159290075;
17;2;24.0;14.5;5;30.9023525715;2;18.0950222015;12.4808797836;3;26.7922235727;
18;2;25.0;14.5;5;31.0183513165;2;19.126083374;12.5;3;26.9393253326;
19;2;26.0;14.5;5;31.139081955;2;20.0613479614;12.5;4;27.0956480503;
