Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;2;8.0;10.1999998093;4;21.0;
6;1;11.0;10.0;5;20.0;2;9.22500038147;10.0;4;21.0900000334;
7;1;12.0;10.0;5;20.0;2;9.74524974823;10.0;4;21.1871190071;
8;2;13.0;10.3000001907;4;21.3999996185;2;9.76710128784;10.0;4;21.7036092281;
9;2;14.4499998093;10.1999998093;4;21.7264003754;2;9.88331222534;10.1999998093;4;22.1564130783;
10;2;14.7768793106;10.3632001877;4;22.8494274616;2;9.98519229889;10.3632001877;4;22.557236433;
11;2;15.282242775;10.9097137451;4;23.7921946049;2;10.075378418;10.4951858521;4;23.8035871983;
12;2;15.7064886093;11.3658018112;2;24.5663278103;2;10.3558073044;11.0209560394;4;24.8916251659;
13;2;18.2960090637;11.7372808456;2;25.1909153461;2;12.1677207947;11.4571752548;3;25.8364036083;
14;2;20.2960090637;12.0336990356;2;25.6883610487;2;14.1677207947;11.8107032776;3;26.6592981815;
15;2;21.3388690948;12.2662630081;2;26.0812431574;2;16.1677207947;12.0916318893;3;27.3839819431;
16;2;22.3536624908;12.446267128;2;26.2221269608;2;17.3441429138;12.3113050461;3;28.0334718227;
17;2;23.3687000275;12.5;2;26.2560760975;2;18.4139690399;12.4808797836;3;28.407397747;
18;2;24.3839759827;12.5;3;26.2905418873;2;19.4894981384;12.5;3;28.7683298588;
