Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;6;20.0;2;9.0;10.1999998093;4;21.0;
7;1;12.0;10.0;5;20.0;2;9.72500038147;10.0;4;21.0299999714;
8;1;13.0;10.0;4;20.3999996185;2;9.73174953461;10.0;4;21.4708906412;
9;2;14.0;10.5;3;21.7264003754;2;9.830950737;10.1999998093;4;21.8393678665;
10;2;14.7768793106;10.3632001877;3;22.9494274855;2;9.91385746002;10.3632001877;3;22.1466006041;
11;2;15.3272428513;10.9097137451;3;24.0070346594;2;9.98298549652;10.4951858521;3;23.2541460991;
12;2;15.8031663895;11.3658018112;3;24.9122858047;2;10.2321834564;11.0209560394;4;24.1846234798;
13;2;18.3926868439;11.7372808456;3;25.6857330799;2;12.0086450577;11.4571752548;4;24.9517599344;
14;2;20.3926868439;12.0336990356;3;26.3512378931;2;14.0086450577;11.8107032776;4;25.5757399797;
15;2;21.6371631622;12.2662630081;3;26.9327886105;2;16.008644104;12.0916318893;4;26.0792449713;
16;2;22.7368564606;12.446267128;3;27.2842636108;2;17.0505771637;12.3113050461;4;26.4845746756;
17;2;23.846660614;12.5;3;27.5518820286;2;18.0654678345;12.4808797836;4;26.5909943581;
18;2;24.9670906067;12.5;3;27.8440244198;2;19.0808067322;12.5;4;26.6611413956;
