Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;6.0;14.3000001907;3;21.0;1;6.0;12.0;4;20.0;
2;2;7.30000019073;13.0;3;21.1200000048;1;7.0;11.0;5;20.0;
3;2;8.3360004425;12.0;3;21.2530560493;1;8.0;10.0;5;20.0;
4;2;9.37591648102;11.0;2;21.4002518654;1;8.0;10.0;4;20.0;
5;2;10.4200754166;10.0;1;21.5626775026;1;8.0;10.0;4;20.0;
6;2;11.7032051086;10.0;1;21.7414059639;1;9.0;10.0;4;20.0;
7;2;12.7836322784;10.0;1;21.9374637604;1;9.5;10.0;4;20.0;
8;2;13.8718585968;10.0;1;22.5711705685;1;9.5;10.0;4;20.3999996185;
9;2;14.9770269394;10.1999998093;1;23.1543953419;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;15.4194774628;10.3632001877;1;24.6255099773;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;16.0814800262;10.9097137451;1;25.964040041;2;9.72283363342;10.6951856613;3;23.0419120789;
12;2;16.6838188171;11.3658018112;1;27.1843502522;2;10.184431076;11.0209560394;3;24.004350543;
13;2;19.2733383179;11.7372808456;1;28.3073234558;2;11.9680833817;11.4571752548;3;24.8085255623;
14;2;21.2733383179;12.0336990356;1;29.3558683395;2;13.9680833817;11.8107032776;3;25.4750021696;
15;0;0;0;0;0;2;15.9680833817;12.0916318893;3;26.0268363953;
