Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;2;11.0;10.3000001907;5;21.0;1;9.0;10.0;4;20.0;
7;2;12.4499998093;10.0;5;21.0900000334;1;9.5;10.0;4;20.0;
8;2;13.4905004501;10.0;5;21.5980186462;1;9.5;10.0;4;20.3999996185;
9;2;14.5391082764;10.1999998093;4;22.0418490171;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;14.9188308716;10.3632001877;4;23.3017349243;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;15.4857807159;10.9097137451;4;24.3994617462;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;15.9797582626;11.3658018112;4;25.3481024504;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;18.569278717;11.7372808456;4;26.1681330204;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;20.569278717;12.0336990356;4;26.8832330704;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;21.8765602112;12.2662630081;4;27.5170819759;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;22.9997901917;12.446267128;4;27.923101902;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;24.1341381073;12.5;4;28.2468910217;1;15.7228336334;12.4808797836;5;25.0;
18;2;25.2798442841;12.5;5;28.5960328579;1;16.7228336334;12.5;6;25.0;
19;2;26.436958313;12.5;5;28.9701628685;2;17.625;12.5;5;25.0;
20;2;27.03657341;12.5;5;29.3683638573;2;17.625;12.5;5;25.0;
21;2;27.215763092;12.5;5;29.7891087532;2;17.625;12.5;4;25.0;
22;2;27.4050979614;12.5;5;30.2302284241;2;17.625;12.5;5;25.0;
23;2;27.603603363;12.5;5;30.6889076233;2;17.625;12.5;6;25.0;
24;2;27.8100090027;12.5;5;31.1617178917;2;17.625;12.5;6;25.0;
25;2;25.8100090027;13.5;6;31.6446905136;2;17.625;12.5;7;25.0;
26;3;25.25;14.5;5;32.1334280968;2;17.625;12.5;5;25.0;
27;3;24.25;13.5;6;32.6232500076;2;17.625;12.5;5;25.0;
28;3;24.25;14.5;6;33.1093654633;2;17.625;12.5;5;25.0;
29;3;23.25;13.5;7;33.587059021;2;17.625;12.5;5;25.0;
30;3;22.25;13.5;7;34.0518712997;3;15.625;13.5;4;35.0;
31;4;22.25;14.5;6;34.4997692108;3;15.625;14.5;4;35.3999996185;
32;4;22.25;15.5;7;34.927280426;3;15.625;15.5;4;35.7743997574;
33;4;22.25;16.5;7;35.3315906525;3;14.625;16.5;4;36.1219387054;
34;4;21.25;15.5;8;35.7105960846;3;14.0;17.5;4;36.4420347214;
35;4;20.25;15.5;8;36.0629110336;3;14.0;18.5;4;36.7347183228;
36;4;19.25;14.5;8;36.3878383636;3;15.0;16.5;5;37.0005426407;
37;4;18.25;14.5;10;36.6853075027;3;16.0;15.5;5;37.2404880524;
38;4;17.25;13.5;10;36.955786705;3;17.0;14.5;6;37.4558610916;
39;4;18.25;15.5;10;37.2001886368;3;18.0;13.5;6;37.6481971741;
40;4;19.25;17.5;9;37.4197692871;3;19.0;12.5;6;37.8191757202;
41;4;20.25;19.5;9;38.6160306931;3;19.625;12.5;6;37.9705476761;
42;4;23.25;22.5;10;38.8206322193;3;19.625;12.5;6;38.0;
43;4;24.25;25.5;10;39.0059092045;3;19.625;12.5;6;38.0;
44;4;25.7272663116;27.5;10;39.091766119;3;19.625;12.5;6;38.0;
45;4;27.7412948608;26.5;10;39.1235172749;3;19.625;12.5;8;38.0;
46;4;29.25;27.5;10;39.1558350325;4;19.625;12.5;6;38.0;
47;4;30.7701263428;27.5;10;39.1887089014;4;19.625;12.5;6;38.0;
48;4;31.7849197388;27.5;10;39.2221269608;4;19.625;12.5;6;38.0;
49;4;32.7999572754;27.5;11;39.2560760975;4;19.625;12.5;6;38.0;
50;4;33.0999984741;28.3792533875;11;39.2905418873;4;19.625;12.5;6;38.0;
51;4;33.0999984741;28.4033794403;11;39.3255085945;4;19.625;14.5;7;38.0;
52;4;33.6964797974;27.5;12;39.3609591722;4;19.625;16.5;7;38.0;
53;4;33.0999984741;28.452671051;13;39.3968753815;4;19.625;18.5;7;38.0;
54;5;33.7285919189;27.5;12;39.4332377911;4;19.625;20.5;7;38.0;
55;5;31.7449569702;28.5;14;39.4700255394;4;19.625;22.5;8;38.0;
56;5;30.761510849;29.5;13;39.5072168112;4;19.625;22.5;7;38.0;
57;5;29.7782478333;30.5;13;39.5447884798;4;19.625;22.5;9;38.0;
58;5;28.7951545715;31.5;14;39.5827163458;4;19.625;22.5;10;38.0;
59;5;27.8122234344;32.5;15;39.6209751368;4;19.625;22.5;11;38.0;
60;5;26.8294391632;33.5;14;39.6595385075;4;19.625;22.5;13;38.0;
61;5;25.8467922211;34.5;15;42.1049751043;4;19.625;22.5;13;38.0;
62;5;25.1000003815;35.5;16;43.3507918119;4;19.625;22.5;13;38.0;
63;6;25.8970909119;35.5;15;44.3760467768;4;19.625;22.5;12;38.0;
64;6;24.1000003815;36.5;16;45.2189697027;5;19.625;22.5;9;48.0;
65;6;24.2164382935;36.5;15;45.7673785686;5;20.625;23.5;9;48.3999996185;
66;7;25.2584152222;39.5;15;47.1081639528;5;21.625;24.5;9;48.7743997574;
67;7;27.1000003815;40.165145874;15;47.4648679495;5;21.625;25.5;9;49.1219387054;
68;7;29.4475059509;40.6481437683;15;47.6908383369;6;21.625;26.5;9;49.4420347214;
69;7;27.0;42.729888916;16;48.8761755228;6;21.625;27.5;9;49.7347183228;
70;7;27.75;45.8135910034;18;49.146351099;6;21.625;27.5;9;50.0005426407;
71;7;30.2751979828;46.3256645203;18;50.426809907;6;21.625;27.5;10;50.2404880524;
72;7;30.7894020081;50.2181167603;18;50.7576795816;6;21.625;27.5;10;50.4558610916;
73;8;31.3159866333;53.4155807495;17;51.1002372503;6;21.625;27.5;10;50.6481971741;
74;8;32.3371658325;55.4629058838;18;51.4545359612;6;21.625;27.5;8;50.8191757202;
75;8;31.8735198975;59.1877441406;19;51.8205794096;6;21.625;27.5;8;51.9705476761;
76;9;31.2751979828;63.2930641174;18;52.1983164549;6;22.625;28.5;8;52.0299999714;
77;9;30.75;67.0865707397;18;52.5876349211;6;23.625;29.5;9;52.0605909824;
78;9;31.3159866333;68.3966903687;18;52.9883564711;6;23.8636322021;30.5;9;52.091766119;
79;9;31.3371677399;70.5596618652;19;54.4002299309;6;23.8706474304;31.5;10;52.1235172749;
80;9;30.75;73.7085266113;19;54.86292696;6;23.8777923584;32.5;11;53.6870707273;
81;9;31.0413360596;77.0901565552;19;55.3372215033;6;24.1125907898;33.0;12;54.9732530117;
82;9;31.4037723541;77.2803573608;20;55.822619915;6;24.0255012512;33.9959030151;13;56.0208998919;
83;9;31.75;81.4570617676;21;56.3185374737;7;24.4422531128;33.6872596741;13;56.8705374002;
84;9;33.4506263733;82.7744140625;22;56.8242967129;7;24.2593841553;34.5621299744;14;57.3529902697;
85;9;32.4747505188;83.8082962036;23;57.339127779;7;24.6044216156;34.0;15;57.4023339748;
86;9;31.75;86.0299758911;24;57.8621704578;7;24.2999992371;34.7011680603;15;57.4527852535;
87;9;31.5243034363;85.2560424805;23;58.3924763203;7;24.2999992371;34.7263946533;14;57.5043187141;
88;9;30.75;86.6494522095;24;58.9290158749;7;22.2999992371;35.7521591187;16;57.556904912;
