Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;2;8.0;13.3000001907;5;21.0;1;7.0;11.0;5;20.0;
3;2;10.0;12.0;4;21.0900000334;1;8.0;10.0;5;20.0;
4;2;12.0;11.0;4;21.1871190071;1;8.0;10.0;5;20.0;
5;2;13.356136322;10.0;4;21.2917383909;1;8.0;10.0;5;20.0;
6;2;14.5812826157;10.0;4;21.4042263031;1;9.0;10.0;5;20.0;
7;2;15.631901741;10.0;4;21.9389723539;1;9.5;10.0;5;20.0;
8;2;16.6925373077;10.1999998093;4;22.4109756947;1;9.5;10.0;4;20.3999996185;
9;2;17.758058548;10.3632001877;4;23.7114653587;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;18.6701602936;10.9097137451;4;24.8527286053;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;19.1837291718;11.3658018112;4;25.8476524353;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;21.1837272644;11.7372808456;4;26.7164058685;2;9.95943069458;11.420955658;4;23.9143505096;
13;2;23.1837272644;12.0336990356;4;27.4822225571;2;11.9478340149;11.4571752548;4;24.7514065504;
14;2;24.5565853119;12.2662630081;4;28.168181181;2;13.9478340149;11.8107032776;4;25.4586948156;
15;2;25.7032623291;12.446267128;4;28.6269388199;2;15.9478340149;12.0916318893;4;26.0603342056;
16;2;26.8613433838;12.5;4;29.0031633377;2;17.0463218689;12.3113050461;4;26.5800945759;
17;2;28.0306453705;12.5;4;29.4033532143;2;18.0869598389;12.4808797836;4;26.8187118769;
18;2;29.2107315063;12.5;5;29.8259272575;2;19.1320438385;12.5;4;27.0402543545;
19;2;30.400888443;12.5;5;30.268661499;2;20.0840568542;12.5;5;27.2842636108;
20;2;30.6208972931;12.5;5;30.7286863327;2;20.1389598846;12.5;5;27.5518820286;
21;2;30.8279075623;12.5;5;31.2025241852;2;19.625;13.5;5;27.8440244198;
22;2;31.041135788;12.5;5;31.6861643791;2;19.625;13.9220123291;6;28.1613030434;
23;2;31.2587738037;12.5;5;32.1751794815;2;19.625;14.0806512833;6;28.5039470196;
24;2;31.4788303375;12.5;6;32.6648726463;3;19.625;14.2519731522;5;28.871723175;
25;3;31.6991920471;12.5;5;33.1504516602;3;19.625;12.5;5;29.263862133;
26;3;31.9177036285;12.5;5;33.6272163391;3;19.625;13.5;5;29.6789975166;
27;3;32.1322479248;12.5;5;34.0907382965;3;19.625;14.5;5;30.1151270866;
28;3;32.3408317566;12.5;5;34.5370264053;3;20.625;12.5;5;30.5695996284;
29;3;32.5416641235;12.5;5;34.9626617432;3;20.8781604767;12.5;5;31.0391392708;
30;3;30.7331981659;13.5;5;35.3648881912;3;19.625;13.5;5;31.5199065208;
31;3;29.9141998291;14.5;5;35.7416639328;3;19.625;14.5;6;32.007601738;
32;3;28.9141998291;13.5;5;36.0916633606;4;19.625;15.5;4;32.4976010323;
33;3;30.9141998291;15.5;6;36.4142465591;4;19.625;16.5;4;32.9851250648;
34;3;32.9141998291;17.5;6;36.7093906403;4;19.625;17.5;4;33.465420723;
35;3;33.5192260742;19.5;6;36.9776067734;4;19.625;18.4257946014;5;33.9339466095;
36;3;33.6399230957;21.5;6;37.2198410034;4;19.625;18.7537612915;5;34.3865451813;
