Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
7;1;12.0;10.0;6;20.0;1;9.5;10.0;4;20.0;
8;2;13.0;10.3000001907;4;21.3999996185;1;9.5;10.0;4;20.3999996185;
9;2;14.4499998093;10.1999998093;4;21.8064004183;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;14.8128795624;10.3632001877;4;23.0065635443;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;15.3529539108;10.9097137451;4;24.0352317095;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;15.8158550262;11.3658018112;4;24.9045944214;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;18.405374527;11.7372808456;4;25.6342844963;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;20.4053764343;12.0336990356;4;26.2472186089;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;21.5903549194;12.2662630081;3;26.7664413452;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;22.6620006561;12.446267128;3;27.0449216366;2;14.7228336334;12.3113050461;4;24.9617595673;
17;2;23.7389564514;12.5;2;27.2280459404;2;15.7228336334;12.4808797836;4;25.0;
18;2;24.8213634491;12.5;3;27.4234890938;2;16.7228336334;12.5;3;25.0;
19;2;25.9093132019;12.5;3;27.6313397884;2;17.625;12.5;4;25.0;
20;2;26.4341030121;12.5;3;27.851547718;2;17.625;12.5;4;25.0;
21;2;26.5331954956;12.5;3;28.0839047432;2;17.625;12.5;5;25.0;
22;2;26.6377563477;12.5;3;28.3280296326;2;17.625;12.5;5;25.0;
23;2;26.7476139069;12.5;3;28.5833551884;2;17.625;12.5;5;25.0;
24;2;26.8625106812;12.5;3;28.8491199017;2;17.625;12.5;5;25.0;
25;2;25.25;13.5;2;29.1243658066;2;17.625;12.5;5;25.0;
26;2;24.25;13.5;2;29.4079422951;2;17.625;12.5;5;25.0;
27;2;24.25;13.5;1;29.6985163689;2;17.625;12.5;4;25.0;
28;2;25.25;14.5;8;29.9945926666;2;17.625;12.5;5;25.0;
29;3;25.25;15.5;1;45.2945384979;2;17.625;12.5;6;25.0;
30;3;27.25;14.5;1;46.3466162682;2;17.625;12.5;6;25.0;
31;3;29.25;14.5;1;47.318397522;2;17.625;12.5;7;25.0;
32;3;27.25;16.5;1;48.2072205544;2;17.625;12.5;7;25.0;
33;3;28.25;16.5;1;49.0138010979;2;17.625;12.5;7;25.0;
34;3;29.25;17.5;1;49.7414069176;2;17.625;12.5;6;25.0;
35;3;30.25;18.5;1;50.3950271606;2;17.625;12.5;7;25.0;
36;3;30.4341716766;19.5;8;50.9806194305;2;17.625;12.5;7;25.0;
37;4;31.5591201782;19.5;2;66.5045061111;2;17.625;12.5;8;25.0;
38;4;33.6797828674;22.5;2;67.6292252541;2;17.625;12.5;8;25.0;
39;4;35.7956504822;25.5;2;68.5444927216;2;17.625;12.5;8;25.0;
40;4;36.9063034058;28.5;2;69.3659954071;2;17.625;12.5;7;25.0;
41;4;37.2864151001;31.5;3;70.0957536697;2;17.625;12.5;7;25.0;
42;4;36.3857688904;33.5;4;70.7384777069;2;17.625;12.5;7;25.0;
43;4;36.4792175293;33.5;4;71.3006877899;2;17.625;12.5;7;25.0;
44;4;35.5667190552;33.5;3;71.7899007797;2;17.625;12.5;8;25.0;
45;4;35.6482963562;34.5;3;72.2139787674;2;17.625;12.5;8;25.0;
46;4;36.4490470886;35.5;3;72.4869337082;2;17.625;12.5;8;25.0;
47;4;37.5191192627;36.5;3;72.6304769516;2;17.625;12.5;8;25.0;
48;4;37.8587112427;37.5;3;72.7623682022;2;17.625;12.5;9;25.0;
49;4;37.9180679321;38.5;3;72.883190155;2;17.625;12.5;9;25.0;
50;4;37.9724349976;39.5;4;72.9935665131;2;17.625;12.5;9;25.0;
51;4;38.022102356;40.5;4;73.0;2;17.625;13.5;9;25.0;
52;4;38.0250015259;41.5;4;73.0;2;17.625;14.5;11;25.0;
53;4;38.0250015259;42.5;5;73.0;3;17.625;15.5;9;41.0;
54;4;38.0250015259;43.5;6;75.3399991989;3;18.625;17.5;10;41.6399993896;
55;4;38.6932525635;45.0;8;77.2547035217;3;19.625;19.5;10;42.1991043091;
56;4;39.23387146;46.3899993896;10;78.8006229401;3;19.625;20.5;10;42.6808338165;
57;4;39.6650810242;47.6872596741;11;80.0371704102;3;20.625;21.5;10;43.0908813477;
58;4;41.0059547424;45.9097442627;10;80.8429813385;3;19.625;22.5;10;43.436258316;
59;4;40.2043380737;47.0;10;80.9684362411;3;20.625;22.5;10;43.7245540619;
60;4;40.2607917786;48.0;10;81.0;3;21.625;22.5;11;43.9633750916;
61;4;39.2749977112;47.0;10;81.0;3;22.625;22.5;11;44.0;
62;4;39.2749977112;47.0;10;81.0;3;20.625;23.5;9;44.0;
63;4;40.2749977112;48.0;9;80.5;3;19.625;24.5;9;44.0;
64;4;39.0499954224;47.0;10;80.657500267;3;19.625;22.5;7;44.0;
65;4;39.1208724976;47.0;10;80.8005771637;3;19.625;22.5;7;44.0;
66;4;40.185256958;48.0;12;80.9301214218;3;19.625;22.5;8;44.0;
67;4;39.2435531616;47.0;12;81.0;3;19.625;22.5;8;44.0;
68;4;37.2749977112;49.0;12;81.0;3;19.625;22.5;10;44.0;
69;4;36.2749977112;51.0;10;81.0;4;19.625;22.5;8;44.0;
70;4;36.5499992371;50.0;10;81.0;4;19.625;22.5;7;44.0;
71;4;35.5499992371;52.0;10;81.0;4;19.625;22.5;6;44.0;
72;4;35.5499992371;54.0;14;81.0;4;19.625;22.5;8;44.0;
73;4;36.5499992371;53.0;14;81.0;4;19.625;23.5;6;44.0;
74;4;35.5499992371;55.0;13;81.0;5;19.625;24.5;5;44.0;
75;4;35.5499992371;57.0;14;81.0;5;19.625;25.5;5;44.0;
76;4;36.5499992371;56.0;15;81.0;5;19.625;26.5;6;44.0;
77;4;35.5499992371;58.0;16;81.0;5;19.625;27.5;6;44.0;
78;4;35.5499992371;60.0;14;81.0;5;19.625;28.5;6;44.0;
79;6;36.5499992371;59.0;11;101.25;5;19.625;29.5;5;45.3799991608;
80;6;36.5499992371;62.0;12;102.319374084;5;20.8500003815;28.0;5;46.4739551544;
81;6;38.3249969482;62.0;11;103.825448036;5;22.0255012512;27.3899993896;4;48.3256835938;
82;6;38.3958740234;62.0;11;105.088012695;5;24.1592674255;27.6872596741;4;48.9694846869;
83;6;38.4602584839;65.0;14;106.119244576;5;26.2593841553;27.9097423553;3;49.320775032;
84;6;39.5185546875;68.0;13;106.897157669;5;27.696231842;28.0;2;49.5146545172;
85;7;40.5499992371;70.0;14;107.441734314;5;28.7543945312;28.0;3;49.7340574265;
86;8;41.5499992371;72.0;13;107.853767395;5;28.2999992371;29.0;4;49.9814370871;
87;8;42.5499992371;74.0;14;108.0;5;28.8944301605;29.0;4;51.2592060566;
88;8;43.5499992371;76.0;13;108.0;5;29.9777603149;30.0;4;51.8096389771;
89;8;44.5499992371;78.0;12;108.0;5;30.2999992371;32.0;5;52.449374795;
90;8;44.5499992371;75.0;12;108.0;6;30.2999992371;34.0;4;53.1908825636;
91;8;43.5499992371;76.0;12;109.0;6;31.2888450623;33.0;4;54.0474033356;
92;8;44.5499992371;78.0;12;108.975000024;6;28.2999992371;36.0;5;55.0325038433;
