Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;5;20.0;2;9.0;10.1999998093;4;21.0;
7;1;12.0;10.0;4;20.0;2;9.72500038147;10.0;4;21.0299999714;
8;1;13.0;10.0;4;20.3999996185;2;9.73174953461;10.0;4;21.4708906412;
9;1;14.0;10.1999998093;3;20.7264003754;2;9.830950737;10.1999998093;4;21.8393678665;
10;1;14.3268795013;10.3632001877;3;21.8194274902;2;9.91385746002;10.3632001877;4;22.1466006041;
11;2;14.8187427521;11.2097139359;2;23.7316036224;2;9.98298549652;10.4951858521;4;23.2541460991;
12;2;15.6792221069;11.3658018112;2;24.5145616531;2;10.2321834564;11.0209560394;5;24.1846234798;
13;2;18.268743515;11.7372808456;2;25.1485819817;2;12.0086450577;11.4571752548;5;24.9517599344;
14;2;20.268743515;12.0336990356;2;25.6560795307;2;14.0086450577;11.8107032776;5;25.5757399797;
15;2;21.3243408203;12.2662630081;2;26.0596417189;2;16.008644104;12.0916318893;5;26.0792449713;
16;2;22.3439407349;12.446267128;2;26.211841464;2;17.0505771637;12.3113050461;5;26.4845746756;
17;2;23.3640708923;12.5;2;26.2577478886;2;18.0654678345;12.4808797836;5;26.5909943581;
18;2;24.3847293854;12.5;3;26.3048160076;2;19.0808067322;12.5;5;26.6611413956;
19;2;25.4059104919;12.5;2;26.3530313969;2;19.9987564087;12.5;6;26.7332159281;
20;2;25.8588638306;12.5;1;26.4023760557;2;20.0149726868;12.5;5;26.8071684837;
21;2;25.8810691833;12.5;1;26.4528282881;2;19.625;13.0421504974;5;26.8829400539;
22;2;25.9037723541;12.5;2;26.5043625832;2;19.625;13.0648822784;5;26.9604618549;
23;2;25.9269638062;12.5;2;26.5569496155;2;20.0661048889;12.5;5;27.039655447;
24;2;25.9506263733;12.5;2;26.6105561256;2;19.625;13.1118965149;6;27.1204328537;
25;2;23.9747505188;13.5;2;26.6651450396;3;20.1020965576;12.5;5;27.2026965618;
26;3;22.9993152618;14.5;1;26.72067523;3;19.625;13.1608085632;5;27.2863395214;
27;3;22.0243034363;15.5;1;26.7771017551;3;20.1394271851;12.5;4;27.3712463379;
