Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;11.0;5;20.0;
3;2;8.30000019073;12.0;5;21.0599999428;1;8.0;10.0;5;20.0;
4;2;9.31799983978;11.0;5;21.1229639053;1;8.0;10.0;5;20.0;
5;2;10.336889267;10.0;5;21.1889609098;1;8.0;10.0;5;20.0;
6;2;11.5350322723;10.0;5;21.2580518723;1;9.0;10.0;5;20.0;
7;2;12.5661230087;10.0;5;21.3302885294;1;9.5;10.0;5;20.0;
8;2;13.5986299515;10.0;5;21.8190145493;1;9.5;10.0;5;20.3999996185;
9;2;14.6385564804;10.1999998093;5;22.2388005257;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;15.0074596405;10.3632001877;5;23.4601941109;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;15.5570878983;10.9097137451;5;24.5095257759;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;16.0292873383;11.3658018112;5;25.3986660242;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;18.618806839;11.7372808456;5;26.1468911171;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;20.6188087463;12.0336990356;5;26.7767255306;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;21.8286323547;12.2662630081;5;27.3107893467;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;22.9069576263;12.446267128;5;27.6016011238;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;23.9894638062;12.5;5;27.7940778732;1;15.7228336334;12.4808797836;5;25.0;
18;2;25.0760784149;12.5;6;27.9954168797;1;16.7228336334;12.5;5;25.0;
19;2;26.1666793823;12.5;6;28.2052333355;1;17.625;12.5;5;25.0;
20;2;26.6923542023;12.5;6;28.4230215549;1;17.625;12.5;5;25.0;
21;3;26.7903594971;12.5;5;28.6481528282;1;17.625;12.5;7;25.0;
22;3;26.8916683197;12.5;6;28.8798778057;1;17.625;12.5;7;25.0;
23;3;26.9959449768;12.5;6;29.117331028;1;17.625;12.5;7;25.0;
24;3;25.25;13.5;6;29.3595399857;1;17.625;12.5;7;25.0;
25;3;24.25;13.5;6;29.6054382324;1;17.625;12.5;7;25.0;
26;3;24.25;14.5;6;29.8538813591;1;17.625;12.5;9;25.0;
27;3;23.4342460632;15.5;6;30.1036677361;2;18.625;12.8000001907;8;26.0;
28;3;22.5466499329;16.5;6;31.3535604477;2;19.625;12.5;9;26.0900000334;
29;3;22.6591033936;17.5;6;31.6423101425;2;19.625;12.5;9;26.1871190071;
30;3;22.7710399628;18.5;6;31.9298663139;2;19.625;12.5;9;26.2917383909;
31;3;22.3684387207;19.5;6;32.2150332928;3;19.625;12.5;7;30.9849767685;
32;3;21.4967651367;20.5;6;32.4966739416;3;20.625;13.5;7;31.2623081207;
33;3;20.6235027313;21.5;6;32.7737306356;3;21.625;14.5;7;31.546110034;
34;3;19.7481784821;22.5;6;33.0452420712;3;21.625;15.5;7;31.8362084627;
35;3;19.6203594208;23.5;7;33.3103587627;3;21.625;16.0307884216;7;32.1324110031;
36;3;19.7396621704;24.5;8;33.568351984;3;21.625;16.1351604462;8;32.4344990253;
37;3;19.855758667;25.5;8;33.8186200857;3;21.625;16.2371959686;9;32.742221117;
38;3;19.9683799744;26.5;9;34.0606898069;3;21.625;16.3366470337;9;33.0552847385;
39;3;18.9910831451;26.5;9;34.2942147255;4;21.625;16.4332962036;8;33.3733472824;
40;3;18.0;27.5;10;34.518969059;4;22.2146263123;16.5269470215;8;33.696007967;
41;3;19.0;28.5;11;34.7348399162;5;22.2581386566;16.6174430847;6;46.7727982998;
42;3;20.7247505188;29.5;12;34.9418174028;5;22.625;16.7046470642;6;47.7406756878;
43;3;21.0;30.5;12;35.1399819851;5;22.3510303497;17.7884597778;7;48.6580488682;
44;3;22.7743034363;29.5;12;35.3294918537;5;21.625;19.8688106537;8;49.5215623379;
45;3;23.0;29.5;12;35.5105711222;5;21.625;21.7812480927;8;50.3299486637;
46;3;24.0;28.7840633392;13;35.683496356;5;21.625;22.9707298279;8;51.083697319;
47;3;25.0;28.8247108459;13;35.8485845327;5;23.625;26.9707298279;8;52.7846455574;
48;3;26.0;28.8658790588;14;36.0061817169;5;26.625;30.9707298279;10;53.5655630827;
49;4;27.9048347473;27.5;13;36.0708494186;5;29.625;34.9707298279;10;54.3152002096;
50;4;27.25;28.5;10;36.1315076351;5;31.625;38.0189628601;11;55.038541317;
51;4;27.25;28.9920558929;11;36.1926498413;5;33.0801544189;41.0189628601;11;55.727588892;
52;4;27.25;29.0348548889;11;36.2542052269;5;33.1624984741;42.3864059448;14;56.19594872;
53;4;27.25;29.0779438019;12;36.3161010742;5;33.1624984741;43.4000015259;13;56.6635568142;
54;4;27.25;29.1212711334;12;36.3782629967;5;33.1624984741;43.8281784058;14;57.149939537;
55;5;27.25;29.1647834778;11;36.4406147003;5;33.1624984741;43.9989852905;14;57.6551105976;
56;5;27.25;29.2084312439;12;36.5030794144;5;33.1624984741;44.1863174438;15;58.1789405346;
57;5;27.25;29.252155304;12;36.5655794144;6;33.1624984741;44.3908157349;14;58.7210993767;
58;5;27.25;29.2959060669;12;36.628036499;6;33.1624984741;44.6129150391;14;59.2809898853;
59;5;26.25;28.5;12;37.690372467;6;33.1624984741;44.8527603149;15;59.8576769829;
60;5;27.25;29.5;13;37.7525100708;6;33.1624984741;45.110206604;15;60.4498209953;
61;5;30.25;29.5;13;37.8143725395;6;33.1624984741;45.3847045898;14;61.0556173325;
62;5;29.25;31.5;13;37.8758842945;6;33.1624984741;45.6753005981;14;61.6727557182;
63;5;30.25;31.5;13;38.936971426;6;33.1624984741;45.9805908203;16;63.2984004021;
64;5;30.25;34.5;14;39.027561903;7;34.1624984741;47.2987213135;14;63.9592072964;
65;5;31.25;36.5;12;40.3884288073;7;35.1624984741;48.6273956299;15;64.6219651699;
66;5;31.7000007629;38.1822738647;13;41.518815279;7;36.4011306763;49.9639358521;16;65.2824981213;
67;6;33.0510025024;37.5722732544;12;42.4532959461;7;35.4081497192;52.3053207397;16;67.5486609936;
68;6;32.3185348511;39.8695373535;12;43.2279542685;7;36.8123397827;53.2464294434;17;69.5353105068;
69;7;33.5187683105;39.5100784302;12;43.7281061411;7;35.8769607544;55.6726531982;17;71.2750176191;
70;7;34.2223358154;39.0;14;44.0379599333;7;36.4078521729;56.8282318115;17;73.8018331528;
71;8;33.2774124146;40.6465377808;13;44.3344584703;7;38.3348999023;57.1276092529;18;74.9243012667;
72;8;33.3323020935;41.670501709;13;44.5260356665;7;40.4000015259;58.6727828979;19;75.7806061506;
73;8;33.3868789673;42.6950378418;13;44.7178776264;8;36.4000015259;62.1122741699;18;76.599874258;
74;9;32.5999984741;45.7201271057;12;45.9096697569;8;35.4000015259;65.5318984985;18;77.377596736;
75;9;35.0999984741;45.7457618713;12;47.1811038256;8;34.4000015259;68.9280776978;19;78.110686183;
76;9;37.5859985352;47.7719268799;13;47.5174179077;8;33.4000015259;71.9633560181;20;78.7696169615;
77;10;39.0999984741;49.7986068726;12;47.861530304;8;35.4000015259;73.5883331299;20;79.3123368025;
78;10;40.0999984741;52.8257789612;13;48.2134655714;8;37.4000015259;74.8754882812;22;79.8182492256;
79;10;41.0999984741;54.8534317017;13;48.5732381344;10;36.6500015259;75.8754882812;19;90.2885370255;
80;10;39.0999984741;57.8815345764;15;48.9408471584;11;37.6500015259;78.8754882812;20;91.2251267433;
81;11;38.0999984741;60.910068512;14;49.3162711859;11;36.6500015259;84.8754882812;19;92.1029630899;
82;11;37.0999984741;63.0;14;49.6994622946;11;35.3499984741;88.8754882812;20;92.9217232466;
83;11;36.0999984741;66.9683227539;15;50.0903384686;11;35.3499984741;93.8754882812;20;93.6822429895;
84;11;35.0999984741;69.9979858398;16;50.4887765646;11;36.3499984741;99.8754882812;21;94.3493392467;
85;11;34.0999984741;73.0279693604;16;50.8946050406;11;36.3499984741;105.875488281;26;95.854834795;
86;11;33.0999984741;75.9280548096;16;51.3075971603;11;37.3499984741;105.185668945;26;96.3903284073;
87;11;32.0999984741;77.8241271973;17;51.7274645567;12;38.0999984741;107.383125305;24;120.899801731;
88;11;31.0999984741;78.9611282349;17;52.1538500786;12;40.0999984741;110.468200684;25;123.06479466;
89;11;30.0999984741;80.0974884033;18;52.5863220692;12;43.0999984741;110.554702759;26;124.893324137;
90;11;29.0999984741;81.2331237793;18;53.0243726969;12;44.0999984741;114.642456055;26;126.404403329;
91;11;28.5;82.3679504395;19;53.4674135447;12;46.0999984741;118.73135376;27;127.638539672;
92;11;28.5;83.5018997192;19;53.9147769213;12;45.4000015259;119.821228027;28;128.549276829;
93;11;28.5;84.6348876953;20;54.3657150269;12;45.4000015259;122.91192627;31;129.248965859;
94;11;28.5;85.7668151855;20;54.7820266485;12;46.4000015259;125.803283691;31;129.556276798;
95;11;28.5;86.8714447021;19;55.1794601679;12;48.4000015259;124.895095825;33;129.828823924;
96;11;29.5;87.8644638062;20;55.5807839632;12;48.4000015259;126.987213135;34;130.104774356;
97;11;30.5;86.9899749756;17;55.984903574;12;49.4000015259;134.334136963;34;130.383704901;
98;11;31.5;86.1163330078;17;56.3906788826;12;50.4000015259;137.563140869;31;130.6651721;
99;12;32.5;85.243309021;12;56.796941638;12;51.4000015259;140.691757202;30;130.948714495;
100;12;33.5;84.3706588745;12;57.202508688;12;52.4000015259;143.019744873;30;131.233856201;
