Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;11.0;4;20.0;2;8.0;10.1999998093;5;21.0;
5;1;10.0;10.0;4;20.0;2;8.14999961853;10.0;5;21.0900000334;
6;1;11.0;10.0;4;20.0;2;9.24524974823;10.0;4;21.1871190071;
7;2;12.0;10.3000001907;3;21.0;2;9.76710128784;10.0;4;21.2917383909;
8;2;13.4499998093;10.0;3;21.3999996185;2;9.79064083099;10.0;4;21.817143321;
9;2;14.4499998093;10.1999998093;3;21.7264003754;2;9.90885734558;10.1999998093;4;22.2793469429;
10;2;14.7768793106;10.3632001877;3;22.8594274521;2;10.0128526688;10.3632001877;4;22.6900259256;
11;2;15.2867431641;10.9097137451;3;23.8127875328;2;10.1052560806;10.4951858521;4;23.9506295919;
12;2;15.7157554626;11.3658018112;3;24.5981152058;2;10.3888921738;11.0209560394;4;25.0538563728;
13;2;18.3052749634;11.7372808456;3;25.2345055342;2;10.6371183395;11.4571752548;4;26.0146684647;
14;2;20.3052749634;12.0336990356;3;25.7443674803;2;12.6371183395;11.8107032776;4;26.8543052673;
15;2;21.3640708923;12.2662630081;4;26.1502821445;2;14.6371183395;12.0916318893;4;27.5962526798;
16;3;22.3847293854;12.446267128;4;26.3048160076;2;15.824798584;12.3113050461;3;28.2632865906;
17;3;23.4059104919;12.5;4;26.3530313969;2;16.8985729218;12.4808797836;3;28.6547400951;
18;3;24.4276065826;12.5;4;26.4023760557;2;17.9780464172;12.5;3;29.0328326225;
19;3;25.4498119354;12.5;4;26.4528282881;2;19.0631160736;12.5;4;29.4347915649;
20;3;25.9037723541;12.5;4;26.5043625832;2;20.1535568237;12.5;5;29.8589887619;
21;3;25.9269638062;12.5;4;26.5569496155;2;20.7182731628;12.5;5;30.3031497002;
22;3;25.9506263733;12.5;5;26.6105561256;2;20.8182086945;12.5;5;30.7643566132;
23;3;25.9747505188;12.5;5;26.6651450396;2;20.9219799042;12.5;5;31.2390885353;
24;3;25.9993152618;12.5;5;26.72067523;2;21.0287952423;12.5;5;31.7232985497;
25;3;24.0243034363;13.5;5;26.7771017551;2;21.1377410889;12.5;5;32.2125329971;
26;3;24.25;13.5;5;26.8343759775;2;21.2478199005;12.5;6;32.7020812035;
27;3;23.0754699707;13.5;5;26.8924454451;2;21.3579673767;12.5;7;33.1871519089;
28;4;23.25;13.5;4;26.9512542486;2;21.4671096802;12.5;8;33.6630582809;
29;4;24.25;13.8658781052;4;27.0107431412;2;21.5741882324;12.5;8;34.1254005432;
30;4;23.1548347473;13.5;4;27.0708494186;2;21.6782150269;12.5;8;34.570227623;
31;4;23.25;13.5;4;27.1315076351;2;21.778301239;12.5;8;34.9941673279;
32;4;22.2091789246;13.5;5;27.1926498413;2;21.8736877441;12.5;8;35.3945169449;
33;4;21.2366924286;14.5;5;27.2542052269;3;21.963766098;12.5;7;35.7692890167;
34;4;20.2643928528;15.5;5;27.3161010742;3;22.0480899811;12.5;7;36.1172132492;
35;4;19.2922458649;16.5;4;27.3782629967;3;22.126373291;12.5;7;36.4376983643;
36;4;18.3202190399;17.5;4;27.4406147003;3;22.1984825134;12.5;7;36.7307662964;
37;4;17.3482761383;18.5;4;27.5030794144;3;22.2644233704;12.5;7;36.9969644547;
