Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
7;1;12.0;10.0;5;20.0;1;9.5;10.0;4;20.0;
8;1;13.0;10.0;5;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;1;14.0;10.1999998093;5;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;14.3268795013;10.3632001877;5;21.8194274902;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;14.8187427521;11.2097139359;4;23.7316036224;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;15.6792221069;11.3658018112;4;24.5045616627;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;18.268743515;11.7372808456;4;25.1279890537;1;10.1557292938;11.4571752548;4;23.6214065552;
14;2;20.268743515;12.0336990356;4;25.6242921352;1;10.3148164749;11.8107032776;4;24.1832637787;
15;2;21.3100376129;12.2662630081;4;26.0160515308;1;11.3148164749;12.0916318893;4;24.6226100922;
16;2;22.3243255615;12.446267128;4;26.1558350325;1;12.3148164749;12.3113050461;4;24.9617595673;
17;2;23.3388690948;12.5;4;26.1887089014;1;12.6163959503;12.4808797836;5;25.0;
18;2;24.3536624908;12.5;5;26.2221269608;1;14.3148164749;12.5;6;25.0;
19;2;25.3687000275;12.5;5;26.2560760975;2;15.3148164749;12.5;5;25.0;
20;2;25.8152351379;12.5;6;26.2905418873;2;16.3148155212;12.5;6;25.0;
21;2;25.8307437897;12.5;6;26.3255085945;2;17.3148155212;12.5;6;25.0;
22;2;25.8464794159;12.5;6;26.3609591722;2;17.625;12.5;6;25.0;
23;2;25.8624305725;12.5;6;26.3968753815;2;17.625;12.5;7;25.0;
24;2;25.8785934448;12.5;6;26.4332377911;3;17.625;12.5;6;37.75;
25;2;25.8949565887;12.5;6;26.4700255394;3;18.625;12.5;6;38.3874998093;
26;2;25.25;13.5;7;26.5072168112;3;19.625;12.5;7;38.9715299606;
27;3;25.25;13.5550518036;6;26.5447884798;3;20.625;12.5;6;39.4994401932;
28;3;25.25;12.5;6;26.5827163458;3;21.625;12.5;6;39.9707527161;
29;3;25.25;13.5;6;26.6209751368;3;22.625;12.5;6;40.3868265152;
30;3;23.9794387817;13.5;6;26.6595385075;3;23.625;12.5;6;40.7504434586;
31;3;22.9967918396;14.5;6;26.6983793974;3;24.625;12.5;5;41.0653820038;
32;3;22.0142707825;15.5;6;26.7374696732;3;25.625;12.5;5;41.3360214233;
33;3;21.0318603516;16.5;6;26.7767804861;3;24.625;13.5;4;41.5670089722;
34;3;20.0495510101;17.5;6;26.8162822723;3;24.0801544189;14.5;4;41.75;
35;3;19.0673274994;18.5;7;26.8559447527;3;23.1625003815;15.5;5;41.75;
36;3;18.0851745605;19.5;7;26.8957372904;3;22.1625003815;16.5;5;41.75;
37;3;17.1030807495;20.5;7;26.9356285334;3;21.5375003815;17.5;6;41.75;
38;3;16.1210327148;21.5;8;26.9755871296;3;21.5375003815;18.5;6;41.75;
39;3;15.1390142441;22.5;8;27.015581131;4;21.5375003815;19.5;4;41.75;
40;3;14.9070110321;23.5;8;27.0555787086;4;21.5375003815;20.5;3;41.75;
41;3;14.9250106812;25.5;9;28.0955479145;4;21.5375003815;21.5;3;41.75;
42;3;16.0;25.5;10;28.3054565191;4;21.5375003815;22.5;4;41.75;
43;3;16.9609565735;28.5;11;28.5421841145;4;21.5375003815;23.5;4;41.75;
44;3;17.0;28.5;11;28.8092365265;4;21.5375003815;24.5;4;41.75;
45;3;16.9967346191;31.5;12;29.1103261709;4;22.5375003815;22.5;4;41.75;
46;4;18.0145263672;30.5;12;29.4492855072;4;21.5375003815;23.5;4;41.75;
47;4;18.0;30.5;12;29.8299405575;4;22.5375003815;22.5;4;41.75;
48;4;20.0;28.5;13;30.2559347153;4;23.5375003815;22.5;4;42.75;
49;4;21.0673484802;27.5;15;30.7305035591;4;25.5375003815;23.5;4;42.8250000477;
50;4;21.0;28.5;15;31.2561945915;4;27.5375003815;24.5;4;42.9048187733;
51;4;22.0;29.2141704559;16;31.8345470428;4;29.0571689606;25.5;5;42.9896422625;
52;4;24.0;27.5;17;32.4657428265;4;29.7203388214;26.5;6;43.07964468;
53;5;24.0;28.5;16;33.1482629776;4;29.7608413696;27.5;7;43.1749849319;
54;6;26.0;27.5;8;51.1285939217;4;29.8037433624;27.5;7;43.2758028507;
55;6;28.169336319;28.5;8;52.7635304928;4;29.849111557;27.5;8;43.3822153807;
56;6;30.1857242584;29.5;8;54.3195447922;5;29.8969974518;27.5;7;43.4943124056;
57;6;30.4519100189;30.5;9;55.7893822193;5;29.1625003815;27.5;6;43.6121526957;
58;6;30.4678840637;31.5;9;57.1687343121;5;30.0004692078;27.5;6;43.7357594967;
59;6;30.4836387634;32.5;9;58.4551236629;5;30.0560913086;27.5;6;43.8651165962;
60;6;30.4991664886;33.5;9;59.6471431255;5;28.1143035889;28.5;7;44.0001642704;
61;6;30.5144577026;34.5;8;60.7440936565;5;27.175075531;29.5;7;44.1407959461;
62;6;30.529504776;35.5;10;61.6243953705;5;26.2383575439;30.5;9;44.2868545055;
63;6;29.25;37.5;10;62.3443462849;5;25.3040847778;31.5;9;44.4381308556;
64;6;30.25;37.5;10;64.0108828545;5;24.7471580505;32.5;9;44.5943615437;
65;6;31.573135376;39.5;10;64.6696608067;5;24.8174629211;33.5;9;44.755228281;
66;6;33.5871582031;41.5;13;65.2687716484;5;24.8898525238;34.5;11;45.9203586578;
67;6;34.5999984741;43.5;13;68.1201000214;5;25.9641609192;36.5;11;46.1193273067;
68;6;36.0769996643;46.0;14;70.5224376917;5;27.0401973724;38.5;11;46.3222501278;
69;6;37.4547157288;48.3899993896;14;72.5221788883;5;27.1177482605;40.5;13;47.9336379766;
70;6;38.7486457825;50.3776702881;14;74.1742300987;6;27.3740692139;42.5;13;49.2735835314;
71;6;39.974937439;51.6527557373;15;75.3865357637;6;27.606710434;44.5;14;50.3819993734;
72;6;41.0818557739;52.7988433838;15;76.0606255531;7;27.8180980682;46.0947418213;13;51.3002463579;
73;6;37.5999984741;55.8579750061;15;76.6216779947;7;28.0106773376;47.1174087524;14;51.7837706804;
74;6;37.5999984741;56.9204711914;16;77.1224173307;7;28.1261100769;48.1406555176;14;52.0339183807;
75;7;37.1564712524;58.986366272;15;77.5721371174;7;29.2172355652;46.1644744873;14;52.2847846746;
76;7;36.1804618835;61.055683136;15;77.8212058544;7;28.3081703186;47.1888694763;14;53.535533309;
77;7;33.5999984741;64.12840271;16;78.0245575905;7;25.3081703186;51.2138214111;14;53.8253387213;
78;7;33.5999984741;65.204498291;16;78.2333893776;7;26.1000003815;52.2393226624;14;54.1145834923;
79;7;32.5999984741;68.2838821411;16;78.4474675655;7;24.1000003815;55.4664306641;15;54.4025042057;
80;7;33.5999984741;69.3664703369;18;78.6664915085;8;23.1000003815;58.5699615479;15;54.6883809566;
81;9;32.5999984741;72.0521011353;16;78.8900926113;8;22.1000003815;60.8533401489;16;54.9715466499;
82;9;33.5999984741;72.140625;16;79.1178331375;8;21.1000003815;64.3791046143;17;55.2513946295;
83;9;34.3343963623;73.231803894;16;79.3492074013;8;20.1000003815;66.5012283325;18;55.5273839235;
84;9;32.5999984741;75.3254165649;17;79.5836451054;9;21.1000003815;68.458480835;17;55.7990422249;
