Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;2;9.0;11.3000001907;5;21.0;1;8.0;10.0;5;20.0;
5;2;10.3000001907;10.0;5;21.0900000334;1;8.0;10.0;5;20.0;
6;2;11.4905004501;10.0;5;21.1871190071;1;9.0;10.0;4;20.0;
7;2;12.5342035294;10.0;5;21.2917383909;1;9.5;10.0;3;20.0;
8;2;13.5812826157;10.0;5;21.817143321;1;9.5;10.0;3;20.3999996185;
9;2;14.637714386;10.1999998093;5;22.2793469429;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;15.0257053375;10.3632001877;5;23.5656701326;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;15.604552269;10.9097137451;5;24.691826582;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;16.111322403;11.3658018112;5;25.6707911491;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;18.700843811;11.7372808456;5;26.5228655338;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;20.700843811;12.0336990356;5;27.2714657784;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;22.0512657166;12.2662630081;5;27.9399077892;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;23.1900615692;12.446267128;5;28.3811409473;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;24.3402557373;12.5;5;28.7401795387;1;15.7228336334;12.4808797836;4;25.0;
18;2;25.5018234253;12.5;6;29.1239151955;1;16.7228336334;12.5;4;25.0;
