Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;2;9.0;11.3000001907;5;21.0;1;8.0;10.0;5;20.0;
5;2;10.3000001907;10.0;5;21.0599999428;1;8.0;10.0;5;20.0;
6;2;11.4770002365;10.0;5;21.1229639053;1;9.0;10.0;5;20.0;
7;2;12.5053339005;10.0;5;21.1889609098;1;9.5;10.0;5;20.0;
8;2;13.5350322723;10.0;5;21.6699410677;1;9.5;10.0;5;20.3999996185;
9;2;14.5714740753;10.1999998093;5;22.0818096399;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;14.9368133545;10.3632001877;5;23.2920063734;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;15.4814033508;10.9097137451;5;24.3297555447;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;15.9483909607;11.3658018112;5;25.2069878578;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;18.5379104614;11.7372808456;5;25.9430538416;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;20.5379104614;12.0336990356;5;26.5605664253;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;21.7313613892;12.2662630081;5;27.0822491646;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;22.8041152954;12.446267128;5;27.3607378006;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;23.8810749054;12.5;5;27.5410807133;1;15.7228336334;12.4808797836;6;25.0;
18;2;24.962228775;12.5;6;27.7306177616;1;16.7228336334;12.5;6;25.0;
