Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
7;1;12.0;10.0;6;20.0;1;9.5;10.0;3;20.0;
8;2;13.0;10.3000001907;5;21.3999996185;1;9.5;10.0;3;20.3999996185;
9;2;14.4499998093;10.1999998093;5;21.7264003754;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;14.7768793106;10.3632001877;5;22.8494274616;2;9.66343975067;10.5631999969;2;21.9903717041;
11;2;15.282242775;10.9097137451;5;23.7921946049;2;9.94783401489;10.4951858521;2;23.0919120312;
12;2;15.7064886093;11.3658018112;5;24.5663278103;2;10.1956806183;11.0209560394;2;24.0163254738;
13;2;18.2960090637;11.7372808456;5;25.1909153461;2;11.9707775116;11.4571752548;2;24.7773565054;
14;2;20.2960090637;12.0336990356;5;25.6883610487;2;13.9707775116;11.8107032776;2;25.395208478;
15;2;21.3388690948;12.2662630081;5;26.0812431574;2;15.9707775116;12.0916318893;2;25.8925833702;
16;2;22.3536624908;12.446267128;5;26.2221269608;2;17.0085773468;12.3113050461;3;26.2918028831;
17;2;23.3687000275;12.5;5;26.2560760975;3;18.0220928192;12.4808797836;3;26.3921557665;
18;2;24.3839759827;12.5;5;26.2905418873;3;18.7228336334;12.5;4;26.4563041925;
19;2;25.3994865417;12.5;5;26.3255085945;3;19.9526691437;12.5;4;26.5224741697;
20;2;25.8464794159;12.5;5;26.3609591722;3;19.9675559998;12.5;4;26.5906432867;
21;2;25.8624305725;12.5;5;26.3968753815;3;19.9828948975;12.5;5;26.6607804298;
22;2;25.8785934448;12.5;5;26.4332377911;3;19.9986763;12.5;5;26.7328453064;
23;2;25.8949565887;12.5;5;26.4700255394;3;20.0148906708;12.5;6;26.8067884445;
24;2;25.9115104675;12.5;5;26.5072168112;3;20.0315284729;12.5;6;26.8825509548;
25;3;25.25;13.5;5;26.5447884798;3;20.0485744476;12.5;6;26.9600640535;
26;3;25.25;13.5813522339;6;26.5827163458;3;20.0660133362;12.5;6;27.0392494202;
27;4;25.25;13.6079015732;5;26.6209751368;3;20.0838317871;12.5;6;27.120018959;
28;4;25.25;13.6346826553;5;26.6595385075;3;20.1020050049;12.5;6;27.2022752762;
29;4;23.9967918396;13.5;5;26.6983793974;3;20.1205120087;12.5;7;27.2859115601;
30;4;23.0142707825;14.5;5;26.7374696732;3;18.1393299103;13.5;7;27.3708124161;
31;4;22.0318603516;15.5;5;26.7767804861;3;17.1584320068;14.5;7;27.4568536282;
32;4;21.0495510101;16.5;7;26.8162822723;3;16.1777915955;15.5;7;27.5439035892;
33;4;20.0673274994;17.5;7;26.8559447527;3;15.1973781586;16.5;7;27.6318233013;
34;4;19.0851745605;18.5;7;26.8957372904;3;14.5921602249;17.5;7;27.7204678059;
35;4;18.1030807495;19.5;8;26.9356285334;3;14.6121053696;18.5;7;27.8096864223;
36;4;17.1210327148;20.5;9;26.9755871296;3;14.6321792603;19.5;7;27.8993241787;
37;5;16.1390151978;21.5;6;35.515581131;3;14.6523475647;20.5;7;27.989222765;
38;5;16.1570110321;22.5;7;35.8955788612;3;14.6725749969;21.5;8;28.079221487;
39;5;16.9250106812;23.5;7;36.2590916157;3;14.6928253174;22.5;8;28.1691586971;
40;5;17.9429969788;24.5;8;36.6047377586;3;14.713060379;23.5;8;28.258872509;
41;5;19.9609565735;24.5;9;36.9315416813;3;14.7332458496;24.5;8;28.348202467;
42;5;21.0;25.5;9;37.2389204502;3;15.7533454895;22.5;9;28.4369900227;
43;5;23.0;26.5;9;37.5266559124;3;14.7733230591;23.5;9;28.5250804424;
44;5;25.6224689484;27.5;11;37.7948555946;3;14.7931432724;24.5;9;28.6123232841;
45;6;25.7254486084;28.5;10;38.0439071655;3;15.8127727509;22.5;9;28.6985738277;
46;6;26.8199119568;27.5;10;38.274425745;3;14.8321790695;23.5;9;28.7836937904;
47;6;27.9061431885;28.5;11;38.4872066975;3;14.8513317108;24.5;10;28.867552042;
48;6;28.9845180511;29.1873512268;12;38.6831753254;3;15.8701992035;22.5;11;28.9500255585;
49;6;30.0554618835;29.2141704559;12;38.8633470535;3;14.8887557983;23.5;10;29.0310001373;
50;6;31.1194458008;29.2407608032;8;39.0244314671;3;14.9069747925;24.5;10;29.110370636;
51;6;32.1749992371;29.2671012878;8;39.0616812706;3;15.0;23.5;11;29.1880412102;
52;6;33.4249992371;27.5;9;39.0985264778;3;16.0;23.5;11;29.2639269829;
53;6;32.4249992371;28.5;9;40.1349442005;3;17.0;23.5;12;29.3379516602;
54;6;34.4249992371;28.5;10;40.1909127235;3;18.9760398865;23.5;13;29.4100503922;
55;6;34.4249992371;30.5;10;40.246607542;3;19.9922618866;23.5;13;29.4801678658;
56;6;34.4249992371;32.3944892883;10;40.3020032644;3;20.6330375671;22.5;14;29.5482587814;
57;6;33.4249992371;32.5;11;40.3570753336;3;20.6483573914;22.5;15;29.6142878532;
58;6;33.4249992371;33.5;10;40.4118003845;3;19.625;23.5;15;29.6782283783;
59;6;34.4249992371;35.0178794861;11;40.4661561251;3;19.625;24.5;16;29.7400636673;
60;6;34.4249992371;35.0517463684;11;40.5201210976;4;20.625;22.5;13;29.799785614;
61;7;34.4249992371;35.085308075;9;55.5736751556;4;19.625;23.5;13;29.8573932648;
62;7;35.4249992371;35.535987854;8;57.8783833981;4;19.625;24.5;14;29.912894249;
63;7;36.9526252747;37.0785675049;9;59.8501251936;4;19.625;24.9564476013;14;29.9663023949;
64;7;38.3733520508;36.4685668945;11;61.514069438;4;19.625;24.9831504822;13;30.0;
65;7;37.7032928467;38.7658309937;13;62.813873291;4;19.625;25.0;13;30.0;
66;7;38.9187698364;38.9097442627;13;63.7077947855;4;19.625;25.0;13;30.0;
67;7;38.0;41.0;14;64.3203220367;4;19.625;25.0;14;31.0;
68;8;39.0;41.0;14;64.8415430784;4;20.625;26.0;14;31.0399999619;
69;9;38.0;43.0;13;65.2824646235;4;21.625;27.0;14;31.0811839104;
70;9;37.0;44.0;13;65.6543833017;4;21.625;28.0;14;31.1235535145;
71;9;37.0;45.0;14;65.8693656921;4;21.8777999878;29.0;14;31.1671074629;
72;9;38.0;47.0;15;65.9445239305;4;21.8875999451;30.0;14;31.211841464;
73;9;36.0;50.0;15;66.018660903;4;21.625;30.6059207916;14;31.2577478886;
74;9;35.0;53.0;15;66.0917339325;5;21.9079933167;30.0;14;31.3048160076;
75;9;34.0;56.0;16;66.1637049913;5;21.625;30.0;14;31.3530313969;
76;10;33.0;56.0;10;91.2345393896;5;21.9294319153;30.0;13;31.4023760557;
77;10;33.5999984741;57.5;11;94.0542068481;5;21.625;30.7011871338;10;31.4528282881;
78;10;34.5999984741;58.5;11;96.4120557308;5;21.9518871307;30.0;9;31.5043625832;
79;10;34.5999984741;62.2706451416;12;98.2698477507;5;21.9634819031;30.0;8;31.5569496155;
80;10;34.5999984741;65.2818908691;12;99.6632043123;5;21.625;30.7784748077;8;31.6105561256;
81;10;34.5999984741;68.2931213379;12;100.670551181;5;21.9873752594;30.0;10;33.6973561049;
82;10;34.5999984741;70.3043289185;13;101.378823519;5;22.8500003815;32.3486785889;11;34.5973615646;
83;10;34.5999984741;72.3155212402;13;101.65337193;5;24.0255012512;33.7836799622;11;35.3692588806;
