Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;5;20.0;2;7.0;11.1999998093;4;21.0;
3;1;8.0;12.0;5;20.0;2;8.14999961853;10.0;4;21.0900000334;
4;1;9.0;11.0;5;20.0;2;8.16349983215;10.0;4;21.1871190071;
5;1;10.0;10.0;5;20.0;2;8.17806816101;10.0;4;21.2917383909;
6;1;11.0;10.0;5;20.0;2;9.29064083099;10.0;4;21.4042263031;
7;1;12.0;10.0;5;20.0;2;9.81595134735;10.0;4;21.5249304771;
8;1;13.0;10.0;5;20.3999996185;2;9.84310913086;10.0;4;22.0694183111;
9;1;14.0;10.1999998093;5;20.7264003754;2;9.96561908722;10.1999998093;4;22.5515855551;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;10.0741062164;10.3632001877;4;22.983014226;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;10.1711778641;10.4951858521;4;24.2738182545;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;10.4616098404;11.0209560394;5;25.4089095592;
13;1;16.8187427521;11.7372808456;4;24.0673980713;2;12.2841091156;11.4571752548;5;26.4029755592;
14;1;17.8187427521;12.0336990356;4;24.5325260162;2;14.2841091156;11.8107032776;5;27.276881218;
15;1;18.8187427521;12.2662630081;4;24.892534256;2;16.2841091156;12.0916318893;5;28.0536293983;
16;1;19.8187427521;12.446267128;4;25.0;2;17.4948120117;12.3113050461;5;28.755402565;
17;1;20.8187427521;12.5;4;25.0;2;18.5764026642;12.4808797836;5;29.1808357239;
18;1;21.8187427521;12.5;5;25.0;2;19.663520813;12.5;5;29.5913586617;
19;1;22.8187427521;12.5;5;25.0;2;20.6580562592;12.5;6;30.0233430862;
20;1;23.25;12.5;5;25.0;2;20.7552528381;12.5;6;30.4742712975;
21;1;23.25;12.5;5;25.0;2;19.625;13.5;6;30.9409928322;
22;1;23.25;12.5;5;25.0;2;19.625;14.2822980881;6;31.4197778702;
23;1;23.25;12.5;5;25.0;2;19.625;14.4259338379;6;31.906411171;
24;1;23.25;12.5;6;25.0;2;20.625;12.5;5;32.3963236809;
25;1;23.25;12.5;6;25.0;2;21.2891731262;12.5;5;32.8847527504;
26;2;22.25;14.1999998093;5;26.0;2;19.625;13.5;5;33.3669252396;
27;2;24.25;12.5;5;26.0199999809;2;20.625;12.5;5;33.8382406235;
28;2;25.7089996338;12.5;5;26.0401959419;2;21.6136035919;12.5;5;34.2944498062;
29;2;25.25;13.2281370163;5;26.0605818033;2;21.7162513733;12.5;5;34.7318048477;
30;2;23.7272624969;13.5;5;26.0811508894;2;19.814655304;13.5;5;35.1471776962;
31;2;22.7365188599;14.5;5;26.1018965244;2;18.908115387;14.5;5;35.5381307602;
32;2;21.7458534241;15.5;5;26.1228116751;2;17.9960784912;15.5;6;35.9029474258;
33;2;20.7552642822;16.5;5;26.1438889503;2;17.078163147;16.5;6;36.2406177521;
34;2;19.764749527;17.5;6;26.1651208401;2;16.5291385651;17.5;7;36.5507898331;
35;2;18.7743034363;18.5;5;26.1864993572;2;16.5989265442;18.5;7;36.8336925507;
36;2;17.7839241028;19.5;5;26.2080165148;2;16.6625804901;19.5;6;37.0900468826;
37;3;16.7936077118;20.5;4;26.2296639681;2;16.7202606201;20.5;6;37.3209609985;
38;3;15.25;21.5;4;26.2514331341;3;17.7722167969;22.0;6;38.5278348923;
39;3;14.25;22.5;4;26.2733153105;3;18.8187637329;23.0;8;38.8422650099;
40;3;14.0;23.5;4;26.2953014374;3;18.8602600098;23.5;10;39.1513961554;
41;3;14.0;24.5;5;26.3173824549;3;18.8970909119;24.5;10;39.4377241135;
42;3;14.0;25.5;5;26.3395489454;3;17.8970909119;23.5;10;39.6183350086;
43;3;14.0;27.5;6;26.3617914915;3;17.8970909119;23.5;11;39.8187118769;
44;3;14.0;29.5;6;26.3841004372;3;18.8970909119;24.5;11;40.0402543545;
45;3;14.0;31.5;7;26.4064661264;3;17.8970909119;23.5;12;40.2842636108;
46;3;14.0;33.5;7;26.428878665;3;17.8970909119;23.5;13;40.5518820286;
47;3;14.0;35.5;8;26.4513280392;3;18.8970909119;24.5;12;40.8440244198;
48;3;14.0;36.5;8;27.4738043547;3;19.9249992371;24.5;13;41.1613030434;
49;3;16.0;35.5;10;27.5562974215;3;20.9249992371;25.5;12;41.5039470196;
50;3;18.0;35.5;11;28.9067242146;3;21.9249992371;26.5;12;41.871723175;
51;3;19.0;35.5;12;29.9949223995;3;22.9249992371;27.5;12;42.263862133;
52;3;20.0;35.5;13;30.8553785086;3;23.9249992371;28.5;12;42.6789975166;
53;3;21.0;35.5;14;31.5293208361;3;24.5499992371;27.5;11;43.1151270866;
54;4;22.0;34.5;13;32.0572642088;3;24.5499992371;27.5;11;43.5695996284;
55;4;23.0;33.5;13;32.2103626728;3;22.5499992371;27.5;9;44.0391392708;
56;4;24.0;32.5;13;32.3314836025;3;21.625;27.5;9;44.5199065208;
57;4;25.0;31.5;13;32.4560376406;3;21.625;27.5;9;45.007601738;
58;4;26.0;30.5;12;32.5839804411;3;21.625;27.5;10;45.4976010323;
59;4;27.0;29.5;12;32.7152497768;3;21.625;27.5;10;45.9851250648;
60;4;28.0;29.5;11;32.8497653008;3;21.625;27.5;11;46.465420723;
61;4;29.0;29.5;11;32.987426877;4;22.625;27.5;12;46.9339466095;
62;4;29.0499992371;29.5;13;33.1281142235;4;23.625;27.5;12;47.3865451813;
63;4;29.0499992371;29.5;14;33.2716867924;4;24.5499992371;27.5;12;47.8195896149;
64;5;29.0499992371;29.5;13;34.4179825783;4;24.5499992371;27.5;13;48.2300891876;
65;5;30.0499992371;30.5;13;34.6368194818;5;24.5499992371;27.5;12;48.6157541275;
66;5;31.0499992371;31.5;14;36.3578144312;5;24.5499992371;27.5;12;48.9750175476;
67;5;31.7024993896;33.2249984741;15;37.7185387611;5;24.5499992371;27.5;11;49.307009697;
68;5;32.1889381409;34.7654876709;15;38.7853428125;5;24.5499992371;27.5;10;49.6115064621;
69;5;32.5392684937;36.1547393799;15;39.6281187534;5;24.5499992371;27.5;10;49.8888463974;
70;5;32.7850570679;36.4278411865;14;40.0769833326;5;24.5499992371;27.5;10;51.1398382187;
