Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
7;1;12.0;10.0;6;20.0;1;9.5;10.0;4;20.0;
8;2;13.0;10.3000001907;5;21.3999996185;1;9.5;10.0;4;20.3999996185;
9;2;14.4499998093;10.1999998093;5;21.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;14.7768793106;10.3632001877;5;22.8694274426;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;15.2912425995;10.9097137451;5;23.8335785866;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;15.7251110077;11.3658018112;4;24.6305116415;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;18.3146324158;11.7372808456;4;25.2793427706;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;20.3146324158;12.0336990356;4;25.8024992943;1;12.7228336334;11.8107032776;3;24.1832637787;
15;2;21.3902301788;12.2662630081;4;26.2225775719;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;22.417263031;12.446267128;4;26.3921557665;2;14.7228336334;12.3113050461;3;24.9617595673;
17;2;23.4452133179;12.5;4;26.4563041925;2;15.7228336334;12.4808797836;3;25.0;
18;2;24.4740791321;12.5;4;26.5224741697;2;16.7228336334;12.5;3;25.0;
19;2;25.5038566589;12.5;3;26.5906432867;2;17.625;12.5;4;25.0;
20;2;25.9657897949;12.5;3;26.6607804298;3;18.625;12.6999998093;3;26.0;
21;2;25.9973506927;12.5;3;26.7328453064;3;19.625;12.5;4;26.1299999952;
22;2;26.0297813416;12.5;3;26.8067884445;3;19.8792495728;12.5;4;26.2754310369;
23;3;26.0630550385;12.5;2;26.8825509548;3;19.9119720459;12.5;4;26.4377241135;
24;3;26.0971488953;12.5;2;26.9600640535;3;19.625;12.5;4;26.6183350086;
25;3;24.1320285797;13.5;3;27.0392494202;3;19.625;12.5;4;26.8187118769;
26;3;23.1676616669;14.5;4;27.120018959;3;19.625;12.5;3;27.0402543545;
27;4;22.2040081024;15.5;2;27.2022752762;3;19.625;12.5;5;27.2842636108;
28;4;21.2410240173;16.5;2;27.2859115601;3;19.625;12.5;4;27.5518820286;
29;4;20.2786598206;17.5;3;27.3708124161;3;19.625;12.5;4;27.8440244198;
30;4;19.316865921;18.5;3;27.4568536282;3;17.625;13.5;4;28.1613030434;
31;4;18.3555831909;19.5;3;27.5439035892;3;16.625;14.5;5;28.5039470196;
32;4;17.3947563171;20.5;3;27.6318233013;3;15.625;15.5;5;28.871723175;
33;4;16.4343204498;21.5;2;27.7204678059;3;14.625;16.5;5;29.263862133;
34;4;15.4742107391;22.5;3;27.8096864223;3;14.0;18.5;5;29.6789975166;
35;4;15.2643585205;23.5;3;27.8993241787;3;14.0;20.5;4;30.1151270866;
36;4;15.3046960831;24.5;4;27.989222765;3;15.0;19.5;4;30.5695996284;
37;4;15.3451499939;25.5;6;28.079221487;3;15.2531604767;20.5;4;31.0391392708;
38;4;15.3856496811;26.5;6;28.1691586971;3;15.3588066101;21.5;5;31.5199065208;
39;4;15.4261217117;27.5;9;28.258872509;3;15.4669790268;22.5;4;32.007601738;
40;4;15.4664926529;28.5;9;28.348202467;3;14.0;23.5;4;32.4976010323;
41;4;15.506690979;29.5;9;28.4369900227;3;14.0;24.5;6;32.9851250648;
42;4;16.5466461182;27.5;10;28.5250804424;3;15.0;22.5;7;33.465420723;
43;4;17.5862865448;27.5;11;28.6123232841;3;14.0;23.5;7;33.9339466095;
44;4;17.0;27.5;11;28.6985738277;3;14.0;24.5;8;34.3865451813;
45;4;18.0;27.5;11;28.7836937904;3;15.0;22.5;8;34.8195896149;
46;5;19.0;27.5;11;28.867552042;3;14.0;23.5;8;35.2300891876;
47;5;21.0;27.5;11;28.9500255585;3;14.0;24.5;8;35.6157541275;
48;5;22.7775115967;26.5;14;29.0310001373;3;15.0;22.5;9;35.9750175476;
49;5;22.0;26.5;16;29.110370636;3;14.0;23.5;9;36.307009697;
50;6;23.0;26.5;15;29.1880412102;3;14.0;24.5;9;36.6115064621;
51;6;25.0;23.5;16;29.2639269829;3;15.0;22.5;12;36.8888463974;
52;6;26.9187679291;22.5;17;29.3379516602;3;14.0;23.5;12;37.1398382187;
53;7;27.2020778656;22.5;16;29.4100503922;4;15.0;22.5;11;37.3656587601;
54;7;25.25;23.5;16;29.4801678658;4;16.0;22.5;11;37.5677556992;
55;7;25.25;24.5;16;29.5482587814;4;17.0;22.5;12;37.747756958;
56;7;26.25;22.5;16;29.6142878532;4;18.0;22.5;9;37.9073896408;
57;7;25.25;23.5;15;29.6782283783;4;19.0;22.5;9;38.0;
58;7;25.25;24.5;15;30.7400636673;4;19.625;22.5;10;38.0;
59;7;27.25;23.5;15;30.8397855759;4;19.625;22.5;10;38.0;
60;7;27.25;25.5;16;30.9385771751;4;19.625;22.5;10;38.0;
61;7;27.25;27.5;17;32.0364477634;4;19.625;22.5;11;38.0;
62;7;28.25;30.5;17;32.1734098196;4;19.625;22.5;11;38.0;
63;7;29.25;32.9764099121;13;32.2930253744;4;19.625;22.5;9;38.0;
64;7;29.25;34.6059188843;16;32.381301403;4;20.625;22.5;8;38.0;
65;7;29.25;35.6288757324;16;32.4719234705;4;21.625;22.5;8;38.0;
66;7;29.25;36.6524085999;17;32.5648728609;4;19.625;22.5;8;38.0;
67;7;29.25;37.2824363708;18;32.6601239443;4;19.625;22.5;8;38.0;
68;7;29.25;37.3300628662;18;32.7576442957;4;19.625;22.5;8;38.0;
69;7;29.25;37.3788223267;19;34.1125465631;4;19.625;22.5;8;38.0;
70;7;29.7000007629;38.0962715149;20;35.251491785;4;19.625;22.5;9;38.0;
71;7;30.0510005951;38.7052650452;20;36.2082512379;5;19.625;22.5;9;38.0;
72;7;31.3185329437;37.0864257812;20;37.0180294514;5;19.625;22.5;9;38.0;
73;7;30.5187683105;38.3960266113;20;37.565215826;5;19.625;22.5;9;38.0;
74;7;31.5999984741;36.5765953064;21;37.9330676794;5;19.625;22.5;9;38.0;
75;7;31.0047721863;35.0;21;38.3014535904;5;19.625;22.5;8;38.0;
76;7;29.5999984741;36.9462776184;22;38.6697626114;5;19.625;22.5;8;38.0;
77;7;29.0919532776;35.9946098328;21;39.0374205112;5;19.625;22.5;9;38.0;
78;7;28.5999984741;37.0444488525;20;39.4038901329;5;19.625;22.5;9;38.0;
79;7;27.5999984741;37.095741272;20;39.7686691284;5;19.625;22.5;10;38.0;
80;7;28.5999984741;38.095741272;22;40.1312875748;5;19.625;22.5;9;38.0;
81;8;30.5999984741;42.095741272;22;41.4913051128;5;19.625;22.5;10;38.0;
82;8;32.5999984741;45.4644927979;23;41.9983073473;5;19.625;22.5;9;38.0;
83;8;33.1175003052;48.5228347778;23;42.5226759911;5;19.625;22.5;10;39.3900003433;
84;8;33.1943473816;51.5820007324;25;43.0663648844;5;19.8500003815;23.0;11;40.5194797516;
85;8;33.2815933228;53.9760513306;26;43.6314315796;5;20.0255012512;23.3899993896;10;41.424580574;
86;8;33.103263855;51.4891357422;23;44.219979167;5;20.1592674255;23.6872596741;9;41.6435155869;
87;9;33.2419624329;51.5490226746;15;44.8340797424;4;20.1468849182;23.6597423553;10;42.3426904678;
88;10;30.5999984741;51.6094665527;14;45.4756746292;4;20.2501831055;23.8892974854;9;42.773223877;
