Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;12.0;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;1;13.0;10.0;6;20.3999996185;2;10.5;10.1999998093;4;21.3999996185;
9;2;14.0;10.5;5;21.7264003754;2;11.5900001526;10.1999998093;4;21.7964004278;
10;2;14.7768793106;10.3632001877;5;22.8494274616;2;12.6634397507;10.3632001877;4;22.1345227957;
11;2;15.282242775;10.9097137451;5;23.7921946049;2;12.9802675247;10.4951858521;4;23.2873874903;
12;2;15.7064886093;11.3658018112;5;24.5663278103;2;13.2396621704;11.0209560394;5;24.268861413;
13;2;18.2960090637;11.7372808456;5;25.1909153461;2;16.0030651093;11.4571752548;5;25.093021512;
14;2;20.2960090637;12.0336990356;5;25.6883610487;2;18.0030651093;11.8107032776;5;25.7803837061;
15;2;21.3388690948;12.2662630081;5;26.0812431574;2;19.0821857452;12.0916318893;5;26.3539340496;
16;2;22.3536624908;12.446267128;5;26.2221269608;2;20.1123809814;12.3113050461;5;26.8362411261;
17;2;23.3687000275;12.5;5;26.2560760975;2;21.1445922852;12.4808797836;5;27.0267930031;
18;2;24.3839759827;12.5;6;26.2905418873;2;22.178861618;12.5;5;27.1883933544;
