Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
5;2;12.4499998093;10.0;5;21.0;1;10.0;10.0;6;20.0;
6;2;13.4499998093;10.0;5;21.0299999714;1;11.0;10.0;6;20.0;
7;2;14.4635000229;10.0;5;21.4708906412;1;11.0;10.0;6;20.3999996185;
8;2;14.661901474;10.1999998093;5;21.8393678665;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.82771492;10.3632001877;5;22.9867860079;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.3440542221;10.9097137451;5;23.9553763866;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;17.3440532684;11.3658018112;5;24.7567846775;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;19.3440551758;11.7372808456;5;25.4101134539;1;11.8743057251;11.4571752548;5;23.6214065552;
13;2;20.4229640961;12.0336990356;5;25.9377754927;1;12.8743057251;11.8107032776;5;24.1832637787;
14;2;20.6719989777;12.2662630081;5;26.3623514175;1;13.8743057251;12.0916318893;5;24.6226100922;
15;2;20.8630580902;12.446267128;5;26.5364025831;1;14.3867835999;12.3113050461;5;24.9617595673;
16;2;20.9413814545;12.5;5;26.6049814224;1;14.488527298;12.4808797836;5;25.0;
17;2;22.9238834381;12.5;5;26.6755206585;1;16.3867835999;12.5;5;25.0;
18;2;23.9556255341;12.5;4;26.7479782104;1;17.3867835999;12.5;5;25.0;
