Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;4;20.0;
7;2;14.4499998093;10.0;4;21.3999996185;1;11.0;10.0;4;20.3999996185;
8;2;14.6300001144;10.1999998093;4;21.7964004278;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;14.8083791733;10.3632001877;4;22.9849785566;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;15.3432407379;10.9097137451;4;24.0001246929;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;17.3432407379;11.3658018112;4;24.8538434505;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;19.3432407379;11.7372808456;4;25.5655838251;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;20.4929256439;12.0336990356;4;26.1580847502;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;20.7711372375;12.2662630081;4;26.6542243958;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;20.9944019318;12.446267128;4;26.9068236351;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;21.1080703735;12.5;4;27.0611462593;1;16.6125736237;12.4808797836;5;25.0;
17;2;23.12915802;12.5;3;27.2247776985;1;17.6125736237;12.5;5;25.0;
18;2;24.202791214;12.5;3;27.3977591991;1;18.6125736237;12.5;5;25.0;
19;2;25.280632019;12.5;4;27.5800426006;1;19.5;12.5;6;25.0;
20;2;26.3626594543;12.5;3;27.7714805603;1;19.5;12.5;6;25.0;
21;2;26.4971656799;12.5;3;27.9718174934;1;19.5;12.5;6;25.0;
22;2;26.5873184204;12.5;3;28.1806821823;1;19.5;12.5;7;25.0;
23;2;26.681306839;12.5;3;28.3975830078;1;19.5;12.5;7;25.0;
24;2;26.7789115906;12.5;2;28.6219055653;1;19.5;12.5;7;25.0;
25;2;26.879858017;12.5;2;28.8529140949;1;19.5;12.5;7;25.0;
26;2;26.9838104248;12.5;4;29.089756012;1;19.5;12.5;7;25.0;
27;3;27.0903892517;12.5;2;29.3314704895;1;19.5;12.5;7;25.0;
28;3;27.1991615295;12.5;2;29.5770010948;1;19.5;12.5;7;25.0;
29;3;27.3096504211;12.5;2;29.8252120018;1;19.5;12.5;6;25.0;
30;3;27.4213447571;12.5;2;30.0749063492;1;19.5;12.5;7;25.0;
31;3;27.533706665;12.5;2;30.3248500824;1;19.5;12.5;7;25.0;
32;3;27.6461830139;12.5;3;30.5737948418;1;19.5;12.5;7;25.0;
33;3;27.7582073212;12.5;4;30.8205022812;1;19.5;12.5;7;25.0;
34;3;27.8692264557;12.5;4;31.0637698174;1;19.5;12.5;7;25.0;
35;3;27.9786968231;12.5;4;31.3024535179;1;19.5;12.5;7;25.0;
36;3;28.0861034393;12.5;4;31.5354895592;1;19.5;12.5;7;25.0;
37;3;28.1909713745;14.5;4;31.7619123459;1;19.5;12.5;7;25.0;
38;4;28.2928600311;16.5;4;41.3431458473;1;19.5;12.5;7;25.0;
39;4;29.3913917542;19.5;4;41.9881038666;1;19.5;12.5;7;25.0;
40;4;30.4862327576;22.5;4;42.6018691063;1;19.5;12.5;7;25.0;
41;4;31.5771179199;25.5;5;43.1816458702;1;19.5;12.5;8;25.0;
42;4;32.6638374329;26.5;5;43.7254910469;1;19.5;12.5;9;25.0;
43;4;33.7462387085;27.5;6;44.2322888374;1;19.5;12.5;9;25.0;
44;5;34.2110939026;27.5;6;44.7016887665;1;19.5;12.5;9;25.0;
45;5;34.3764266968;27.5;5;45.134016037;1;19.5;12.5;9;25.0;
46;5;34.5291519165;27.5;6;45.5301685333;1;19.5;13.5;9;25.0;
47;6;34.6695594788;27.5;3;49.3780527115;1;19.5;14.5;9;25.0;
48;6;35.798084259;28.5;3;49.8636262417;1;19.5;15.5;10;25.0;
49;6;34.8542709351;30.5;3;50.3193895817;1;19.5;16.5;10;25.0;
50;6;33.9064102173;32.5;3;51.7469463348;1;19.5;17.5;10;25.0;
51;6;35.9546699524;32.5;4;52.1968001127;1;19.5;17.5;10;25.0;
52;7;37.9992332458;34.5;3;52.4692144394;1;19.5;17.5;11;25.0;
53;0;0;0;0;0;1;19.5;17.5;12;25.0;
