Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;2;9.19999980927;10.0;5;21.0;
5;1;12.0;10.0;5;20.0;2;10.0;10.0;5;21.0399999619;
6;1;13.0;10.0;5;20.0;2;11.0;10.0;5;22.0811839104;
7;1;14.0;10.0;5;20.3999996185;2;11.2999992371;10.5;5;23.1843645573;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;11.6149997711;11.0249996185;5;24.1105340719;
9;2;14.7768793106;10.3632001877;4;22.8394274712;2;11.8762931824;11.4604873657;5;24.8734990358;
10;2;15.2777423859;10.9097137451;4;23.7717995644;2;12.0880146027;11.8133583069;5;26.4510275126;
11;2;17.2777423859;11.3658018112;4;24.5351434946;2;12.5397548676;12.5662574768;5;27.7492605448;
12;2;19.2777423859;11.7372808456;4;25.1485489607;2;14.5397548676;13.1779184341;5;28.7878330946;
13;2;20.3052597046;12.0336990356;5;25.6344225407;2;16.5397548676;13.6581430435;5;29.6022782326;
14;2;21.3145961761;12.2662630081;5;26.0153459311;2;17.4148139954;14.0246887207;5;30.2340044975;
15;2;22.3240089417;12.446267128;5;26.1438889503;2;17.5789546967;14.2982578278;5;30.7231631279;
16;2;23.3334922791;12.5;5;26.1651208401;2;19.4148139954;14.4989318848;5;30.81630373;
17;2;24.3430480957;12.5;5;26.1864993572;2;20.4148139954;14.5;6;30.9104553461;
18;2;25.3526668549;12.5;5;26.2080165148;2;21.4148139954;14.5;6;31.0076887608;
