Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;2;12.4499998093;10.0;4;21.0;1;10.0;10.0;5;20.0;
6;2;13.4499998093;10.0;4;21.0599999428;2;11.3000001907;10.0;4;21.0;
7;2;14.4770002365;10.0;4;21.5335636139;2;11.3000001907;10.0;4;21.5299996138;
8;2;14.6901044846;10.1999998093;3;21.9377998114;2;11.4589996338;10.1999998093;4;22.0018314123;
9;2;14.8720092773;10.3632001877;3;23.1372920275;2;11.6005496979;10.3632001877;4;22.4280958176;
10;2;15.411781311;10.9097137451;3;24.1638869047;2;11.7284288406;10.4951858521;4;23.7177560329;
11;2;17.411781311;11.3658018112;3;25.029558897;2;12.1153268814;11.0209560394;3;24.8637619019;
12;2;19.411781311;11.7372808456;3;25.7537147999;2;14.1153268814;11.4571752548;3;25.8837099075;
13;2;20.5775852203;12.0336990356;4;26.3590377569;2;16.1153259277;11.8107032776;4;26.8016016483;
14;2;21.6406726837;12.2662630081;4;26.8683357239;2;17.3980751038;12.0916318893;4;27.6436917782;
15;2;22.7078533173;12.446267128;4;27.1343436241;2;18.5188980103;12.3113050461;4;28.4353666306;
16;2;23.7791976929;12.5;4;27.3022236824;2;19.6546554565;12.4808797836;4;28.9781968594;
17;2;24.8547439575;12.5;4;27.4794437885;2;20.8060321808;12.5;4;29.5360116959;
18;2;25.9344921112;12.5;4;27.6659116745;2;21.9733772278;12.5;4;30.1467399597;
