Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;11.0;10.0;5;20.0;2;9.19999980927;10.0;3;21.0900000334;
3;1;11.0;10.0;5;20.0;2;9.21800041199;10.0;4;21.1871190071;
4;1;11.0;10.0;5;20.0;2;9.23742389679;10.0;4;21.2917383909;
5;1;12.0;10.0;5;20.0;2;10.3875217438;10.0;4;21.4042263031;
6;1;13.0;10.0;5;20.0;2;11.4212675095;10.0;4;21.5249304771;
7;1;14.0;10.0;4;20.3999996185;2;11.4574794769;10.0;3;22.0694183111;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;11.6208257675;10.1999998093;3;22.5515855551;
9;2;14.7768793106;10.3632001877;3;22.8194274902;2;11.7654762268;10.3632001877;3;22.983014226;
10;2;15.2687425613;10.9097137451;3;23.7716035843;2;11.8949041367;10.4951858521;3;24.2738182545;
11;2;17.268743515;11.3658018112;3;24.5557456017;2;12.2821455002;11.0209560394;3;25.4089095592;
12;2;19.268743515;11.7372808456;3;25.1909515858;2;14.2821455002;11.4571752548;3;26.4029755592;
13;2;20.3243408203;12.0336990356;4;25.6996334791;2;16.2821464539;11.8107032776;3;27.276881218;
14;2;21.3439407349;12.2662630081;4;26.10437572;2;17.1830635071;12.0916318893;3;28.0536293983;
15;2;22.3640708923;12.446267128;4;26.2577478886;2;17.4160900116;12.3113050461;3;28.755402565;
16;2;23.3847293854;12.5;4;26.3048160076;2;17.6266212463;12.4808797836;3;29.1808357239;
17;2;24.4059104919;12.5;4;26.3530313969;2;19.64103508;12.5;3;29.5913586617;
18;2;25.4276065826;12.5;4;26.4023760557;2;20.7641906738;12.5;3;30.0233430862;
19;2;25.8810691833;12.5;4;26.4528282881;2;21.893787384;12.5;4;30.4742712975;
20;2;25.9037723541;12.5;4;26.5043625832;2;23.0290641785;12.5;5;30.9409928322;
21;2;25.9269638062;12.5;4;26.5569496155;2;23.2822971344;12.5;5;31.4197778702;
22;2;25.9506263733;12.5;11;26.6105561256;2;23.4259338379;12.5;5;31.906411171;
23;2;25.9747505188;12.5;10;26.6651450396;2;23.5719223022;12.5;5;32.3963236809;
24;2;25.9993152618;12.5;10;26.72067523;2;23.7188968658;12.5;5;32.8847527504;
25;2;26.0243034363;12.5;10;26.7771017551;2;23.8654251099;12.5;5;33.3669252396;
26;2;26.0496959686;12.5;8;26.8343759775;2;24.0100784302;12.5;6;33.8382406235;
27;2;26.0754699707;12.5;8;26.8924454451;2;24.1514720917;12.5;6;34.2944498062;
28;2;26.101600647;12.5;8;26.9512542486;2;24.2883338928;12.5;6;34.7318048477;
29;2;26.1280651093;12.5;8;27.0107431412;2;24.4195404053;12.5;6;35.1471776962;
30;2;26.1548347473;12.5;9;27.0708494186;2;24.5441532135;12.5;6;35.5381307602;
31;2;26.1818828583;12.5;9;27.1315076351;2;24.6614379883;12.5;6;35.9029474258;
32;2;26.2091789246;12.5;9;27.1926498413;2;24.7708854675;12.5;6;36.2406177521;
33;2;26.2366924286;12.5;9;27.2542052269;2;24.8721847534;12.5;6;36.5507898331;
34;2;26.2643928528;12.5;7;27.3161010742;2;24.9652366638;12.5;6;36.8336925507;
35;2;26.2922458649;12.5;7;27.3782629967;2;25.0501079559;12.5;6;37.0900468826;
36;2;26.3202190399;12.5;7;27.4406147003;2;25.1270141602;12.5;6;37.3209609985;
37;2;26.3482761383;14.5;7;27.5030794144;2;25.1962890625;12.5;6;37.5278348923;
