Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
5;1;12.0;10.0;4;20.0;2;13.5;8.625;4;18.25;
6;1;13.0;10.0;4;20.0;2;14.5;8.625;4;18.4375;
7;2;14.4499998093;10.0;3;21.3999996185;2;15.6124992371;8.625;4;19.0148040056;
8;2;14.6300001144;10.1999998093;3;21.7264003754;2;16.4088821411;8.79749965668;4;19.5804518461;
9;2;14.7768793106;10.3632001877;2;22.8694274426;2;16.7482719421;8.94309806824;4;20.7685351372;
10;2;15.2912425995;10.9097137451;2;23.8335785866;2;17.4611206055;9.3333568573;4;21.9344599247;
11;2;17.2912425995;11.3658018112;2;24.6305116415;2;19.4611206055;9.6677980423;4;23.099642992;
12;2;19.2912425995;11.7372808456;2;25.2793427706;2;21.4611206055;9.94955635071;4;24.2891514301;
13;2;20.364118576;12.0336990356;2;25.8024992943;2;23.4611206055;10.1834592819;4;25.5288133621;
14;2;21.3902301788;12.2662630081;2;26.2225775719;2;25.0670490265;10.3752222061;4;26.8420801163;
15;2;22.417263031;12.446267128;3;26.3921557665;2;26.6683101654;10.5308046341;5;28.1848034859;
16;3;23.4452133179;12.5;2;26.4563041925;2;28.3609085083;10.625;4;29.4896001816;
17;3;23.8187427521;12.5;4;26.5224741697;2;30.143787384;10.625;4;30.932387352;
18;3;25.5038566589;12.5;4;26.5906432867;2;32.0094604492;10.625;4;32.4881162643;
19;3;25.9657897949;12.5;4;26.6607804298;2;33.4928703308;10.625;4;34.1189785004;
20;3;25.9973506927;12.5;4;26.7328453064;2;34.4713897705;10.625;3;35.7766342163;
21;3;26.0297813416;12.5;5;26.8067884445;2;35.4659805298;10.625;4;37.4070110321;
22;3;26.0630550385;12.5;5;26.8825509548;2;36.4442062378;10.625;4;38.9569511414;
23;3;26.0971488953;12.5;6;26.9600640535;2;37.374168396;10.625;4;40.3811302185;
24;3;26.1320285797;12.5;6;27.0392494202;2;38.2286758423;10.625;3;41.6473941803;
25;3;26.1676616669;12.5;6;27.120018959;2;38.9884376526;10.625;3;42.7391872406;
26;3;26.2040081024;12.5;6;27.2022752762;2;39.6435127258;10.625;3;43.654800415;
27;3;26.2410240173;12.5;6;27.2859115601;2;40.1928787231;10.625;3;44.4042854309;
28;3;26.2786598206;12.5;6;27.3708124161;2;40.6425704956;10.625;2;45.0053043365;
29;3;26.316865921;12.5;6;27.4568536282;2;41.0031814575;10.625;2;45.4791507721;
30;3;26.3555831909;12.5;6;27.5439035892;2;41.2874908447;10.625;1;45.8476390839;
31;3;26.3947563171;12.5;6;27.6318233013;2;41.5085830688;12.625;2;46.0;
32;3;26.4343204498;12.5;6;27.7204678059;3;41.5999984741;14.625;1;46.0;
33;3;26.4742107391;12.5;7;27.8096864223;3;41.5999984741;16.625;1;46.0;
34;3;26.5143585205;12.5;7;27.8993241787;3;41.5999984741;18.625;1;46.0;
35;3;26.5546951294;12.5;7;27.989222765;3;41.5999984741;20.625;1;46.0;
36;3;26.5951499939;14.5;7;28.079221487;3;41.5999984741;20.625;1;46.0;
37;3;26.6356506348;16.5;7;28.1691586971;3;41.5999984741;20.625;1;46.0;
38;3;26.6761207581;18.5;7;28.258872509;3;41.5999984741;20.625;1;46.0;
39;3;26.7164916992;20.5;8;28.348202467;3;41.5999984741;20.625;1;46.0;
40;3;26.756690979;22.5;8;28.4369900227;3;41.5999984741;20.625;2;46.0;
41;3;26.7966461182;22.5;8;28.5250804424;3;41.5999984741;20.625;2;46.0;
42;3;26.8362865448;22.5;10;28.6123232841;3;41.5999984741;20.625;2;46.0;
43;3;26.8755455017;22.5;10;28.6985738277;3;41.5999984741;20.625;3;46.0;
