Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.25;
5;1;12.0;10.0;5;20.0;2;13.5;8.625;4;18.2875000238;
6;1;13.0;10.0;5;20.0;2;14.5225000381;8.625;4;18.3260172606;
7;2;14.4499998093;10.0;4;21.3999996185;2;15.5456104279;8.625;4;18.7213094234;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;16.2327861786;8.79749965668;4;19.0645833015;
9;2;14.7768793106;10.3632001877;4;22.8394274712;2;16.4387512207;8.94309806824;4;19.9107559919;
10;2;15.2777423859;10.9097137451;4;23.7717995644;2;16.9464530945;9.3333568573;4;20.6481348276;
11;2;17.2777423859;11.3658018112;4;24.5351434946;2;18.9464530945;9.6677980423;4;21.2830202579;
12;2;19.2777423859;11.7372808456;4;25.1485489607;2;20.9464530945;9.94955635071;4;21.8250879049;
13;2;20.3052597046;12.0336990356;5;25.6344225407;2;22.0749282837;10.1834592819;4;22.2857775688;
14;2;21.3145961761;12.2662630081;5;26.0153459311;2;23.1212272644;10.3752222061;4;22.6770049334;
15;2;22.3240089417;12.446267128;5;26.1438889503;2;24.1692657471;10.5308046341;5;22.9483398199;
16;2;23.3334922791;12.5;5;26.1651208401;2;25.2190322876;10.625;5;23.0341341496;
17;2;24.3430480957;12.5;5;26.1864993572;2;26.2705078125;10.625;4;23.1227318048;
18;2;25.3526668549;12.5;5;26.2080165148;2;27.3236656189;10.625;4;23.2140699625;
19;2;25.7936077118;12.5;6;26.2296639681;2;27.9284420013;10.625;4;23.3080689907;
20;2;25.8033485413;12.5;5;26.2514331341;2;27.9848403931;10.625;4;23.4046320915;
21;2;25.8131446838;12.5;5;26.2733153105;2;28.0427799225;10.625;5;23.5036454201;
22;3;25.8229923248;12.5;4;26.2953014374;2;28.1021881104;10.625;5;23.6049773693;
23;3;25.25;12.5;4;26.3173824549;2;28.1629867554;10.625;5;23.708479166;
