Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;2;11.3000001907;10.0;5;21.0;1;11.8999996185;8.625;6;17.25;
5;2;12.4499998093;10.0;5;21.0900000334;1;12.8999996185;8.625;6;17.25;
6;2;13.4905004501;10.0;5;21.1871190071;1;13.8999996185;8.625;6;17.25;
7;2;14.5342035294;10.0;5;21.7036092281;1;14.8999996185;8.625;6;17.5949993134;
8;2;14.7666244507;10.1999998093;5;22.1564130783;1;15.5569992065;8.79749965668;6;17.8861961365;
9;2;14.9703855515;10.3632001877;5;23.4291926622;1;15.7317180634;8.94309806824;6;18.6667137146;
10;2;15.5431365967;10.9097137451;5;24.540822506;1;16.2000274658;9.3333568573;6;19.3355960846;
11;2;17.5431365967;11.3658018112;5;25.5043385029;1;17.2000274658;9.6677980423;6;19.8991127014;
12;2;19.5431365967;11.7372808456;5;26.3401436806;1;18.2000274658;9.94955635071;6;20.3669185638;
13;2;20.8414783478;12.0336990356;5;27.0718023777;2;20.2000274658;10.1834592819;5;21.7504444122;
14;2;21.1823120117;12.2662630081;5;27.7228300571;2;21.4502677917;10.3752222061;5;22.2616093159;
15;2;21.4752731323;12.446267128;5;28.1464314461;2;22.3569660187;10.5308046341;5;22.6876000166;
16;2;21.6658935547;12.5;5;28.4879314899;2;22.6125602722;10.625;5;22.9688290358;
17;2;23.7712097168;12.5;5;28.8545851707;2;22.7812976837;10.625;5;23.3002393246;
18;2;24.9362049103;12.5;5;29.2456488609;2;22.9801445007;10.625;5;23.688754797;
19;2;26.1121826172;12.5;6;29.659784317;2;23.2132530212;10.625;5;24.1414179802;
20;2;27.2985439301;12.5;6;30.0950183868;2;23.4848518372;10.625;5;24.6650128365;
21;2;25.3469028473;13.5;6;30.5487289429;2;25.7990074158;10.625;5;25.2655425072;
22;2;26.3469028473;12.5;6;31.0176672935;2;27.159324646;10.625;5;25.9475607872;
23;2;27.3469028473;12.5;6;31.4980173111;2;28.5685367584;10.625;6;26.7133779526;
