Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;2;12.2999992371;8.625;3;18.25;
2;1;11.0;10.0;5;20.0;2;12.2999992371;8.625;3;18.3624999523;
3;1;11.0;10.0;6;20.0;2;12.3449993134;8.625;3;18.4864046574;
4;1;11.0;10.0;6;20.0;2;13.6418428421;8.625;3;18.6225773096;
5;1;12.0;10.0;6;20.0;2;14.7235460281;8.625;3;18.7718783617;
6;1;13.0;10.0;6;20.0;2;15.813126564;8.625;3;19.2953654528;
7;1;14.0;10.0;6;20.3999996185;2;16.5772190094;8.79749965668;3;19.7829483747;
8;1;14.1800003052;10.1999998093;6;20.7264003754;2;16.86977005;8.94309806824;4;20.8357114792;
9;1;14.3268795013;10.3632001877;6;21.8194274902;3;17.5014266968;9.3333568573;4;21.8100104332;
10;1;14.8187427521;10.9097137451;6;22.7316036224;3;19.5014266968;9.6677980423;4;22.7143921852;
11;2;16.8187427521;11.3658018112;4;24.4745616913;3;21.5014266968;9.94955635071;4;23.5604228973;
12;2;18.8187427521;11.7372808456;4;25.1073980331;3;23.1161308289;10.1834592819;4;24.3609085083;
13;2;20.2867431641;12.0336990356;3;25.6137099266;3;23.6165466309;10.3752222061;4;25.1284193993;
14;2;20.5261688232;12.2662630081;3;26.0160877705;3;24.0770530701;10.5308046341;4;25.812277317;
15;2;20.7072410583;12.446267128;3;26.1671074629;3;24.4873657227;10.625;4;26.3455038071;
16;2;20.7751979828;12.5;3;26.211841464;3;24.807302475;10.625;4;26.9138817787;
17;2;22.746969223;12.5;3;26.2577478886;3;25.1483287811;10.625;3;27.513466835;
18;2;23.7676277161;12.5;3;26.3048160076;3;25.5080795288;10.625;3;28.1389698982;
19;2;24.7888088226;12.5;4;26.3530313969;3;25.8833808899;10.625;3;28.7838482857;
20;2;25.8105049133;12.5;5;26.4023760557;3;26.2703094482;10.625;3;29.4405097961;
21;2;25.8810691833;12.5;5;26.4528282881;3;28.6643066406;10.625;3;30.1006231308;
22;2;25.9037723541;12.5;5;26.5043625832;3;30.0603733063;10.625;3;30.7555141449;
23;2;25.9269638062;12.5;4;26.5569496155;3;31.4533081055;10.625;3;31.3966121674;
24;2;25.9506263733;12.5;4;26.6105561256;3;32.8379669189;10.625;3;32.0158996582;
25;2;25.9747505188;12.5;4;26.6651450396;3;33.2095413208;10.625;3;32.6063127518;
26;2;25.9993152618;12.5;4;26.72067523;3;33.5637893677;10.625;3;33.1620550156;
27;2;26.0243034363;12.5;5;26.7771017551;3;33.8972320557;10.625;3;33.6787929535;
28;2;26.0496959686;12.5;5;26.8343759775;3;34.2072753906;10.625;3;34.1537227631;
29;2;26.0754699707;12.5;5;26.8924454451;3;34.4922332764;10.625;2;34.5855169296;
30;2;23.25;14.256978035;5;26.9512542486;3;34.7513122559;10.625;2;34.9741783142;
31;2;24.25;13.2805013657;5;27.0107431412;3;34.9845046997;10.625;3;35.3208265305;
32;2;22.25;14.3042974472;5;27.0708494186;3;35.1924972534;10.625;4;35.627453804;
33;2;21.25;15.3283395767;5;27.1315076351;3;35.3764724731;12.625;4;35.8966779709;
34;2;23.2091789246;12.5;5;27.1926498413;3;35.5380058289;14.625;4;36.1315116882;
35;2;24.2366924286;12.5;5;27.2542052269;3;35.6789093018;16.625;5;36.3351631165;
36;2;25.2643928528;12.5;5;27.3161010742;3;35.8010978699;18.625;6;36.5;
37;2;26.2922458649;12.5;6;27.3782629967;3;35.9000015259;20.625;6;36.5;
38;2;26.3202190399;14.5;5;27.4406147003;3;35.9000015259;20.625;6;36.5;
39;2;26.3482761383;16.5;6;27.5030794144;3;35.9000015259;20.625;7;36.5;
40;2;26.3763847351;18.5;6;27.5655794144;3;35.9000015259;20.625;8;36.5;
41;2;26.404510498;20.5;6;27.628036499;3;35.9000015259;20.625;8;36.5;
42;2;26.4326171875;22.5;7;27.690372467;3;35.9000015259;20.625;9;36.5;
43;2;26.4606666565;22.5;7;27.7525100708;3;35.9000015259;20.625;9;36.5;
44;2;26.4886302948;22.5;6;27.8143725395;3;35.9000015259;20.625;9;36.5;
45;2;26.5164680481;22.5;6;27.8758842945;3;35.9000015259;20.625;10;36.5;
46;2;26.5441474915;22.5;6;27.936971426;3;35.9000015259;20.625;10;36.5;
47;2;26.5716362;22.5;6;27.9975619316;3;35.9000015259;20.625;10;36.5;
48;2;26.598903656;22.5;7;28.0575861931;3;35.9000015259;20.625;10;36.5;
49;3;26.62591362;22.5;6;28.1169772148;3;35.9000015259;20.625;10;37.8687496185;
50;3;26.652639389;22.5;6;28.1756706238;3;36.7212524414;21.0234375;10;39.0226593018;
51;3;26.6790523529;22.5;6;28.2336053848;3;37.4135932922;21.3489723206;11;39.9819107056;
52;3;26.705121994;22.5;6;28.2907235622;3;37.9891433716;21.6102333069;11;40.7703399658;
53;3;26.7308254242;22.5;7;28.346971035;3;38.4622039795;21.8168411255;11;41.4125671387;
54;3;26.7561378479;22.5;7;28.4022974968;3;38.8475418091;21.9782962799;11;41.7255001068;
55;3;26.7810344696;22.5;8;28.4566559792;3;39.0353012085;22.0;11;41.9514122009;
56;3;26.8054962158;22.5;8;28.5100040436;3;39.1708488464;22.0;10;42.0;
57;3;26.8295021057;22.5;8;28.5623030663;3;37.1708488464;23.0;10;42.0;
58;3;26.8530368805;22.5;8;28.6135182381;3;36.1708488464;24.0;11;42.0;
59;3;26.876083374;22.5;8;29.6636190414;3;35.1708488464;25.0;10;42.0;
60;3;27.8986282349;23.5;8;29.7525789738;3;34.1708488464;26.0;10;42.0;
61;3;28.9206600189;24.5;8;30.9366110563;3;33.1708488464;27.0;10;42.0;
62;3;29.4255828857;26.0;10;31.9029872417;3;32.1708488464;28.0;11;42.0;
63;3;29.8312034607;27.3899993896;11;32.6859946251;3;31.1708488464;29.0;11;42.0;
64;3;30.1529254913;28.6872596741;11;33.3213392496;3;30.1708488464;30.0;12;42.0;
65;3;30.406791687;29.5628662109;11;33.6938905716;3;29.1708488464;31.0;12;42.0;
66;3;30.5409679413;29.6903114319;12;33.8873587847;3;28.4000015259;32.0;12;42.0;
67;3;30.5931167603;29.7291030884;12;34.082036376;3;28.4000015259;33.0;12;42.0;
68;4;30.6443576813;29.7695083618;11;34.2777026892;3;28.4000015259;34.0;12;42.0;
69;4;30.6945877075;29.8115310669;10;34.4741418362;3;28.4000015259;35.0;13;42.0;
70;4;30.7437133789;29.8551673889;10;34.6711405516;3;26.4000015259;37.0;9;42.0;
71;4;30.7916488647;29.9004020691;11;34.8684895039;3;25.4000015259;39.0;9;42.0;
72;4;28.7916488647;32.8551673889;11;35.065982461;3;24.4000015259;41.0;9;42.0;
73;4;28.5999984741;34.8551673889;11;35.2634153366;3;23.4000015259;43.0;10;42.0;
74;4;28.5999984741;36.8551673889;12;35.4605855942;4;22.4000015259;45.0;9;47.0;
75;5;28.5999984741;38.8551673889;11;35.6572921276;4;23.4000015259;45.0;9;47.1500000954;
76;5;28.5999984741;40.8551673889;11;35.8533332348;4;24.4000015259;46.0;9;47.2967748642;
77;5;28.5999984741;42.8551673889;11;36.0485069752;4;24.4000015259;47.0;9;47.4399585724;
78;5;28.5999984741;44.8551673889;12;36.2426097393;4;24.4000015259;48.0;11;47.5792236328;
79;5;28.5999984741;46.8551673889;12;36.4354360104;4;24.4000015259;49.0;13;47.7142839432;
80;5;28.5999984741;48.8551673889;12;36.6267778873;4;24.4000015259;50.0;13;47.8448963165;
81;5;28.5999984741;50.4310913086;14;36.8164258003;4;24.4000015259;51.0;13;47.9708600044;
82;5;28.5999984741;51.4903106689;15;37.0041680336;4;24.4000015259;52.0;13;48.0920171738;
83;5;28.5999984741;52.5502090454;15;37.1897909641;4;25.0;53.0;14;48.2082519531;
84;5;28.5999984741;52.998046875;15;37.3430457115;4;26.0;53.3457756042;15;48.3194880486;
85;5;28.5999984741;53.0715255737;15;37.4652993679;5;26.7999992371;53.4236412048;14;48.4256877899;
86;5;28.5999984741;53.1326522827;17;37.5877873898;5;26.7999992371;53.4979820251;14;48.5268483162;
87;5;28.5999984741;53.1938934326;18;37.7102103233;5;26.7999992371;53.5687942505;14;48.6229987144;
88;5;28.5999984741;53.2551040649;18;37.8322684765;5;26.7999992371;53.636100769;15;48.7141976357;
89;5;28.5999984741;53.3161315918;18;37.9536645412;5;25.7999992371;54.5687942505;15;48.8005290031;
90;5;28.5999984741;53.3768310547;19;38.0741062164;5;25.7999992371;55.5687942505;16;48.8820991516;
91;5;28.5999984741;53.4370498657;19;38.1933102608;6;25.7999992371;56.5687942505;15;48.9590339661;
92;5;28.5999984741;53.4966583252;19;38.311003685;6;25.7999992371;57.5687942505;16;49.0;
93;5;28.5999984741;53.5555038452;19;38.4269266129;6;25.7999992371;58.5687942505;16;49.0;
94;5;28.5999984741;53.6134643555;20;38.5408349037;6;25.7999992371;59.5687942505;15;49.0;
95;5;28.5999984741;55.4785842896;20;38.6525015831;6;25.7999992371;60.5687942505;15;49.0;
96;5;28.5999984741;55.5567512512;20;38.76171875;6;25.7999992371;61.5687942505;16;49.0;
