Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;9.0;10.0;5;20.0;2;9.375;10.5;4;22.0900000334;
7;1;9.5;10.0;5;20.0;2;9.9702501297;10.5;4;22.1871190071;
8;1;9.5;10.0;5;20.3999996185;2;9.99210166931;10.5;4;22.7236096859;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;10.1128120422;10.7100000381;4;23.1884489059;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;10.2174015045;10.8792181015;4;23.5668647289;
11;1;9.72283363342;10.4951858521;5;22.0419120789;2;10.3025445938;11.0;4;25.3486820459;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.703453064;11.7700004578;5;26.9087285995;
13;1;11.7228336334;11.4571752548;6;23.6214065552;2;12.4187746048;12.4126424789;5;28.2558913231;
14;1;12.7228336334;11.8107032776;6;24.1832637787;2;14.4187746048;12.9308347702;5;29.4172105789;
15;1;13.7228336334;12.0916318893;6;24.6226100922;2;16.4187736511;13.3366470337;5;30.428994894;
16;1;14.7228336334;12.3113050461;6;24.9617595673;2;17.6553955078;13.6469516754;5;31.3293325901;
17;1;15.7228336334;12.4808797836;6;25.0;2;18.7531986237;13.879781723;5;32.049197197;
18;1;16.7228336334;12.5;6;25.0;2;19.8610706329;14.0;5;32.573600769;
19;1;17.625;12.5;7;25.0;2;20.9790611267;14.0;5;33.1419348717;
20;1;17.625;12.5;7;25.0;2;21.4569339752;14.0;5;33.7516689301;
21;1;17.625;12.5;7;25.0;2;21.5941238403;14.0;5;34.3986358643;
22;1;17.625;12.5;8;25.0;2;21.739692688;14.0;5;35.0769786835;
23;1;17.625;12.5;8;25.0;2;21.8923187256;14.0;5;35.7792286873;
24;1;17.625;12.5;8;25.0;2;22.0503253937;14.0;5;36.4965333939;
25;1;17.625;12.5;8;25.0;2;22.2117195129;14.0;6;37.2190332413;
26;1;17.625;12.5;7;25.0;2;22.3742828369;14.0;7;37.9363632202;
27;1;17.625;12.5;7;25.0;2;22.5356807709;14.0;7;38.6382322311;
28;1;17.625;12.5;7;25.0;2;22.6936016083;14.0;7;39.3150119781;
29;2;18.625;12.8000001907;6;26.0;2;22.8458766937;14.0;7;39.9582691193;
30;2;19.625;12.8000001907;6;26.1699999571;2;20.9906101227;15.0;9;40.5611724854;
31;2;19.625;13.0850000381;6;26.3669109344;3;21.1262626648;16.5;8;42.1187410355;
32;2;19.625;13.1834554672;7;26.5942704678;3;21.2517166138;17.0;8;42.7879134417;
33;2;19.625;13.2971353531;7;26.8558222055;3;20.6272792816;18.0;9;43.4312025309;
34;2;20.0425605774;12.5;7;27.1554293633;3;19.7720184326;19.0;9;44.0518856049;
35;2;19.625;13.5;7;27.4969480038;4;19.6116752625;20.0;6;56.154701829;
36;2;20.1868133545;12.5;7;27.8840510845;4;21.7473087311;19.0;6;57.205457449;
37;2;19.625;13.5;7;28.3200027943;4;23.8802280426;19.0;6;58.2139856815;
38;2;20.3720016479;12.5;7;28.8073790073;4;25.0118865967;19.0;6;59.1861388683;
39;2;20.4816608429;12.5;8;29.3477458954;4;26.143781662;19.0;6;60.1286015511;
40;3;20.6032428741;12.5;7;29.9413113594;4;27.277381897;19.0;7;60.9745135307;
41;3;19.625;13.5;7;30.586581707;4;28.3974075317;20.0;7;61.7293424606;
42;3;20.625;12.5;7;31.2800674438;4;28.8047046661;21.0;8;62.4968161583;
43;3;19.625;13.5;8;32.0160870552;4;29.92212677;22.0;8;63.2784471512;
44;3;18.625;13.5;8;32.7867279053;4;29.0494556427;26.0;8;64.0744304657;
45;3;18.625;13.5;8;33.5820074081;4;29.1861419678;30.0;11;64.8611893654;
46;3;19.625;14.5;9;34.3902606964;5;29.3312683105;34.0;8;80.5379443169;
47;3;18.625;13.5;9;35.1987380981;5;28.8999996185;39.0;8;81.9890680313;
48;3;18.625;15.5;9;35.9943685532;5;28.8999996185;42.0;8;83.3751525879;
49;3;19.625;17.5;9;36.7645931244;5;29.8025493622;45.0;8;84.6855487823;
50;3;20.625;19.5;10;37.4981632233;6;29.9651069641;48.0;6;85.9124279022;
51;4;21.625;21.5;10;38.1857919693;6;30.1266365051;51.0;7;87.0504922867;
52;4;22.591802597;22.5;9;38.8205833435;6;30.2848129272;53.0;8;88.0966911316;
53;4;20.591802597;23.5;10;39.3982028961;6;31.1374607086;55.0;8;89.0499687195;
54;4;19.625;24.5;11;39.9167966843;6;33.2826652527;54.0;10;89.9110479355;
55;4;19.625;25.5;11;40.3767118454;6;32.2826652527;54.0;12;90.588514328;
56;5;19.625;26.5;10;40.780087471;6;33.2826652527;55.0;12;91.1004695892;
57;5;20.625;24.5;11;41.1303920746;6;35.8326644897;54.0;12;91.5628213882;
58;5;21.625;23.5;11;41.4319667816;6;35.3141326904;56.0;13;91.9758720398;
59;5;22.625;22.5;11;41.6896247864;6;35.4070701599;58.0;12;92.3412618637;
60;5;23.3801651001;22.5;12;41.9083213806;6;36.4892845154;57.0;13;92.6616458893;
61;6;23.4293727875;22.5;11;42.0;6;35.5613708496;59.0;14;92.9403705597;
62;6;23.4500007629;22.5;11;42.0;7;36.6240844727;62.0;13;95.4224901199;
63;6;23.4500007629;22.5;11;42.0;7;39.0042495728;62.0;14;98.0420278311;
64;6;23.4500007629;22.5;11;42.0;7;35.21824646;64.0;15;101.095150352;
65;6;23.4500007629;22.5;11;42.0;7;36.6651611328;65.0;15;103.630069137;
66;6;23.4500007629;22.5;11;42.0;7;37.0401954651;65.0;16;105.47303009;
67;6;23.4500007629;22.5;11;42.0;7;38.3480606079;63.0;18;106.941625714;
68;6;21.4500007629;23.5;8;42.0;8;34.9961051941;64.0;17;108.122270584;
69;6;20.4500007629;24.5;8;42.0;8;33.5951499939;66.0;17;108.766888738;
70;6;19.625;22.5;8;42.0;9;32.749332428;70.0;16;109.137474418;
71;6;19.625;22.5;8;42.0;9;33.7999992371;71.0;17;109.237575412;
72;7;20.625;23.5;7;43.0;9;33.7999992371;72.0;19;109.265574574;
73;7;21.625;24.5;7;44.1299999952;9;34.7999992371;74.0;20;109.293852925;
74;7;22.8792495728;26.5;7;44.3054310083;10;36.7999992371;77.0;19;111.322397232;
75;7;23.625;28.5;7;44.4983150959;10;39.7999992371;81.0;19;111.59619379;
76;7;23.625;30.5;7;46.4294618368;10;42.0654983521;85.0;21;112.904036999;
77;7;23.8500003815;32.0;8;48.0758092403;10;43.7999992371;90.0;21;113.390284419;
78;7;24.0255012512;33.3899993896;9;49.4795993567;10;45.5499992371;95.0;21;113.937577724;
79;7;24.1592674255;33.6872596741;9;50.6867915392;10;45.5499992371;99.0;22;114.552571654;
80;7;24.2593841553;33.9097442627;10;51.5935858488;10;45.5499992371;103.0;23;115.241981268;
81;7;24.2999992371;34.0;11;52.2950665951;11;45.983455658;108.0;26;116.012309074;
82;7;24.2999992371;34.0;11;52.928253293;11;48.3512306213;114.0;26;116.869483232;
83;7;24.2999992371;34.0;11;53.4201792479;11;51.036945343;115.0;27;117.818407059;
84;7;24.2999992371;34.0;11;53.9505819082;11;52.1818389893;117.0;28;118.862429023;
85;7;24.2999992371;34.0;12;54.5181779861;11;51.8862419128;123.0;28;120.002763033;
86;6;24.2999992371;34.0;10;55.1205291748;12;54.0002746582;123.0;25;121.237906814;
87;6;24.2999992371;34.0;9;55.7539571524;12;53.123790741;126.0;27;123.563133359;
88;5;24.2999992371;34.0;11;56.4135318995;13;53.256313324;133.44342041;26;125.030139804;
89;5;24.2999992371;34.0;10;57.0931488276;13;56.3970146179;134.438903809;26;126.569914818;
90;5;24.2999992371;34.0;10;57.7857073545;13;55.6569900513;136.295959473;28;128.167109013;
91;5;24.2999992371;34.0;11;58.4833848476;14;54.8167114258;142.74307251;26;129.803516626;
92;5;24.2999992371;34.0;10;59.1779917479;14;56.9803466797;143.194335938;26;131.459002376;
