Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;7.0;11.1999998093;3;21.0;1;7.0;11.6999998093;5;21.0;
3;2;8.19999980927;10.0;3;21.0900000334;2;8.0;10.8999996185;4;22.0;
4;2;9.21800041199;10.0;3;21.1871190071;2;8.29999923706;10.5;4;22.0900000334;
5;2;9.23742389679;10.0;3;21.2917383909;2;8.31349945068;10.5;4;22.1871190071;
6;2;10.3875217438;10.0;3;21.4042263031;2;9.41710090637;10.5;4;22.2917383909;
7;2;11.4212675095;10.0;3;21.5249304771;2;10.0156412125;10.5;4;22.4042263031;
8;2;11.4574794769;10.0;3;22.0694183111;2;10.0409517288;10.5;4;22.9589728117;
9;2;11.6208257675;10.1999998093;3;22.5515855551;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;11.7654762268;10.3632001877;3;22.983014226;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;11.8949041367;10.4951858521;3;24.2738182545;2;10.3643379211;11.0;4;25.6606454849;
12;2;12.2821455002;11.0209560394;3;25.4089095592;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;14.2821455002;11.4571752548;3;26.4029755592;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;16.2821464539;11.8107032776;3;27.276881218;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;17.5406589508;12.0916318893;3;28.0536293983;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;18.6418800354;12.3113050461;4;28.755402565;2;17.7662620544;13.6469516754;5;31.8725180626;
17;3;19.750667572;12.4808797836;3;29.1808357239;2;18.8754138947;13.879781723;5;32.6429929733;
18;3;20.8668251038;12.5;4;29.5913586617;2;19.9946746826;14.0;5;33.2167277336;
19;3;21.9899806976;12.5;4;30.0233430862;2;21.1237640381;14.0;5;33.8314290047;
20;3;21.5;13.5;4;30.4742712975;2;21.6120700836;14.0;5;34.4827160835;
21;3;22.5;12.5;4;30.9409928322;2;21.7586097717;14.0;5;35.1645216942;
22;3;23.2822971344;12.5;5;31.4197778702;2;21.9120159149;14.0;5;35.8691868782;
23;4;23.4259338379;12.5;4;31.906411171;2;22.0705661774;14.0;5;36.5877075195;
24;4;23.5719223022;12.5;5;32.3963236809;2;22.2322330475;14.0;5;37.3101301193;
25;4;21.5719223022;13.5;5;32.8847527504;2;22.3947792053;14.0;6;38.0260667801;
26;4;22.5719223022;12.5;5;33.3669252396;2;22.5558643341;14.0;7;38.7252779007;
27;4;21.5;13.5;5;33.8382406235;2;22.713186264;14.0;7;39.3982591629;
28;4;21.5;14.5;5;34.2944498062;2;22.8646087646;14.0;7;40.0367603302;
29;4;21.5;15.5;6;34.7318048477;2;23.0082702637;14.0;7;40.6341733932;
30;5;21.5;16.5;5;35.1471776962;2;21.1426887512;15.0;9;41.1857595444;
31;5;21.5;17.5;5;35.5381307602;2;20.2667961121;16.0;9;41.6886959076;
32;5;22.5;15.5;5;35.9029474258;2;19.3799552917;17.0;9;42.1419706345;
33;5;21.5;15.5;5;36.2406177521;2;18.4819431305;18.0;9;42.5461521149;
34;5;21.5;15.5;5;36.5507898331;2;17.572883606;19.0;10;42.9030923843;
35;5;20.5;14.5;5;37.8336925507;2;17.3531951904;20.0;11;43.215596199;
36;5;20.5;13.5;5;38.120046854;2;17.4235095978;21.0;11;43.4871034622;
37;5;21.5;14.5;5;38.381551981;2;17.4845981598;22.0;11;43.7214069366;
38;5;20.5;14.030295372;5;38.6196010113;2;17.5373153687;23.0;12;43.922419548;
39;5;20.8275299072;14.5;5;38.8357822895;2;17.5825443268;24.0;13;44.0;
40;5;19.8370552063;13.5;5;39.0318001509;2;17.6000003815;25.0;13;44.0;
41;5;19.5;14.077917099;5;39.1887089014;2;17.6000003815;26.0;13;44.0;
42;5;20.8566131592;14.5;6;39.2221269608;2;17.6000003815;27.0;14;44.0;
43;5;22.8666381836;17.5;6;39.2560760975;2;18.6000003815;25.0;15;44.0;
44;5;24.8768234253;20.5;6;39.2905418873;2;17.6000003815;26.0;17;44.0;
45;5;26.8871631622;23.5;7;39.3255085945;2;17.6000003815;27.0;18;44.0;
46;5;27.7976531982;25.5;7;39.3609591722;2;18.6000003815;25.0;18;44.0;
47;5;27.8082885742;27.5;7;39.3968753815;2;19.6000003815;25.0;19;44.0;
48;6;27.8190612793;27.5;7;39.4332377911;2;20.6000003815;25.0;19;44.0;
49;6;27.3999996185;27.5;7;39.4700255394;2;21.6000003815;25.0;20;44.0;
50;6;27.3999996185;28.2350120544;7;39.5072168112;2;22.6000003815;25.0;20;44.0;
51;6;27.8521652222;27.5;8;39.5447884798;2;23.6000003815;25.0;21;44.0;
52;6;27.8634357452;27.5;8;39.5827163458;2;23.8999996185;24.0;22;44.0;
53;6;27.8748149872;27.5;9;39.6209751368;2;23.8999996185;24.0;22;44.0;
54;6;27.3999996185;28.3104877472;9;39.6595385075;2;23.8999996185;24.0;22;44.0;
55;6;27.8978614807;27.5;9;39.6983793974;2;23.8999996185;24.0;23;44.0;
56;6;27.9095134735;27.5;9;40.7374696732;2;23.8999996185;24.0;23;44.0;
57;6;28.9212417603;28.5;10;40.8067804575;2;23.8999996185;24.0;23;44.0;
58;6;27.9330329895;30.5;10;40.8768732548;2;23.8999996185;24.0;25;44.0;
59;6;26.7181777954;33.4081420898;11;40.9477108717;2;23.8999996185;24.0;25;44.0;
60;7;26.0567836761;34.5;10;41.0192545652;2;23.8999996185;24.0;25;44.0;
61;7;26.0687217712;36.5;10;41.0914635658;2;23.8999996185;24.0;26;44.0;
62;7;26.5;36.0457344055;10;41.164296031;2;23.8999996185;24.0;27;44.0;
63;7;26.0926761627;36.0943527222;11;41.2377080917;2;23.8999996185;24.0;27;44.0;
64;7;25.8666381836;37.5;11;41.3116548061;2;23.8999996185;24.0;28;44.0;
65;7;25.8768234253;38.5277900696;11;41.3860898018;2;23.8999996185;24.0;28;44.0;
66;7;26.515827179;38.5;11;42.8848264217;2;23.8999996185;24.0;29;44.0;
67;7;26.7999992371;38.6692085266;12;44.124632597;3;23.8999996185;24.0;29;44.0;
68;8;26.4502258301;39.4988632202;11;46.1415582895;3;23.8999996185;24.0;29;44.0;
69;8;27.2123565674;41.4060325623;11;47.0137187243;3;23.8999996185;24.0;29;44.0;
70;8;30.4949054718;39.9097442627;12;47.5900070667;3;23.8999996185;24.0;29;44.0;
71;8;31.1211090088;40.7705154419;12;47.9572141171;3;23.8999996185;24.0;31;44.0;
72;8;32.6181297302;40.0;12;48.2987886667;3;23.8999996185;24.0;31;45.3199996948;
73;8;32.4000015259;41.8243141174;13;48.5068080425;3;22.0890007019;25.4200000763;32;46.3582401276;
74;8;33.4111633301;40.9014625549;13;48.6712934971;3;23.2291622162;24.7314720154;32;47.1666984558;
75;8;32.2240638733;40.6288757324;13;48.8376506567;3;21.3310565948;25.9579029083;34;47.5526294708;
76;8;32.4451217651;40.6524085999;13;49.0057364702;3;22.3500003815;25.0;35;47.8066806793;
77;8;31.2958106995;40.6765136719;13;49.175401926;3;20.75;26.0;35;48.0;
78;8;32.0673904419;40.0;14;49.3464921713;3;21.75;25.0;35;48.0;
79;8;33.0971488953;41.0;15;49.5188469887;3;22.75;25.0;35;48.0;
80;9;32.1270141602;44.0;14;50.6923010349;3;23.75;25.0;35;48.0;
81;9;32.1569519043;47.0;14;50.886685133;3;24.75;25.0;35;48.0;
82;9;31.1869468689;50.0;15;53.1871451139;3;22.7999992371;26.0;36;48.0;
83;9;29.0799999237;54.832572937;16;55.0810705423;3;21.7999992371;27.0;36;48.0;
84;9;28.2391204834;57.7158432007;17;56.6273728609;3;20.7999992371;28.0;33;48.0;
85;9;27.3779830933;58.860206604;17;57.8916805983;3;19.7999992371;27.0;33;48.0;
86;9;27.0977897644;60.0063018799;18;58.7642328739;3;19.7999992371;27.0;34;48.0;
87;10;26.680109024;61.006187439;14;74.3715544939;3;19.7999992371;28.0;34;48.0;
88;10;27.7580909729;63.1500091553;17;75.9846804142;3;20.75;29.0;34;48.0;
89;11;28.8236312866;65.2947235107;16;77.3960120678;3;20.75;30.0;34;48.0;
90;11;27.8236312866;66.5744400024;15;79.0778716803;3;20.75;31.0;33;48.0;
91;12;26.9508991241;68.8286819458;13;80.6187692881;3;20.75;32.0;33;48.0;
92;13;25.9827442169;70.7981872559;13;97.0012793541;3;20.75;33.0;33;48.0;
93;14;25.0;74.7839813232;12;99.2710257769;3;20.75;34.0;33;48.0;
94;14;26.0;77.6281814575;12;101.28934288;3;20.75;35.0;33;48.0;
95;14;27.0;79.8217315674;11;103.059409261;3;20.75;36.0;33;48.0;
96;14;28.0;79.2331771851;13;104.595245242;3;20.75;37.0;33;48.0;
97;14;27.0;81.2521209717;12;106.917955279;3;20.75;38.0;34;48.0;
98;14;29.0;84.2903366089;14;108.081783414;3;20.75;39.0;34;48.0;
99;14;31.0;87.3500442505;16;113.402990222;3;20.75;40.0;34;48.0;
100;15;33.0;91.4333877563;16;116.944879293;3;20.75;41.0;34;48.0;
101;15;35.0;95.5439758301;16;119.796423197;3;20.75;42.0;34;48.0;
102;15;36.0;99.6769332886;19;121.956505299;3;20.75;43.0;34;48.0;
103;15;36.2999992371;105.458770752;19;123.233964324;3;21.75;41.0;33;48.0;
104;15;36.2999992371;108.734962463;18;125.199175477;3;20.75;42.0;33;48.0;
105;15;38.2999992371;110.915901184;18;125.973063707;3;20.75;43.0;34;48.0;
106;16;39.2999992371;113.094284058;19;127.656445503;3;21.75;41.0;34;48.0;
107;16;43.2999992371;112.269561768;20;128.418995023;3;20.75;42.0;35;48.0;
108;16;47.1096153259;113.58770752;20;130.655254245;3;20.75;43.0;35;48.0;
109;16;49.9068870544;115.608299255;21;132.667140603;3;21.75;41.0;35;48.0;
110;16;52.3440055847;117.647140503;22;134.455502987;3;20.75;42.0;33;48.0;
111;16;54.3830375671;118.985557556;21;136.037880182;3;20.75;43.0;33;48.0;
112;16;55.689453125;119.124053955;22;138.441444278;3;21.75;41.0;33;48.0;
113;17;54.9416313171;122.277328491;22;139.906733155;3;20.75;42.0;33;48.0;
114;17;55.14894104;125.442001343;23;141.287632585;3;20.75;43.0;33;48.0;
115;17;54.7129440308;128.515609741;27;143.550935745;3;21.75;41.0;34;48.0;
116;17;53.9592323303;132.139526367;25;145.921547174;3;20.75;42.0;34;48.0;
117;17;53.2228012085;135.775482178;27;148.400699854;3;20.75;43.0;31;48.0;
118;17;53.5052909851;138.420959473;26;150.989476204;3;21.75;41.0;31;48.0;
119;17;53.0711097717;141.073318481;28;154.688376307;3;20.75;42.0;31;48.0;
120;17;54.3209571838;144.729934692;28;158.676668406;3;20.75;43.0;30;48.0;
121;17;58.4835166931;146.238265991;23;162.861786842;3;21.75;41.0;30;48.0;
122;17;62.2333984375;148.895706177;24;167.244977117;3;20.75;42.0;30;48.0;
123;17;66.6993408203;150.32925415;26;170.823566914;3;20.75;43.0;30;48.0;
124;18;68.2004241943;154.772094727;26;174.529837728;3;20.75;44.0;31;48.0;
125;19;69.7357940674;158.222061157;25;178.347196221;3;20.75;45.0;31;48.0;
126;19;72.3030166626;158.676635742;27;182.252750874;3;20.75;46.0;31;48.0;
127;19;72.8979187012;162.133148193;26;186.217760086;3;20.75;47.0;31;48.0;
128;19;74.5147323608;165.588806152;27;190.208922863;3;21.75;45.0;32;48.0;
129;19;75.0428466797;170.040725708;28;194.190426111;3;20.75;46.0;32;48.0;
130;19;77.516708374;171.486099243;29;199.10070169;3;20.75;47.0;32;48.0;
131;19;78.7655105591;176.922180176;29;203.020405769;3;21.75;45.0;32;48.0;
132;20;80.1643829346;181.628265381;24;206.765257239;3;20.75;46.0;33;48.0;
133;20;81.536026001;182.386520386;26;210.425639391;3;20.75;47.0;33;48.0;
134;20;85.536026001;182.83770752;26;213.996243954;3;21.75;45.0;33;48.0;
135;20;89.536026001;187.077819824;27;217.465260267;3;20.75;46.0;33;48.0;
136;20;95.536026001;188.324386597;33;220.825007081;3;20.75;47.0;35;48.0;
137;20;100.536026001;189.724075317;35;224.070984364;3;21.75;45.0;35;48.0;
138;21;104.536026001;194.982788086;34;228.201123118;3;20.75;46.0;35;48.0;
139;21;110.766113281;199.247070312;36;231.425236583;3;20.75;47.0;35;48.0;
140;21;113.061813354;206.516540527;38;234.500713706;3;21.75;45.0;36;48.0;
141;21;116.335876465;210.790756226;41;237.392895222;3;20.75;46.0;37;48.0;
142;21;118.588600159;215.069274902;41;240.122701883;3;20.75;47.0;37;48.0;
143;22;119.983306885;222.3515625;41;242.805084467;3;21.75;45.0;33;48.0;
144;23;122.639984131;228.637084961;41;245.498649597;3;22.75;44.0;33;48.0;
145;23;126.386947632;228.92527771;44;249.191953897;3;20.75;45.0;34;49.0;
146;23;126.514541626;236.215530396;45;251.872934461;3;22.75;43.0;34;49.0599999428;
147;23;128.128997803;243.507217407;44;254.568562627;3;22.75;45.0;34;49.1229639053;
148;24;129.220001221;254.892272949;43;257.183035612;3;23.75;44.0;35;49.1889609098;
149;25;130.220001221;261.347595215;44;260.798652768;3;22.75;46.0;35;49.2580518723;
150;25;132.220001221;268.802124023;44;264.42076695;3;22.75;48.0;35;49.3302885294;
151;25;135.220001221;279.044616699;41;267.069302082;3;21.75;48.0;30;49.4057120085;
152;25;137.220001221;286.574951172;41;269.747327447;3;21.75;49.0;25;49.484351635;
153;26;140.220001221;288.946380615;41;272.427363753;3;22.75;51.0;22;49.5662232637;
154;28;140.220001221;293.159942627;41;277.647676468;2;19.75;42.0;23;48.0;
155;28;145.220001221;295.216918945;43;281.454339743;2;19.75;42.0;23;48.0;
156;28;147.220001221;304.273376465;43;284.321577191;2;19.75;42.0;21;48.0;
157;28;150.184860229;313.32925415;40;287.125583529;2;16.75;43.0;12;48.0;
158;28;155.263061523;316.384521484;44;289.857028246;2;16.75;42.0;12;48.0;
159;28;154.445968628;328.439147949;45;293.513291717;2;17.0;42.0;13;48.0;
160;28;158.83454895;333.493103027;45;297.217726231;2;15.0;44.0;13;48.0;
161;29;163.253814697;335.396331787;35;301.374727845;2;14.0;46.0;14;48.0;
162;29;162.605300903;342.489440918;36;305.455194831;2;15.0;45.0;13;48.0;
163;29;165.949676514;346.582092285;36;309.552530527;2;14.0;47.0;13;48.0;
164;29;166.721893311;352.971801758;36;313.674889207;2;14.0;49.0;14;48.0;
165;30;168.560913086;359.320526123;39;317.829324841;2;15.0;48.0;14;48.0;
166;30;171.488723755;361.682434082;44;321.945157528;2;14.0;50.0;14;48.0;
