Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.6999998093;4;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;2;8.0;10.8999996185;3;22.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;8.29999923706;10.5;3;22.0900000334;
5;1;7.55000019073;9.30000019073;5;17.0;2;8.31349945068;10.5;3;22.1871190071;
6;1;8.55000019073;8.5;5;17.0;2;9.41710090637;10.5;3;22.2917383909;
7;1;8.82499980927;8.5;5;17.0;2;10.0156412125;10.5;3;22.4042263031;
8;1;8.82499980927;8.5;5;17.0;2;10.0409517288;10.5;3;22.9589728117;
9;1;8.82499980927;8.5;5;17.3400001526;2;10.1657686234;10.7100000381;3;23.4430115223;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;10.2746782303;10.8792181015;3;23.8415006399;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;10.3643379211;11.0;3;25.6606454849;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.773645401;11.7700004578;3;27.2614676952;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;12.4981412888;12.4126424789;3;28.6526534557;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;14.4981412888;12.9308347702;3;29.8608493805;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.4981403351;13.3366470337;4;30.9217379093;
16;1;13.0206890106;10.4026165009;6;21.2618598938;3;17.7662620544;13.6469516754;3;31.8725180626;
17;1;14.0206890106;10.6309299469;6;21.6314201355;3;18.8754138947;13.879781723;3;32.6429929733;
18;1;15.0206890106;10.8157100677;5;21.9274635315;3;19.9946746826;14.0;3;33.2167277336;
19;1;16.0206890106;10.9637317657;5;22.0;3;21.1237640381;14.0;3;33.8314290047;
20;1;16.9500007629;11.0;6;22.0;3;21.6120700836;14.0;3;34.4827160835;
21;1;16.9500007629;11.0;6;22.0;3;21.7586097717;14.0;3;35.1645216942;
22;1;16.9500007629;11.0;6;22.0;3;21.9120159149;14.0;3;35.8691868782;
23;1;16.9500007629;11.0;6;22.0;3;22.0705661774;14.0;3;36.5877075195;
24;1;16.9500007629;11.0;6;22.0;3;22.2322330475;14.0;3;37.3101301193;
25;1;16.9500007629;11.0;6;22.0;3;22.3947792053;14.0;3;38.0260667801;
26;1;16.9500007629;11.0;6;22.0;3;22.5558643341;14.0;4;38.7252779007;
27;1;16.9500007629;11.0;6;22.0;3;22.713186264;14.0;4;39.3982591629;
28;1;16.9500007629;11.0;6;22.0;3;22.8646087646;14.0;4;40.0367603302;
29;1;16.9500007629;11.0;6;22.0;3;23.0082702637;14.0;4;40.6341733932;
30;1;16.9500007629;11.0;6;22.0;3;21.1426887512;15.0;4;41.1857595444;
31;1;16.9500007629;11.0;6;22.0;3;20.2667961121;16.0;4;41.6886959076;
32;1;16.9500007629;11.0;6;22.0;3;19.3799552917;17.0;5;42.1419706345;
33;1;14.9500007629;12.0;6;22.0;4;18.4819431305;18.0;5;42.5461521149;
34;1;13.9500007629;13.0;6;22.0;5;18.572883606;19.5;4;43.9030923843;
35;1;12.9500007629;14.0;6;22.0;5;19.3531951904;20.5;4;44.3755961657;
36;1;12.0;15.0;7;22.0;5;19.4235095978;21.5799999237;4;44.8308473825;
37;1;12.0;16.0;7;22.0;5;19.7869415283;22.0;4;45.2755308151;
38;1;12.0;17.0;7;22.0;5;19.5373153687;23.7770614624;4;45.7165914774;
39;1;12.0;18.0;7;22.0;5;19.5825443268;24.8970851898;5;46.0669906139;
40;1;12.0;19.0;7;22.0;5;19.6000003815;26.0334949493;7;46.375654459;
41;1;12.0;20.0;7;22.0;5;19.6000003815;27.187828064;7;46.7230784893;
42;1;12.0;21.0;8;22.0;5;19.6000003815;28.3615398407;7;47.1118502617;
43;1;12.0;22.0;8;22.0;5;20.6000003815;26.5559253693;8;47.544028759;
44;1;12.0;23.0;8;22.0;5;19.6000003815;27.7720146179;10;48.0209121704;
45;1;12.0;24.0;9;22.0;5;21.5047054291;27.7720146179;11;48.5427899361;
46;2;13.0;26.0;8;23.0;5;22.622127533;28.7720146179;12;49.1086950302;
47;2;14.0;26.0;9;23.0750000477;5;23.7494564056;29.7720146179;12;49.7161855698;
48;2;14.2418746948;27.0;10;23.1548187733;5;24.8861427307;30.0;13;50.3611893654;
49;2;14.2598342896;28.0;10;23.2396422625;5;26.0312690735;30.0;13;51.0379443169;
50;2;14.27891922;29.0;11;23.32964468;5;25.6000003815;30.0;13;51.7390680313;
51;2;14.2991695404;30.0;10;23.4249849319;5;26.8999996185;29.0;14;52.4557781219;
52;2;15.3206214905;28.0;11;23.5258028507;5;27.8025493622;29.0;14;53.1782588959;
53;3;14.3433055878;29.0;10;23.6322153807;5;27.9651069641;29.0;14;53.8961582184;
54;3;14.3672485352;30.0;12;23.7443124056;5;28.1266365051;29.0;14;54.5991659164;
55;3;15.3924703598;28.0;11;23.8621526957;5;28.2848129272;29.0;14;55.2776012421;
56;3;14.4189844131;29.0;11;23.9857594967;5;26.4374599457;30.0;13;55.9229507446;
57;3;14.4467964172;30.0;12;24.1151165962;5;25.5826644897;31.0;13;56.5282850266;
58;3;15.0;29.0;12;24.2501642704;6;24.5826644897;30.0;12;57.088514328;
59;3;16.0;29.0;13;24.3907959461;6;23.5826644897;30.0;12;57.6004695892;
60;3;17.0;29.0;12;24.5368545055;6;23.5826644897;31.0;12;58.0628213882;
61;3;18.0;29.0;11;24.6881308556;6;23.0641345978;32.0;13;58.4758720398;
62;3;18.9500007629;29.0;11;24.8443615437;7;23.8570709229;34.0;12;59.8412618637;
63;3;18.9500007629;29.0;12;25.005228281;7;24.9392852783;36.0;12;60.3216458559;
64;3;18.9500007629;29.0;13;25.1703586578;7;25.0113716125;38.0;13;61.78411448;
65;4;18.9500007629;29.0;12;25.3393273354;7;27.0740833282;38.0;14;62.2753067017;
