Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;9.0;10.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;9.0;10.0;5;20.0;2;9.19999980927;10.0;3;21.1499999762;
3;1;9.0;10.0;5;20.0;2;9.22999954224;10.0;3;21.320775032;
4;2;9.19999980927;10.0;4;21.0;2;9.26415538788;10.0;3;21.5146545172;
5;2;10.3000001907;10.0;4;21.0599999428;2;10.4543962479;10.0;3;21.7340574265;
6;2;11.3179998398;10.0;4;21.1229639053;2;11.5202169418;10.0;3;21.9814370871;
7;2;11.336889267;10.0;4;21.6001901627;2;11.5944309235;10.0;3;22.6790201664;
8;2;11.4800567627;10.1999998093;4;22.0082015991;2;11.8037061691;10.1999998093;3;23.3409149647;
9;2;11.6024608612;10.3632001877;4;22.3582868576;2;12.0022745132;10.3632001877;3;23.9809968472;
10;2;11.7074861526;10.4951858521;4;23.5279067755;2;12.1942987442;10.4951858521;3;25.6010363102;
11;2;12.0583724976;11.0209560394;4;24.5268628597;2;12.680311203;11.0209560394;3;27.1298084259;
12;2;14.0583724976;11.4571752548;4;25.3691681623;2;14.680311203;11.4571752548;3;28.5865645409;
13;2;16.0583724976;11.8107032776;5;26.0752547979;2;16.680311203;11.8107032776;4;29.994228363;
14;2;17.1801719666;12.0916318893;5;26.6680037975;2;18.3558635712;12.0916318893;5;31.3743138313;
15;2;18.2261924744;12.3113050461;5;27.1698563099;2;19.6380844116;12.3113050461;5;32.7429828644;
16;2;19.2750034332;12.4808797836;5;27.3801496029;2;20.9469413757;12.4808797836;5;33.8876180649;
17;2;20.3266181946;12.5;5;27.5615134239;2;22.2788581848;12.5;6;35.0529966354;
18;2;21.3810272217;12.5;5;27.7520513535;2;23.6284713745;12.5;6;36.2540283203;
19;2;22.3256149292;12.5;6;27.9515185356;2;24.876209259;12.5;6;37.4633827209;
20;2;22.3854560852;12.5;6;28.1595556736;2;25.2390136719;12.5;6;38.6519680023;
21;2;22.4478664398;12.5;6;28.3756833076;2;25.5955905914;12.5;6;39.7916383743;
22;2;22.5127048492;12.5;6;28.5992991924;2;25.9374923706;12.5;6;40.857872963;
23;2;22.5797901154;12.5;6;28.8296794891;2;26.2573623657;12.5;8;41.8318843842;
24;2;22.6489028931;12.5;6;29.0659828186;2;26.5495643616;12.5;8;42.7017765045;
25;2;19.5;14.5;6;29.3072590828;2;26.8105335236;12.5;8;43.462638855;
26;2;18.5;16.2229042053;6;29.5524601936;2;27.0387916565;12.5;9;44.1157283783;
27;2;17.5;17.3209838867;6;29.8004574776;2;27.2347183228;12.5;9;44.6670780182;
28;2;16.5;18.4201831818;6;30.0500593185;2;27.4001235962;12.5;9;45.1258964539;
29;2;15.5;19.5200233459;6;30.3000340462;2;27.5377693176;12.5;9;45.5030765533;
30;2;14.5;20.6200141907;7;30.5491337776;2;25.5377693176;13.5;9;45.8099918365;
31;2;14.0;21.7196540833;7;30.7961182594;3;24.5377693176;13.5;8;52.4633259773;
32;2;14.0;22.818447113;8;31.0397801399;3;24.5377693176;13.5;8;52.8534960747;
33;2;14.0;23.9159126282;8;31.278968811;3;25.5377693176;14.5;8;53.2404789925;
34;2;15.0;22.0115871429;7;31.5126113892;3;25.5377693176;15.5;8;53.6212935448;
35;2;14.0;23.1050453186;7;31.7397313118;3;25.5377693176;16.5;8;53.9931139946;
36;2;14.0;24.195892334;7;31.95946455;3;26.5;17.5;8;54.353354454;
37;3;15.0;20.195892334;5;32.171069622;3;27.2590103149;18.5;8;54.6997385025;
38;3;14.0;20.5;5;32.373934269;3;27.4148826599;21.5;9;55.0303516388;
39;3;14.0;21.5;5;32.5675787926;3;27.5636577606;24.5;9;55.3436727524;
40;3;15.0;19.5;6;32.7516541481;3;27.7046527863;27.5;9;55.638589859;
41;3;14.0;20.5;5;32.9259381294;3;27.8373661041;30.5;9;55.9143896103;
42;3;14.0;21.5;6;33.0903272629;4;27.9614753723;33.5;8;56.1707372665;
43;3;15.0;19.5;6;33.2448263168;4;28.0768318176;34.5;9;56.4076404572;
44;3;14.0;20.5;8;33.3895378113;4;28.1834373474;35.5;10;56.6254053116;
45;2;14.0;21.5;8;33.5246477127;5;28.2814331055;36.5;9;56.8245887756;
46;2;15.0;19.5;8;33.6504163742;5;28.3710651398;37.5;9;57.0059452057;
47;2;14.0;20.5;8;33.7671613693;5;29.4526748657;35.5;9;57.1703796387;
48;2;14.0;21.5;9;33.875246048;5;28.5266704559;36.5;11;57.3189029694;
49;2;15.0;20.5;9;33.9750709534;5;28.5935058594;37.5;11;57.4525899887;
50;2;16.0;20.5;9;34.0;5;29.6536655426;35.5;12;57.5;
51;2;17.0;20.5;10;34.0;5;28.6749992371;36.5;12;57.5;
52;2;18.0;21.5;11;34.0;5;28.6749992371;37.5;12;57.5;
53;2;19.0;22.5;11;34.0;5;29.6749992371;35.5;13;57.5;
54;2;20.0;22.5;11;34.0;5;28.6749992371;36.5;13;57.5;
55;2;21.0;22.5;12;34.0;6;28.6749992371;37.5;11;57.5;
56;2;21.5;22.5;12;34.0;7;29.6749992371;35.5;11;61.75;
57;2;21.5;22.5;13;34.0;8;29.6749992371;37.5;9;81.8775000572;
58;2;21.5;22.5;12;34.0;8;29.6749992371;41.5;8;83.2032446861;
59;2;21.5;23.5;12;34.0;8;31.6749992371;42.5;7;85.1530380249;
60;2;21.5;24.5;14;34.0;8;31.7526245117;46.5;8;88.8724622726;
61;2;21.5;25.5;14;34.0;8;32.822353363;50.5;7;91.9195866585;
62;2;21.5;26.1000003815;12;34.0;8;31.884759903;50.5;9;94.2706880569;
63;2;21.5;26.1000003815;14;34.0;8;32.3535423279;50.5;7;96.0830273628;
64;2;21.5;26.1000003815;14;34.0;8;31.4449119568;51.5;7;97.3338756561;
65;2;21.5;26.1000003815;14;34.0;8;32.0335426331;53.5;7;98.1645555496;
66;2;21.5;26.1000003815;14;34.0;8;31.1193370819;53.5;7;98.3358035088;
67;2;21.5;26.1000003815;15;34.0;8;30.2022228241;54.5;10;98.4246015549;
68;3;21.5;26.1000003815;15;46.0;7;22.8821411133;51.5;10;86.5100607872;
69;4;22.5;27.1000003815;13;45.9499998093;6;23.9590549469;50.5;10;86.5921573639;
70;4;23.5;28.1000003815;14;45.904999733;6;23.0329418182;52.5;12;86.6708860397;
71;4;23.5;29.1000003815;14;45.8645000458;7;23.1037979126;54.5;12;86.7462587357;
72;4;23.5;30.1000003815;15;45.8280496597;7;23.1716327667;56.5;12;86.8183021545;
73;6;23.5;31.1000003815;14;45.7952442169;5;24.2364730835;55.5;13;86.8870568275;
74;6;23.5;31.1000003815;14;45.7657194138;5;23.2983512878;57.5;13;86.9525766373;
75;6;23.5;31.1000003815;14;45.7391471863;5;23.3573188782;59.5;14;87.0;
76;7;23.5;31.1000003815;13;45.7152328491;5;24.3999996185;58.0;15;87.0;
77;7;23.5;31.1000003815;14;45.6937093735;5;24.3999996185;57.0;16;87.0;
78;7;23.5;31.1000003815;15;47.0264635086;5;25.3999996185;57.0;13;87.0;
79;7;24.7999992371;29.6000003815;13;48.1101932526;5;24.3999996185;56.0;9;87.0;
80;7;26.0340003967;28.9899997711;13;48.8760938644;5;23.3999996185;58.0;7;87.0;
81;7;24.2123565674;30.2872600555;13;49.463435173;5;24.3999996185;57.0;8;87.0;
82;7;24.2123565674;29.6872596741;14;49.7747268677;5;24.3999996185;56.0;8;87.0;
83;7;25.2123565674;30.0;13;50.8944940567;5;23.3999996185;58.0;8;87.0;
84;7;26.2123565674;31.0;13;51.0199999809;5;24.3999996185;57.0;10;87.0;
85;7;28.2123565674;33.0;13;51.0401959419;5;24.3999996185;56.0;11;87.0;
86;8;23.2123565674;37.0;12;51.0605818033;6;23.3999996185;58.0;10;87.0;
87;8;21.2123565674;41.0;12;51.0811508894;6;24.3999996185;57.0;11;87.0;
88;8;19.2123565674;45.0;12;52.1018965244;6;24.3999996185;56.0;13;87.0;
89;8;20.2123565674;46.5509490967;13;52.202811718;6;24.3999996185;56.0;13;87.0;
90;8;23.2123565674;45.5614051819;13;52.3094249964;6;23.3999996185;57.0;13;87.0;
91;8;25.2123565674;46.5719451904;13;52.4219703674;6;24.3999996185;56.0;13;87.0;
92;9;26.2123565674;47.5825614929;12;58.5406686068;5;16.0;53.0;18;81.0;
93;10;25.2123565674;52.5825614929;11;58.6657232046;5;17.0;52.0;18;81.0;
94;10;27.2123565674;54.5825614929;12;58.7973151207;5;17.0;51.0;18;81.0;
95;11;30.2123565674;58.5825614929;10;59.9355975389;5;16.0;53.0;18;81.0;
96;11;33.2123565674;63.5825614929;11;60.1406903267;5;17.0;52.0;19;81.0;
97;11;32.5303573608;69.5825653076;12;60.3556381464;5;17.0;51.0;19;81.0;
98;12;33.5492477417;74.6476516724;13;61.5805456638;5;18.0;51.0;19;81.0;
99;12;34.2123565674;79.6586914062;13;61.8754581213;5;19.0;51.0;19;81.0;
100;12;33.0954170227;84.6697769165;13;62.1833195686;5;20.0;51.0;20;81.0;
101;12;33.7368888855;88.2130126953;14;62.5041065216;5;21.0;51.0;21;81.0;
102;12;34.4000015259;92.2543334961;16;62.8377097845;5;22.0;51.0;21;81.0;
103;12;33.2227210999;95.7032318115;17;63.1839276552;5;23.0;51.0;23;81.0;
104;12;33.8698692322;98.2465515137;18;63.5424615145;5;25.0;48.0;23;81.0;
105;12;32.4000015259;99.9484786987;18;63.9129128456;5;24.3999996185;48.0;24;81.0;
106;12;32.3672027588;102.73690033;20;64.2947796583;5;24.3999996185;48.0;24;81.0;
107;12;32.8698692322;104.480613708;21;64.6874585152;5;25.3999996185;45.0;24;81.0;
108;12;33.4000015259;103.190254211;22;65.0902451277;5;24.3999996185;45.0;25;81.0;
109;14;32.9218978882;104.580062866;22;65.5023388863;5;24.3999996185;45.5;24;81.0;
110;14;33.4000015259;107.957313538;23;65.9228492975;5;25.3999996185;43.5;24;81.0;
111;14;33.4000015259;105.127754211;23;66.3508046865;5;24.3999996185;44.5;25;81.0;
112;14;33.1002388;105.367538452;23;66.7851605415;5;24.3999996185;45.5;25;81.0;
113;14;34.4000015259;107.420585632;23;67.2248140574;5;25.3999996185;43.5;26;81.0;
114;14;37.4000015259;106.512718201;24;67.6686145067;5;24.3999996185;44.5;26;81.0;
115;14;37.4000015259;108.604522705;25;69.1153794527;5;24.3999996185;45.5;26;81.0;
116;14;39.4000015259;111.695655823;25;69.6539071798;5;25.3999996185;43.5;27;81.0;
117;14;41.4000015259;115.938095093;21;72.3850854635;5;24.3999996185;44.5;26;81.0;
118;14;40.4000015259;120.131858826;21;74.7298328876;5;24.3999996185;45.5;26;81.0;
119;15;43.4000015259;119.325622559;21;76.7443976402;5;25.3999996185;43.5;26;81.0;
120;15;44.4000015259;123.134643555;21;78.4907644987;5;24.3999996185;44.5;24;81.0;
121;15;46.7206802368;122.612953186;20;78.4329183102;5;24.3999996185;45.5;24;81.0;
122;15;47.1104431152;122.924133301;20;78.4389336109;5;25.3999996185;43.5;24;81.0;
123;12;42.0082588196;103.181129456;20;71.456974864;8;24.3999996185;44.5;21;87.900326252;
124;12;37.0082588196;80.7300186157;19;58.6188251972;8;25.3999996185;46.5;19;100.950659275;
125;12;35.7196464539;81.8277130127;18;59.7300238609;8;28.3999996185;46.5;18;100.997833729;
126;12;35.7196464539;83.9251556396;18;59.9692751169;8;28.3999996185;49.5;18;101.046862125;
127;12;35.7196464539;86.0221252441;18;63.4086402655;8;28.3999996185;52.5;20;101.096865654;
128;12;36.7196464539;86.3070907593;19;65.7594037056;8;29.3999996185;52.5;23;101.147110462;
129;13;35.7196464539;90.2617416382;19;67.9882515669;8;28.3999996185;55.5;23;101.196993351;
130;14;34.7196464539;94.5723724365;18;69.8507831097;8;28.3999996185;58.5;23;101.246023655;
131;14;33.7196464539;97.8932037354;18;71.7903120518;8;29.3999996185;58.5;25;101.293812752;
132;14;34.4000015259;98.2220306396;19;73.80321455;8;28.3999996185;61.5;23;102.340059757;
133;14;33.4000015259;100.556396484;20;75.8840259314;8;29.3999996185;65.5;23;102.410789013;
134;14;33.4000015259;102.893615723;20;77.9551106691;8;31.3999996185;66.5;24;103.438673973;
135;14;34.4000015259;102.230903625;20;81.035484314;8;31.3999996185;71.5;25;103.49309957;
136;14;34.4000015259;105.565414429;21;83.2586585283;8;33.4000015259;73.5;26;103.553972721;
137;14;35.4000015259;108.894371033;22;85.5278625488;8;34.4000015259;76.5;26;103.621022463;
138;14;36.4000015259;109.215141296;22;87.8283442259;8;35.4000015259;79.5;26;103.694000006;
139;14;35.4000015259;112.52532959;23;90.1444776058;8;38.9486846924;84.5;27;103.772671461;
140;14;35.4000015259;118.556640625;23;96.1087824106;9;41.1772689819;89.5;27;103.856815815;
141;14;37.4000015259;113.182518005;23;98.142127037;9;42.7856826782;94.5;27;103.94622016;
142;14;36.4000015259;114.182518005;23;100.156371236;9;42.7946205139;99.5;27;104.040675759;
143;14;36.4000015259;115.182518005;23;102.13661921;9;42.8040657043;104.5;28;104.139976144;
144;14;37.4000015259;113.182518005;24;104.069461107;9;43.813999176;106.5;29;104.243912339;
145;14;36.4000015259;114.182518005;23;105.943230152;9;42.8243904114;111.5;29;104.352270961;
146;14;36.4000015259;115.182518005;23;108.748212576;9;42.8352279663;116.5;29;104.464832783;
147;14;39.4000015259;115.182518005;22;114.721277118;9;43.8464851379;118.5;30;105.581370711;
148;14;39.4000015259;114.100021362;23;115.84572053;9;44.8581352234;121.5;31;105.754146814;
149;15;38.4000015259;116.100021362;22;122.326197982;9;44.8701667786;127.5;31;105.932616591;
150;15;40.4000015259;120.100021362;23;122.976058602;9;43.9932594299;131.5;34;106.116552234;
151;15;43.4000015259;121.100021362;22;128.104994178;10;44.0123062134;132.5;33;106.305709243;
152;15;45.4000015259;122.100021362;19;132.695406079;10;41.0305709839;139.5;32;106.499822855;
153;15;49.4000015259;115.572616577;20;131.45366931;10;41.0499839783;143.5;33;106.698610425;
154;15;46.4000015259;118.572616577;20;136.028293252;10;41.0703353882;144.5;34;106.901770115;
155;15;48.4000015259;118.572616577;19;139.869433522;10;38.0901756287;150.613830566;36;107.108981133;
156;15;50.4000015259;119.572616577;19;143.278601885;10;38.1108970642;152.713897705;37;107.319906354;
157;15;52.4000015259;120.572616577;16;146.430885196;10;38.732334137;151.814483643;35;108.534191251;
158;15;55.4000015259;122.572616577;16;149.340561628;10;37.7534179688;157.810333252;36;108.811467171;
159;15;58.4000015259;120.099273682;14;146.608592868;10;39.7751464844;159.953094482;33;109.094316483;
160;15;58.4000015259;119.70262146;12;144.190974116;10;40.9096832275;159.097167969;31;109.382416844;
161;15;58.4000015259;120.34563446;13;142.056468725;10;38.9382400513;164.242294312;30;109.675429225;
162;15;58.4000015259;121.024345398;13;140.176727533;10;39.967540741;166.388214111;31;109.972999334;
163;15;58.4000015259;121.826843262;13;138.526026011;10;40.9974822998;165.534698486;31;110.274759173;
164;15;58.4000015259;123.304161072;14;137.080990314;12;41.0274772644;164.68145752;30;110.580328107;
165;15;59.4000015259;124.833740234;14;135.820374489;12;43.0580329895;165.82824707;33;110.889313698;
