Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;2;9.0;10.1999998093;4;21.0;2;8.0;10.3000001907;5;21.0;
6;2;10.3000001907;10.0;4;21.0900000334;2;9.22500038147;10.0;5;21.0900000334;
7;2;11.3269996643;10.0;4;21.1871190071;2;9.74524974823;10.0;5;21.1871190071;
8;2;11.3561353683;10.0;4;21.7036092281;2;9.76710128784;10.0;5;21.7036092281;
9;2;11.5110826492;10.1999998093;4;22.1564130783;2;9.88331222534;10.1999998093;5;22.1564130783;
10;2;11.6469240189;10.3632001877;4;22.557236433;2;9.98519229889;10.3632001877;5;22.557236433;
11;2;11.7671709061;10.4951858521;4;23.8035871983;2;10.075378418;10.4951858521;5;23.8035871983;
12;2;12.141076088;11.0209560394;4;24.8916251659;2;10.3558073044;11.0209560394;5;24.8916251659;
13;2;14.141076088;11.4571752548;5;25.8364036083;2;12.1677207947;11.4571752548;5;25.8364036083;
14;2;16.1410751343;11.8107032776;5;26.6592981815;2;14.1677207947;11.8107032776;5;26.6592981815;
15;2;17.3553848267;12.0916318893;5;27.3839819431;2;16.1677207947;12.0916318893;5;27.3839819431;
16;2;18.440984726;12.3113050461;5;28.0334718227;2;17.3441429138;12.3113050461;5;28.0334718227;
17;2;19.5340881348;12.4808797836;5;28.407397747;2;18.4139690399;12.4808797836;5;28.407397747;
18;2;20.6347923279;12.5;5;28.7683298588;2;19.4894981384;12.5;6;28.7683298588;
19;2;21.7430725098;12.5;5;29.1538929939;2;20.4728736877;12.5;6;29.1538929939;
