Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;3;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;3;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;3;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;3;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;3;20.0;1;9.5;10.0;6;20.0;
8;1;11.0;10.0;3;20.3999996185;1;9.5;10.0;6;20.3999996185;
9;1;11.1199998856;10.1999998093;3;20.7264003754;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;11.2179203033;10.3632001877;3;20.9903717041;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;11.2971115112;10.4951858521;3;22.0419120789;1;9.72283363342;10.4951858521;6;22.0419120789;
12;1;11.6125736237;11.0209560394;3;22.9143505096;1;9.95943069458;11.0209560394;6;22.9143505096;
13;1;13.2971115112;11.4571752548;3;23.6214065552;1;11.7228336334;11.4571752548;6;23.6214065552;
14;1;14.2971115112;11.8107032776;2;24.1832637787;1;12.7228336334;11.8107032776;4;24.1832637787;
15;1;15.2971115112;12.0916318893;3;24.6226100922;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;16.2971115112;12.3113050461;2;24.9617595673;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;17.2971115112;12.4808797836;2;25.0;1;15.7228336334;12.4808797836;3;25.0;
18;2;18.2971115112;12.5;2;25.0;1;16.7228336334;12.5;4;25.0;
19;2;19.2971115112;12.5;2;25.0;1;17.625;12.5;4;25.0;
20;2;19.5;12.5;2;25.0;1;17.625;12.5;5;25.0;
21;2;19.5;12.5;3;25.0;1;17.625;12.5;5;25.0;
22;2;19.5;12.5;3;25.0;1;17.625;12.5;5;25.0;
23;2;19.5;12.5;3;25.0;1;17.625;12.5;5;25.0;
24;2;19.5;12.5;3;25.0;1;17.625;12.5;5;25.0;
25;2;19.5;12.5;3;25.0;1;17.625;12.5;6;25.0;
26;2;19.5;12.5;3;25.0;1;17.625;12.5;5;25.0;
27;2;19.5;12.5;4;25.0;1;17.625;12.5;5;25.0;
28;3;19.5;12.5;2;25.0;1;17.625;12.5;5;25.0;
29;3;19.5;12.5;2;25.0;1;17.625;12.5;5;25.0;
30;3;19.5;12.5;2;25.0;1;17.625;12.5;5;25.0;
31;3;19.5;12.5;2;25.0;1;15.625;13.5;5;25.0;
32;3;19.5;12.5;2;25.0;1;14.625;14.5;5;25.0;
33;3;19.5;12.5;2;25.0;1;13.625;15.5;5;25.0;
34;3;19.5;12.5;2;25.0;1;12.625;16.5;6;25.0;
35;3;19.5;12.5;2;25.0;1;12.0;17.5;5;25.0;
36;3;19.5;12.5;2;25.0;1;12.0;18.5;6;25.0;
37;3;19.5;12.5;2;25.0;1;12.0;19.5;6;25.0;
38;3;19.5;12.5;2;25.0;1;12.0;20.5;6;25.0;
39;3;19.5;12.5;2;25.0;1;12.0;21.5;5;25.0;
40;3;19.5;12.5;2;25.0;1;12.0;22.5;5;25.0;
41;3;19.5;12.5;3;25.0;1;12.0;23.5;5;25.0;
42;3;19.5;12.5;3;25.0;1;12.0;24.5;6;25.0;
43;3;19.5;12.5;4;25.0;1;12.0;25.5;7;25.0;
44;3;19.5;12.5;4;25.0;1;12.0;26.5;7;25.0;
45;3;19.5;12.5;4;25.0;1;12.0;27.5;7;25.0;
46;3;19.5;13.5;4;25.0;1;12.0;28.5;7;25.0;
47;3;19.5;14.5;4;25.0;1;12.0;29.5;7;25.0;
48;3;19.5;15.5;5;25.0;1;13.0;27.5;6;25.0;
49;3;19.5;16.5;5;25.0;1;12.0;28.5;6;25.0;
50;3;19.5;17.5;5;25.0;1;12.0;29.5;6;25.0;
51;3;19.5;17.5;5;25.0;1;13.0;27.5;5;25.0;
52;3;19.5;17.5;5;25.0;1;12.0;28.5;5;25.0;
53;3;19.5;17.5;6;25.0;1;12.0;29.5;5;25.0;
54;3;19.5;17.5;6;25.0;1;13.0;27.5;5;25.0;
55;3;19.5;17.5;7;25.0;1;12.0;28.5;5;25.0;
56;3;19.5;17.5;7;25.0;1;12.0;29.5;5;25.0;
57;3;19.5;17.5;6;25.0;1;13.0;27.5;5;25.0;
58;3;19.5;17.5;6;25.0;1;12.0;28.5;6;25.0;
59;3;19.5;17.5;6;25.0;1;12.0;29.5;4;25.0;
