Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.0;2;9.5;10.5;5;21.0;
8;1;11.0;10.0;4;20.3999996185;2;9.5;10.5;5;21.469999671;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.59000015259;10.7349996567;5;21.8705514669;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;9.66343975067;10.9352760315;5;22.2129640579;
11;2;11.2971115112;10.6951856613;3;23.0419120789;2;9.72283363342;11.1064815521;5;23.3718163967;
12;2;11.9125738144;11.0209560394;3;23.9543504715;2;9.95943069458;11.6859083176;5;24.3595588207;
13;2;13.9125738144;11.4571752548;3;24.7025904655;2;11.7228336334;12.1797790527;5;25.1902494431;
14;2;15.9125738144;11.8107032776;3;25.3068172932;2;13.7228336334;12.5951251984;5;25.884378314;
15;2;16.5920448303;12.0916318893;3;25.789717555;2;15.7228336334;12.9421892166;5;26.4648982286;
16;2;16.7369155884;12.3113050461;3;26.1736010313;2;16.7228336334;13.2324495316;5;26.9543362856;
17;2;16.8520793915;12.4808797836;3;26.2577478886;2;17.7228336334;13.4771680832;5;27.1521308422;
18;2;16.877325058;12.5;3;26.3048160076;2;18.7228336334;13.5760650635;6;27.3210272789;
19;2;18.8799724579;12.5;4;26.3530313969;2;19.625;13.6605138779;6;27.4992582798;
20;2;19.8944358826;12.5;4;26.4023760557;2;19.625;13.7496290207;6;27.6867210865;
