Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;6;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;11.1199998856;10.3999996185;5;21.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.5179204941;10.3632001877;5;21.9903717041;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.597111702;10.4951858521;5;23.0719120502;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;11.9215736389;11.0209560394;5;23.9749414921;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;13.9215736389;11.4571752548;5;24.7131726742;2;11.7228336334;11.7571754456;4;24.6214065552;
14;2;15.9215736389;11.8107032776;5;25.3067810535;2;13.7228336334;11.8107032776;4;25.2132637501;
15;2;16.5920333862;12.0916318893;5;25.7784451246;2;15.7228336334;12.0916318893;4;25.6832010746;
16;2;16.7335338593;12.3113050461;5;26.1504684687;2;16.9614658356;12.3113050461;4;26.0535256863;
17;2;16.8451404572;12.4808797836;5;26.2221269608;2;17.9684810638;12.4808797836;4;26.1235172749;
18;2;16.8666381836;12.5;5;26.2560760975;2;18.7228336334;12.8370552063;4;26.1558350325;
19;2;18.8653507233;12.5;6;26.2905418873;2;19.8850631714;12.5;4;26.1887089014;
20;2;19.8756904602;12.5;6;26.3255085945;2;19.625;12.8566131592;6;26.2221269608;
