Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;2;10.0;10.1999998093;4;21.0;1;9.0;10.0;5;20.0;
7;2;11.3000001907;10.0;4;21.0900000334;1;9.5;10.0;5;20.0;
8;2;11.3269996643;10.0;4;21.5980186462;1;9.5;10.0;5;20.3999996185;
9;2;11.4794054031;10.1999998093;4;22.0418490171;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.6125545502;10.3632001877;4;22.4332156181;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.7299642563;10.4951858521;4;23.6659361124;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;12.0997810364;11.0209560394;4;24.7393633127;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;14.0997810364;11.4571752548;5;25.6686143875;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;16.0997810364;11.8107032776;5;26.4751701355;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;17.3001461029;12.0916318893;5;27.1828548908;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;18.3806476593;12.3113050461;4;27.8148901463;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;19.4685134888;12.4808797836;4;28.1711652279;1;15.7228336334;12.4808797836;4;25.0;
18;2;20.5639228821;12.5;4;28.5145654678;1;16.7228336334;12.5;5;25.0;
19;2;21.6669425964;12.5;4;28.8830828667;1;17.625;12.5;5;25.0;
20;2;22.6649246216;12.5;5;29.2759313583;1;17.625;12.5;5;25.0;
21;2;22.7827796936;12.5;5;29.6917257309;1;17.625;12.5;5;25.0;
22;2;22.9075183868;12.5;5;30.1284441948;1;17.625;12.5;5;25.0;
23;2;23.0385322571;12.5;5;30.5834169388;1;17.625;12.5;5;25.0;
24;2;23.1750259399;12.5;5;31.0533499718;1;17.625;12.5;6;25.0;
25;2;23.3160057068;12.5;6;31.5343885422;1;17.625;12.5;6;25.0;
26;3;23.4603157043;12.5;5;32.0222206116;1;17.625;12.5;4;25.0;
27;3;21.5;13.5;5;32.5122156143;1;17.625;12.5;4;25.0;
28;3;20.5;13.5;4;32.9995918274;1;17.625;12.5;4;25.0;
29;3;20.5;14.5;4;33.4795999527;1;17.625;12.5;4;25.0;
30;4;20.0438804626;15.5;3;33.9477081299;1;17.625;12.5;4;25.0;
31;4;19.1843128204;16.5;3;34.399772644;1;15.625;13.5;4;25.0;
32;4;18.3199310303;17.5;3;34.8321838379;1;14.625;14.5;4;25.0;
33;4;17.4496555328;18.5;4;35.2419710159;1;13.625;15.5;4;25.0;
34;4;17.0725917816;19.5;4;35.6268672943;1;12.625;16.5;4;25.0;
35;4;17.1880607605;20.5;4;35.9853258133;1;12.0;17.5;4;25.0;
36;4;17.2955970764;21.5;4;36.3164978027;1;12.0;18.5;4;25.0;
37;4;16.2955970764;20.5;4;36.6201763153;1;12.0;19.5;3;25.0;
38;4;16.2955970764;20.5;4;36.8967161179;1;12.0;20.5;3;25.0;
39;4;17.0;20.5;4;38.1469373703;1;12.0;21.5;4;25.0;
40;4;19.0;21.0;5;38.4020273685;1;12.0;22.5;5;25.0;
41;4;21.0;20.5;5;38.6340315342;1;12.0;23.5;5;25.0;
42;4;22.0;21.0302963257;5;38.8445746899;1;12.0;24.5;5;25.0;
43;4;21.3275299072;19.5;5;39.0353777409;1;12.0;25.5;6;25.0;
44;4;21.3370552063;18.5;5;39.1558350325;1;12.0;26.5;5;25.0;
45;4;22.0;21.5;5;39.1887089014;1;12.0;27.5;4;25.0;
46;4;23.0;24.5;6;39.2221269608;1;12.0;28.5;4;25.0;
47;4;23.8666381836;27.5;5;39.2560760975;1;12.0;29.5;3;25.0;
48;4;23.8768234253;30.5;6;39.2905418873;1;13.0;27.5;3;25.0;
49;4;23.8871631622;32.5;8;39.3255085945;1;12.0;28.5;4;25.0;
50;4;23.8976516724;33.5;8;39.3609591722;1;12.0;29.5;4;24.5;
51;4;24.9082870483;31.5;9;39.3968753815;1;13.0;27.5;4;24.8675003052;
52;3;23.9190635681;32.5;9;39.4332377911;2;12.0;28.5;3;25.0;
53;3;23.5;34.2166213989;10;39.4700255394;2;12.0;29.5;3;25.0;
54;3;24.5;32.2350120544;10;39.5072168112;2;13.0;27.5;3;24.5;
55;3;23.9521656036;32.5;10;39.5447884798;2;14.0;26.5;5;24.8675003052;
56;3;23.9634361267;33.5;10;39.5827163458;2;12.0;27.5;6;25.0;
57;3;24.9748153687;31.5;11;39.6209751368;2;12.0;28.5;6;25.0;
58;3;23.5;33.3104858398;11;39.6595385075;2;12.0;29.5;4;24.5;
59;3;23.9978618622;33.5;11;39.6983793974;2;12.0;30.5;6;24.8675003052;
60;3;25.009513855;31.5;14;39.7374696732;2;12.0;31.5;7;25.0;
61;3;24.0212402344;32.5;15;39.7767804861;2;12.0;32.5;7;25.0;
62;3;24.0330352783;33.5;16;39.8162822723;2;12.0;33.5;10;24.5;
63;3;25.044883728;31.5;16;39.8559447527;2;13.0;31.5;10;24.8675003052;
64;3;24.0567836761;32.5;16;39.8957372904;2;12.0;32.5;10;25.0;
