Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;2;8.0;10.5;4;21.0;
6;1;10.0;10.0;5;20.0;2;9.0;10.5;4;21.1200000048;
7;1;11.0;10.0;5;20.0;2;9.5;10.5600004196;4;21.2530560493;
8;1;11.0;10.0;5;20.3999996185;2;9.5;10.6265277863;4;21.8127820492;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.59000015259;10.9063911438;4;22.3170127869;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;9.66343975067;11.1585063934;4;22.7783694267;
11;1;11.2971115112;10.4951858521;5;22.0419120789;2;9.72283363342;11.3891849518;4;24.1197800636;
12;1;11.6125736237;11.0209560394;6;22.9143505096;2;9.95943069458;12.0598897934;4;25.3230593204;
13;2;14.2971115112;11.6571750641;5;24.6214065552;2;11.7228336334;12.661529541;4;26.4056642056;
14;2;16.2971115112;11.8107032776;5;25.2032637596;2;13.7228336334;13.202832222;4;27.3911669254;
15;2;17.6031112671;12.0916318893;5;25.6628060341;2;15.7228336334;13.6955833435;4;28.3050293922;
16;2;18.6091709137;12.3113050461;5;26.0223413706;2;16.7228336334;14.1525144577;4;29.1714119911;
17;2;19.6152858734;12.4808797836;5;26.0811508894;2;17.7228336334;14.5857057571;5;29.790178299;
18;2;20.6214561462;12.5;5;26.1018965244;2;18.7228336334;14.8950891495;5;30.4229521751;
19;2;21.6276798248;12.5;5;26.1228116751;2;20.625;12.8950891495;5;31.1049995422;
20;2;21.8368434906;12.5;6;26.1438889503;2;20.9986248016;12.5;5;31.8311891556;
