Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;11.1199998856;10.5999994278;4;21.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.5179204941;10.3632001877;4;22.0603717566;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.6181116104;10.4951858521;4;23.2074631453;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;11.9622392654;11.0209560394;4;24.1828715801;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;13.9622392654;11.4571752548;4;25.0006883144;2;11.7228336334;11.7571754456;3;24.6214065552;
14;2;15.6125736237;12.3624162674;4;25.6814495325;2;13.7228336334;11.8107032776;3;25.2132637501;
15;2;17.0620288849;12.0916318893;3;26.2481688261;2;15.7228336334;12.0916318893;3;25.6832010746;
16;2;18.1002407074;12.3113050461;3;26.723449707;2;16.9614658356;12.3113050461;3;26.0535256863;
17;2;19.1410808563;12.4808797836;3;26.9068236351;2;17.9684810638;12.4808797836;3;26.1235172749;
18;2;20.1846199036;12.5;3;27.0611462593;2;18.9756240845;12.5;4;26.1558350325;
19;2;20.6125736237;13.5;4;27.2247776985;2;19.8850631714;12.5;4;26.1887089014;
20;2;21.5;13.6123886108;4;27.3977591991;2;19.625;12.8566131592;4;26.2221269608;
