Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;2;8.0;11.3000001907;5;21.0;
5;1;9.0;10.0;5;20.0;2;8.14999961853;10.0;5;21.0900000334;
6;1;10.0;10.0;4;20.0;2;9.24524974823;10.0;5;21.1871190071;
7;2;12.0;10.1999998093;3;21.0;2;9.76710128784;10.0;5;21.2917383909;
8;2;13.0;10.0;3;21.3999996185;2;9.79064083099;10.0;5;21.817143321;
9;2;14.1199998856;10.1999998093;3;21.7264003754;2;9.90885734558;10.1999998093;5;22.2793469429;
10;2;14.5179204941;10.3632001877;3;22.8594274521;2;10.0128526688;10.3632001877;5;22.6900259256;
11;2;14.8578281403;10.9097137451;3;23.8127875328;2;10.1052560806;10.4951858521;5;23.9506295919;
12;2;15.1438360214;11.3658018112;3;24.5981152058;2;10.3888921738;11.0209560394;5;25.0538563728;
13;2;17.1438369751;11.7372808456;4;25.2345055342;2;12.2042226791;11.4571752548;5;26.0146684647;
14;2;19.1438369751;12.0336990356;4;25.7443674803;2;14.2042226791;11.8107032776;5;26.8543052673;
15;2;20.1830329895;12.2662630081;4;26.1502821445;2;15.7228336334;12.8929443359;5;27.5962526798;
16;2;20.819480896;12.446267128;4;26.3048160076;2;16.7228336334;13.2033977509;5;28.2632865906;
17;2;21.819480896;12.5;4;26.3530313969;2;18.4656772614;12.4808797836;5;28.6547400951;
18;2;22.819480896;12.5;4;26.4023760557;2;19.5451507568;12.5;6;29.0328326225;
19;2;23.819480896;12.5;5;26.4528282881;2;19.625;13.5;6;29.4347915649;
20;2;24.5;12.5;5;26.5043625832;2;19.625;13.8304376602;6;29.8589887619;
