Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;8.0;10.3999996185;5;21.0;1;8.0;12.0;6;20.0;
4;2;9.19999980927;10.0;5;21.0599999428;2;8.0;11.3000001907;5;21.0;
5;2;9.21199989319;10.0;5;21.1229639053;2;8.14999961853;10.0;5;21.0900000334;
6;2;10.336889267;10.0;5;21.1889609098;2;9.24524974823;10.0;5;21.1871190071;
7;2;11.3566884995;10.0;5;21.2580518723;2;9.76710128784;10.0;5;21.2917383909;
8;2;11.377415657;10.0;5;21.7428686619;2;9.79064083099;10.0;5;21.817143321;
9;2;11.522860527;10.1999998093;5;22.1586660147;2;9.90885734558;10.1999998093;5;22.2793469429;
10;2;11.647600174;10.3632001877;5;22.5167047977;2;10.0128526688;10.3632001877;5;22.6900259256;
11;2;11.7550115585;10.4951858521;5;23.7128448486;2;10.1052560806;10.4951858521;5;23.9506295919;
12;2;12.1138534546;11.0209560394;5;24.7411657572;2;10.3888921738;11.0209560394;4;25.0538563728;
13;2;14.1138534546;11.4571752548;5;25.6157989502;2;12.2042226791;11.4571752548;4;26.0146684647;
14;2;16.1138534546;11.8107032776;5;26.3572633266;2;14.2042226791;11.8107032776;4;26.8543052673;
15;2;17.2647743225;12.0916318893;5;26.9884867668;2;16.2042217255;12.0916318893;4;27.5962526798;
16;2;18.3223361969;12.3113050461;5;27.531908989;2;16.7228336334;13.2033977509;4;28.2632865906;
17;2;19.3836174011;12.4808797836;5;27.786809206;2;18.4656772614;12.4808797836;4;28.6547400951;
18;2;20.4486160278;12.5;5;28.0156950951;2;19.5451507568;12.5;5;29.0328326225;
19;2;21.517282486;12.5;5;28.256477356;2;19.625;13.5;5;29.4347915649;
