Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;2;7.0;14.3000001907;3;21.0;
2;1;7.0;11.0;5;20.0;2;9.0;13.0;3;21.0900000334;
3;1;8.0;10.0;5;20.0;2;11.0;12.0;3;21.1871190071;
4;1;9.0;10.0;3;20.0;2;11.178068161;11.0;3;21.2917383909;
5;1;9.0;10.0;3;20.0;2;12.290640831;10.0;3;21.4042263031;
6;1;10.0;10.0;3;20.0;2;12.8159503937;10.0;3;21.5249304771;
7;1;11.0;10.0;3;20.0;2;12.8431091309;10.0;3;22.0694183111;
8;1;11.0;10.0;3;20.3999996185;2;12.9656190872;10.1999998093;3;22.5515855551;
9;2;11.1199998856;10.3999996185;2;21.7264003754;2;13.0741062164;10.3632001877;3;23.8668255806;
10;2;11.5179204941;10.3632001877;2;22.0903717279;2;13.3700361252;10.9097137451;3;25.0237190723;
11;2;11.6271114349;10.4951858521;2;23.2838120461;2;13.6303367615;11.3658018112;3;26.0350353718;
12;2;11.9851436615;11.0209560394;2;24.3146933317;2;15.6303367615;11.7372808456;3;26.9207777977;
13;2;13.9851436615;11.4571752548;3;25.1981878281;2;17.6303367615;12.0336990356;3;27.703961134;
14;2;15.9851436615;11.8107032776;3;25.9559320211;2;18.8281841278;12.2662630081;3;28.4073903561;
15;2;17.1443748474;12.0916318893;3;26.6120283604;2;19.9054527283;12.446267128;4;28.8833937645;
16;2;18.209400177;12.3113050461;3;27.1901185513;3;20.9883747101;12.5;4;29.2762613297;
17;2;19.2810821533;12.4808797836;3;27.4906733036;3;22.0767688751;12.5;5;29.692073822;
18;2;20.3597755432;12.5;3;27.7773330212;3;23.1703262329;12.5;5;30.1288084984;
19;2;21.4457740784;12.5;3;28.0890238285;3;23.7789821625;12.5;5;30.5837950706;
20;2;22.4267082214;12.5;4;28.4260663986;3;23.8813533783;12.5;5;31.0537385941;
21;2;22.5278205872;12.5;4;28.788336277;3;23.9870910645;12.5;5;31.534784317;
22;2;22.6365013123;12.5;4;29.1751885414;3;24.09532547;12.5;6;32.0226202011;
23;2;22.7525558472;12.5;4;29.585392952;4;24.2050895691;12.5;5;32.5126152039;
24;2;22.875617981;12.5;4;30.0170898438;4;24.3153381348;12.5;5;32.9999876022;
25;2;23.0051269531;12.5;5;30.4677705765;4;20.625;14.5;5;33.4799880981;
26;3;23.1403312683;12.5;5;30.9342932701;4;19.625;16.5;5;33.9480848312;
27;3;23.2802886963;12.5;5;31.4129357338;4;18.625;18.5;5;34.4001340866;
28;3;21.5;13.5;5;31.8994894028;4;17.625;20.5;5;34.8325281143;
29;3;22.5;12.5;5;32.3893885612;4;17.0;22.5;6;35.2422962189;
30;3;23.5;12.5;5;32.877872467;4;17.0;24.5;6;35.6271715164;
31;3;23.8633613586;12.5;5;33.360165596;4;17.0;26.5;6;35.9856081009;
32;3;22.0080490112;13.5;5;33.8316650391;4;17.0;28.1899261475;6;36.3167572021;
33;3;21.0080490112;13.5;4;34.2881155014;4;17.0;29.4217300415;7;36.6204128265;
34;3;20.0080490112;13.5;4;34.7257604599;4;17.0;30.6342887878;7;36.8969306946;
35;3;20.0080490112;14.5;4;35.141462326;4;17.0;31.8278522491;8;37.1471309662;
36;3;19.0080490112;13.5;4;35.5327749252;5;17.0;33.0029907227;7;37.3722009659;
