Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;4;20.0;2;8.0;10.5;5;21.0;
6;1;10.0;10.0;4;20.0;2;9.0;10.0;5;21.0299999714;
7;1;11.0;10.0;4;20.0;2;9.5;10.0;5;22.0605909824;
8;1;11.0;10.0;4;20.3999996185;2;9.72500038147;10.5;4;23.1523712873;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.96125030518;11.0249996185;4;24.0663131475;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;10.1572189331;11.4604873657;4;24.8162039518;
11;1;11.2971115112;10.4951858521;2;22.0419120789;2;10.3160114288;11.8133583069;4;26.4030125141;
12;1;11.6125736237;11.0209560394;3;22.9143505096;2;10.6548156738;12.5662574768;4;27.7118326426;
13;1;13.2971115112;11.4571752548;3;23.6214065552;2;12.3160114288;13.1779184341;3;28.7623742819;
14;1;14.2971115112;11.8107032776;3;24.1832637787;2;14.3160114288;13.6581430435;3;29.5902409554;
15;1;15.2971115112;12.0916318893;3;24.6226100922;2;16.3160114288;14.0246887207;3;30.236905694;
16;1;16.2971115112;12.3113050461;3;24.9617595673;2;17.3160114288;14.2982578278;3;30.7425762415;
17;1;17.2971115112;12.4808797836;3;25.0;2;18.3160114288;14.4989318848;4;30.8538492918;
18;1;18.2971115112;12.5;3;25.0;2;19.3160114288;14.5;4;30.96778965;
19;1;19.2971115112;12.5;4;25.0;2;20.3160114288;14.5;4;31.0864908695;
20;1;19.5;12.5;4;25.0;2;20.5249996185;14.5;4;31.2098755836;
