Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;4;20.0;1;8.0;12.0;3;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;3;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;3;20.0;
6;1;10.0;10.0;3;20.0;1;9.0;10.0;2;20.0;
7;1;11.0;10.0;3;20.0;1;9.5;10.0;2;20.0;
8;1;11.0;10.0;3;20.3999996185;1;9.5;10.0;2;20.3999996185;
9;1;11.1199998856;10.1999998093;3;20.7264003754;1;9.59000015259;10.1999998093;2;20.7264003754;
10;1;11.2179203033;10.3632001877;3;20.9903717041;1;9.66343975067;10.3632001877;2;20.9903717041;
11;1;11.2971115112;10.4951858521;3;22.0419120789;1;9.72283363342;10.4951858521;2;22.0419120789;
12;1;11.6125736237;11.0209560394;3;22.9143505096;1;9.95943069458;11.0209560394;2;22.9143505096;
13;1;13.2971115112;11.4571752548;3;23.6214065552;1;11.7228336334;11.4571752548;2;23.6214065552;
14;1;14.2971115112;11.8107032776;3;24.1832637787;1;12.7228336334;11.8107032776;2;24.1832637787;
15;1;15.2971115112;12.0916318893;4;24.6226100922;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;16.2971115112;12.3113050461;3;24.9617595673;2;14.7228336334;12.3113050461;2;24.9617595673;
17;2;17.2971115112;12.4808797836;4;25.0;2;15.7228336334;12.4808797836;2;25.0;
18;2;18.2971115112;12.5;4;25.0;2;16.7228336334;12.5;3;25.0;
19;2;19.2971115112;12.5;4;25.0;2;17.625;12.5;3;25.0;
20;2;19.5;12.5;5;25.0;2;17.625;12.5;5;25.0;
21;2;19.5;12.5;5;25.0;2;17.625;12.5;5;25.0;
22;2;19.5;12.5;5;25.0;2;17.625;12.5;5;25.0;
23;2;19.5;12.5;5;25.0;2;17.625;12.5;5;25.0;
24;2;19.5;12.5;5;25.0;2;17.625;12.5;6;25.0;
25;3;20.5;12.8000001907;4;26.0;2;17.625;12.5;6;25.0;
26;3;21.5;12.8000001907;3;26.0399999619;2;17.625;12.5;5;25.0;
27;3;21.8120002747;12.5;2;26.0811839104;2;17.625;12.5;5;25.0;
28;3;21.5;12.8243551254;2;26.1235535145;2;17.625;12.5;5;25.0;
29;3;21.8370666504;12.5;2;26.1671074629;3;18.625;12.8999996185;4;26.0;
30;3;21.5;13.0835533142;2;26.211841464;3;19.625;12.8999996185;4;26.0399999619;
31;3;21.8635520935;12.5;2;26.2577478886;3;17.8589992523;13.5;4;26.0811839104;
32;3;21.5;13.1288738251;2;26.3048160076;3;16.8682670593;14.5;4;26.1235535145;
33;3;21.5;13.1524076462;2;26.3530313969;3;15.8777999878;15.5;4;26.1671074629;
34;3;21.9059104919;12.5;2;26.4023760557;3;14.8875989914;16.5;4;26.211841464;
35;3;19.9207134247;13.5;3;26.4528282881;3;14.2726640701;17.5;4;26.2577478886;
36;3;18.9358482361;14.5;3;26.5043625832;3;14.2829933167;18.5;4;26.3048160076;
37;3;17.9513092041;15.5;3;26.5569496155;4;14.2935838699;19.5;3;26.3530313969;
38;3;16.9670848846;16.5;3;26.6105561256;4;14.0;20.5;3;26.4023760557;
39;3;15.9831666946;17.5;3;26.6651450396;4;14.3155345917;21.5;5;26.4528282881;
40;3;14.99954319;18.5;3;26.72067523;4;14.3268861771;22.5;6;26.5043625832;
41;4;16.5;17.8603382111;3;27.7771017551;5;14.3384819031;23.5;5;26.5569496155;
42;4;19.0331306458;16.0;3;27.9643759727;5;14.3503131866;24.5;6;26.6105561256;
43;4;19.5;15.9821872711;5;28.167876482;5;14.3623752594;25.5;6;26.6651450396;
44;4;18.4503631592;15.5;5;28.3889783621;5;14.3746576309;26.5;6;26.72067523;
45;4;18.9313163757;14.4756269455;5;28.6290781498;5;14.3871517181;27.5;7;27.7771017551;
46;4;20.1032218933;17.4756278992;5;28.8895612955;5;15.0;29.5;8;27.90437603;
47;4;21.1212539673;20.4756278992;5;29.1717619896;5;16.4127349854;29.5;9;29.3416278362;
48;4;21.5;23.4756278992;5;29.4769134521;5;16.4381828308;30.5;9;30.5223155022;
49;4;23.1577949524;26.4756278992;5;29.8060872555;5;16.4647026062;31.5;10;31.4809473753;
50;4;23.5;28.4756278992;5;30.160125494;5;16.4922828674;32.5;10;32.2587337494;
51;4;24.1948299408;27.5;5;30.53956604;5;16.5208930969;33.5;11;32.8961292505;
52;4;24.2134780884;27.5;5;30.9445617199;5;16.5505065918;34.5;12;33.1641815901;
53;4;24.2321853638;27.5;6;31.3748025894;5;17.5810775757;34.5;12;33.4056046009;
54;4;24.2509231567;27.5;6;31.8294415474;6;18.6125564575;35.5;13;33.6556050777;
55;4;24.2696743011;27.5;7;32.3070340157;6;19.0;36.5;14;33.9138836861;
56;4;23.5;28.5;6;32.8054995537;6;20.0;37.5;14;34.180072546;
57;4;24.3071117401;27.5;6;33.3221096992;6;21.7118015289;38.5;15;34.4537339211;
58;5;24.5;29.5;6;34.8535118103;6;22.7462272644;37.5;15;34.7343616486;
59;5;25.5;30.9071865082;6;35.4457907677;6;23.3061752319;36.5;16;35.0213825703;
60;5;26.3627662659;30.5;7;36.0465481281;6;23.3415489197;35.5;17;35.3141591549;
61;5;25.5;32.5;7;36.6511129141;6;23.3772392273;34.5;17;35.6119945049;
62;5;25.5;33.9987792969;8;37.2546559572;6;23.4131374359;33.5;17;36.914137125;
63;5;25.5;34.028793335;9;37.8523712158;6;24.449131012;33.5;17;37.3197869062;
64;5;25.5;34.0584869385;8;38.4396605492;6;25.4851055145;33.5;17;39.4035983086;
65;5;25.5;34.0878372192;9;39.0123063326;6;25.8759975433;33.5;17;41.1456475258;
66;4;23.5;29.1168022156;9;29.7470277548;7;26.1852684021;33.9367446899;13;51.997371316;
67;3;21.5;24.145362854;9;28.346971035;9;26.2696342468;37.1544303894;10;55.1431766748;
68;3;21.5;24.1734848022;9;28.4022974968;9;28.3925285339;40.3866271973;10;56.495693922;
69;3;21.5;24.2011489868;10;28.4566559792;9;30.4249992371;40.4158821106;10;58.6997095346;
70;3;22.5;22.5;9;28.5100040436;9;30.4249992371;44.3710517883;10;59.9250941277;
71;3;21.5;23.5;10;28.5623030663;9;32.4249992371;46.1740684509;10;61.1384797096;
