Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.19999980927;11.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;8.21199989319;10.0;3;21.1229639053;1;8.0;12.0;6;20.0;
4;2;9.22459316254;10.0;3;21.1889609098;2;8.0;11.3000001907;3;21.0;
5;2;9.23779201508;10.0;3;21.2580518723;2;8.14999961853;10.0;3;21.0900000334;
6;2;10.377415657;10.0;3;21.3302885294;2;9.24524974823;10.0;3;21.1871190071;
7;2;11.3990869522;10.0;3;21.4057120085;2;9.76710128784;10.0;2;21.2917383909;
8;2;11.421713829;10.0;3;21.8984082937;2;9.79064083099;10.0;2;21.817143321;
9;2;11.5695228577;10.1999998093;3;22.3222295046;2;9.90885734558;10.1999998093;2;22.2793469429;
10;2;11.6966686249;10.3632001877;3;22.688400507;2;10.0128526688;10.3632001877;1;22.6900259256;
11;2;11.806520462;10.4951858521;3;23.8809107542;2;10.1052560806;10.4951858521;1;23.9506295919;
12;2;12.164273262;11.0209560394;3;24.9034298658;2;10.3888921738;11.0209560394;1;25.0538563728;
13;2;14.8488111496;11.4571752548;3;25.7698295116;2;12.2042226791;11.4571752548;1;26.0146684647;
14;2;16.8488121033;11.8107032776;3;26.500371933;2;14.2042226791;11.8107032776;1;26.8543052673;
15;2;17.9922447205;12.0916318893;3;27.1177392006;2;16.2042217255;12.0916318893;1;27.5962526798;
16;2;19.0456504822;12.3113050461;4;27.6441450119;2;17.3919029236;12.3113050461;1;28.2632865906;
17;3;20.1018276215;12.4808797836;3;27.878672123;2;18.4656772614;12.4808797836;1;28.6547400951;
18;3;21.1607131958;12.5;3;28.0836718082;2;19.5451507568;12.5;2;29.0328326225;
19;3;22.2222137451;12.5;3;28.2969486713;2;20.5323867798;12.5;2;29.4347915649;
20;3;22.4890842438;12.5;3;28.5179448128;2;20.6228275299;12.5;2;29.8589887619;
21;3;22.5553836823;12.5;3;28.7459800243;2;20.7182731628;12.5;2;30.3031497002;
22;3;22.6237945557;12.5;3;28.9802544117;2;20.8182086945;12.5;2;30.7643566132;
23;3;22.6940765381;12.5;3;29.2198557854;2;20.9219799042;12.5;3;31.2390885353;
24;3;22.7659568787;12.5;3;29.4637694359;3;21.0287952423;12.5;2;31.7232985497;
25;3;22.8391304016;12.5;3;29.7108941078;3;21.1377410889;12.5;3;32.2125329971;
26;3;21.5;13.5;3;29.9600582123;3;21.2478199005;12.5;3;32.7020812035;
27;3;20.5;13.5;3;30.2100424767;3;21.3579673767;12.5;3;33.1871519089;
28;3;20.5;13.5;3;30.4596014023;3;21.4671096802;12.5;3;33.6630582809;
29;3;21.5;14.5;3;30.7074890137;3;17.625;14.5;3;34.1254005432;
30;3;20.5;13.5;4;30.952483654;3;16.625;16.5;3;34.570227623;
31;3;20.2857456207;14.5;5;31.1934113503;3;15.625;18.5;3;34.9941673279;
32;3;19.3580226898;15.5;5;31.429169178;3;14.625;20.5;3;35.3945169449;
33;3;18.4287509918;16.5;5;31.6587438583;3;14.0;22.5;3;35.7692890167;
34;3;17.5;15.5;5;31.8812294006;3;14.0;24.5;3;36.1172132492;
35;3;18.5;15.5;5;32.0958390236;3;14.0;26.5;3;36.4376983643;
36;3;17.5;14.5;5;32.3019137383;3;14.0;28.5;4;36.7307662964;
37;3;17.5;15.5;5;32.4989256859;3;15.0;30.4115371704;4;37.9969644547;
38;3;16.5;14.5;5;32.6864795685;3;16.0;30.8978748322;4;38.2772674561;
39;3;15.5;14.5;5;32.8643078804;3;16.2340011597;32.0660858154;5;38.5341620445;
40;4;16.5;14.0;4;34.0322656631;3;16.2432670593;33.2170829773;6;38.7691814899;
41;4;18.5;15.0;4;34.330319047;3;16.2527999878;34.351940155;6;38.9840039015;
42;4;19.841999054;15.5;4;34.636542201;3;16.2625999451;35.4718284607;6;39.18037498;
43;4;20.5;17.1490020752;5;34.9529359341;3;16.2726631165;36.5779724121;7;39.2577478886;
44;4;21.5;17.4764690399;5;35.2816318274;3;16.2829933167;37.5999984741;8;39.3048160076;
45;4;24.0026359558;20.2379283905;5;35.6248334646;3;17.2935829163;36.5999984741;8;39.3530313969;
46;4;26.0696105957;22.2379283905;6;35.9847471714;3;17.3044319153;35.5999984741;8;39.4023760557;
47;4;26.7954235077;24.2379283905;6;36.3635015488;4;18.3155345917;35.2999992371;8;40.4528282881;
48;4;26.9090518951;26.2379283905;8;36.7282443047;4;18.3268852234;36.5999984741;8;40.544362545;
49;4;26.2000007629;28.2379283905;7;37.0630478859;4;20.5724811554;34.5999984741;8;40.6381335258;
50;4;27.1189155579;27.5;6;37.4286823273;5;22.3503131866;35.5;8;40.7341096401;
51;4;25.2286052704;28.5;7;37.8254261017;5;23.9249992371;36.5;10;40.8322525024;
52;4;24.6476287842;29.5;8;38.2529010773;5;25.1875991821;37.5;10;40.9325166941;
53;4;24.7758712769;30.5;8;38.7099647522;5;26.3121528625;38.5;10;41.0348496437;
54;4;23.5;32.5;10;39.194621563;5;28.2328414917;38.5;10;42.1391919851;
55;4;23.5;34.0;10;39.7039737701;5;28.8435821533;38.5;11;42.4554768801;
56;4;24.5;32.0;9;40.2342166901;5;29.2802314758;38.5;12;44.6825540066;
57;4;25.3702659607;32.0;10;40.7806944847;5;29.400056839;39.5;12;46.6525429487;
58;4;23.5;33.0;11;41.3380203247;5;30.1004314423;38.6171875;13;48.4076677561;
59;4;23.5;34.0;11;41.9002580643;5;30.4151115417;38.9937896729;13;49.9987353086;
60;4;24.5;32.0;12;42.4611558914;5;30.6783428192;39.2754020691;13;51.4770429134;
61;4;25.5;32.0;13;43.0144176483;5;30.8997688293;39.4822807312;14;52.6249250174;
62;4;26.2043247223;32.0;13;43.5539827347;5;31.0285816193;39.5;14;53.7958538532;
63;4;26.3661956787;32.0;13;44.0742940903;5;31.14270401;39.5;14;55.0341444016;
64;5;25.4700584412;31.6399993896;12;59.5705242157;5;31.2508964539;39.5;16;56.3080837727;
65;6;27.6040420532;30.6399993896;11;60.7887430191;5;31.3454704285;39.5;16;57.540286541;
66;6;29.7304611206;30.6399993896;12;61.8953905106;5;31.4093608856;39.5;16;58.8672873974;
67;6;31.2785243988;30.6399993896;12;62.8877191544;5;31.474773407;39.5;17;60.2760334015;
68;6;32.3877182007;30.7992706299;12;63.7673177719;5;31.541557312;39.5;18;61.7474310398;
69;6;31.3877162933;30.7483730316;12;66.3144979477;5;31.6095523834;39.5;17;63.2569696903;
70;6;31.7063159943;31.169834137;12;68.473197937;5;30.99584198;40.5;15;64.7762365341;
71;6;32.0244750977;31.4921474457;11;71.281211853;5;32.7484397888;39.5;14;68.4363539219;
72;6;31.2267112732;34.7894096375;10;72.8231296539;5;34.220413208;40.0800018311;15;69.8474609852;
73;6;31.3852920532;38.0118942261;10;73.9574532509;5;35.192276001;39.9720001221;15;71.2196512222;
74;7;31.4693412781;38.1021499634;10;74.782282114;5;36.0244216919;39.8748016357;15;72.5084052086;
75;7;32.2315139771;40.1021499634;10;75.4823139906;5;36.3143920898;39.7873191833;14;73.6808636189;
76;7;31.2599983215;43.1021499634;9;75.7850779295;5;34.306854248;40.7085876465;14;74.7179198265;
77;7;31.2599983215;45.1021499634;10;76.053178072;5;33.3045272827;41.6377296448;14;75.6137003899;
78;6;30.5247650146;47.1021499634;11;76.2905128002;6;28.285905838;45.5739555359;13;76.3731002808;
79;5;27.5761375427;44.1021499634;11;75.0;7;29.1040840149;47.5165596008;12;78.3131616116;
80;5;24.5799980164;47.1021499634;12;75.0;7;31.0334358215;46.5165596008;12;78.8886115551;
81;5;22.8799991608;50.1021499634;12;75.0;7;31.2224407196;49.5165596008;12;79.374483943;
82;5;22.3199996948;53.1021499634;13;75.0;7;28.0364627838;52.5165596008;11;79.7155374289;
83;5;22.3199996948;56.1021499634;14;75.0;7;29.0364627838;52.5165596008;14;79.8466439247;
84;5;22.3199996948;58.7021484375;15;75.0;7;31.0845584869;55.3050231934;13;80.9841451645;
85;6;22.3199996948;60.7021484375;14;75.0;7;31.9920959473;59.274520874;13;81.3667023182;
86;6;23.3199996948;59.7021484375;16;75.0;7;31.9920959473;62.2470703125;14;84.089253664;
87;6;22.3199996948;61.7021484375;16;75.0;7;30.9920959473;67.8890228271;15;86.482699275;
88;6;23.3199996948;60.7021484375;16;75.0;8;31.9920959473;65.8890228271;14;88.6205242872;
89;6;22.3199996948;58.7021484375;17;75.0;8;31.9920959473;68.7164611816;16;90.5795975924;
90;6;20.3199996948;58.7021484375;18;75.0;8;32.9920959473;67.9627532959;17;92.162042141;
91;6;19.0;58.7021484375;19;75.0;8;31.5313243866;68.9627532959;18;93.7289674282;
92;6;19.0;58.7021484375;20;75.0;8;31.5799484253;71.9627532959;18;95.3708529472;
93;6;19.0;58.7021484375;20;75.0;8;31.6266765594;70.0;18;96.9354913235;
94;6;19.0;58.7021484375;19;75.0;8;30.9920959473;72.0;19;98.6064021587;
95;6;19.0;58.7021484375;20;75.0;8;32.9920959473;75.0;20;100.395098686;
96;6;19.0;58.7021484375;21;75.0;8;34.6596450806;78.0;20;102.284481287;
97;6;19.0;58.7021484375;21;75.0;8;35.25;76.0;21;104.24649334;
98;6;19.0;58.7021484375;22;75.0;8;34.0864715576;78.0;21;106.242805958;
99;6;19.0;58.7021484375;22;75.0;8;33.25;78.5344238281;22;108.227608204;
100;6;19.0;58.7021484375;23;75.0;8;35.25;77.6502990723;22;110.152347565;
101;6;19.0;58.7021484375;23;75.0;8;35.25;80.7592468262;23;111.97155118;
102;6;19.0;58.7021484375;24;75.0;8;35.25;83.861328125;24;113.648325205;
103;6;19.0;58.7021484375;25;75.0;8;36.25;84.9566726685;26;115.158130407;
104;6;19.0;58.7021484375;25;75.0;8;37.25;81.861328125;27;114.948843002;
105;6;19.0;58.7021484375;25;75.0;8;38.9180297852;80.6613311768;25;114.704186916;
106;6;21.0;57.7021484375;26;75.0;8;36.8332519531;79.4813232422;25;114.421942234;
107;6;19.0;56.7021484375;25;75.0;8;36.6524276733;81.3193283081;25;114.107075691;
108;6;20.0;55.1021499634;25;75.0;8;37.4896850586;81.1735305786;26;113.768389702;
109;6;20.0;56.1021499634;24;75.0;8;38.0434799194;82.1809844971;26;113.415941954;
110;6;19.0;56.1021499634;23;75.0;8;36.1772613525;85.0628814697;25;112.909514904;
