Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;6;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;6;20.3999996185;
9;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;11.2179203033;10.3632001877;5;20.9903717041;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;11.2971115112;10.4951858521;5;22.0419120789;2;9.72283363342;10.9951858521;5;23.0419120789;
12;1;11.6125736237;11.0209560394;5;22.9143505096;2;9.95943069458;11.0209560394;5;23.944350481;
13;1;12.6125736237;11.4571752548;5;23.6214065552;2;11.7228336334;11.4571752548;5;25.5985720158;
14;1;13.6125736237;11.8107032776;5;24.1832637787;2;13.7228336334;12.2689905167;5;26.9700162411;
15;2;15.2549791336;12.2916316986;4;25.6226100922;2;15.7228336334;12.939125061;5;28.0684044361;
16;2;16.3867835999;12.3113050461;4;25.9817595482;2;16.7228336334;13.4724435806;5;28.9239186049;
17;2;16.488527298;12.4808797836;4;26.0401959419;2;17.7228336334;13.8840417862;5;29.5765529871;
18;2;16.5;12.5;4;26.0605818033;2;18.7228336334;14.1939220428;6;30.0676279068;
19;2;18.488527298;12.5;5;26.0811508894;2;19.7228336334;14.422750473;5;30.2560760975;
20;2;19.488527298;12.5;5;26.1018965244;2;20.5249996185;14.5;4;30.2905418873;
