Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;3;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;2;20.0;
6;1;10.0;10.0;4;20.0;1;9.0;10.0;2;20.0;
7;1;11.0;10.0;4;20.0;1;9.5;10.0;2;20.0;
8;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;2;20.3999996185;
9;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.59000015259;10.1999998093;2;20.7264003754;
10;2;11.2179203033;10.5631999969;2;21.9903717041;1;9.66343975067;10.3632001877;2;20.9903717041;
11;2;11.597111702;10.4951858521;2;23.0719120502;1;9.72283363342;10.4951858521;2;22.0419120789;
12;2;11.9215736389;11.0209560394;2;23.9749414921;1;9.95943069458;11.0209560394;2;22.9143505096;
13;2;13.9215736389;11.4571752548;3;24.7131726742;1;11.7228336334;11.4571752548;2;23.6214065552;
14;2;15.9215736389;11.8107032776;2;25.3067810535;1;12.7228336334;11.8107032776;2;24.1832637787;
15;2;16.94962883;12.0916318893;2;25.7784451246;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;17.9593238831;12.3113050461;2;26.1504684687;2;14.7228336334;12.3113050461;3;24.9617595673;
17;2;18.9691867828;12.4808797836;2;26.2221269608;2;15.7228336334;12.4808797836;4;25.0;
18;2;19.9792118073;12.5;2;26.2560760975;2;16.7228336334;12.5;5;25.0;
19;2;20.989397049;12.5;2;26.2905418873;2;17.625;12.5;5;25.0;
20;2;21.8871631622;12.5;3;26.3255085945;2;17.625;12.5;5;25.0;
21;2;21.8976516724;12.5;3;26.3609591722;2;17.625;12.5;4;25.0;
22;2;21.9082870483;12.5;3;26.3968753815;2;17.625;12.5;4;25.0;
23;2;21.9190635681;12.5;3;26.4332377911;2;17.625;12.5;5;25.0;
24;2;21.9299716949;12.5;3;26.4700255394;2;17.625;12.5;6;25.0;
25;2;21.5;12.9410076141;3;26.5072168112;2;17.625;12.5;7;25.0;
26;2;21.9521656036;12.5;2;26.5447884798;2;17.625;12.5;7;25.0;
27;2;21.9634361267;12.5;2;26.5827163458;2;17.625;12.5;7;25.0;
28;2;21.5;13.2913579941;4;26.6209751368;2;17.625;12.5;7;25.0;
29;2;21.9862918854;12.5;4;26.6595385075;2;17.625;12.5;7;25.0;
30;2;21.9978618622;12.5;5;26.6983793974;2;17.625;12.5;7;25.0;
31;2;22.009513855;12.5;5;26.7374696732;2;15.625;13.5;7;25.0;
32;2;22.0212402344;12.5;5;26.7767804861;2;14.625;14.5;7;25.0;
33;2;21.5;13.3883905411;5;26.8162822723;2;13.625;15.5;7;25.0;
34;2;22.044883728;12.5;6;26.8559447527;2;12.625;16.5;8;25.0;
35;2;22.0567836761;12.5;6;26.8957372904;2;12.0;17.5;8;25.0;
36;2;22.0687217712;12.5;7;26.9356285334;2;12.0;18.5;8;25.0;
37;2;21.5;13.4678144455;7;26.9755871296;2;12.0;19.5;8;25.0;
38;2;22.0926761627;12.5;8;27.015581131;2;12.0;20.5;8;25.0;
39;2;22.104675293;12.5;9;27.0555787086;2;12.0;21.5;8;25.0;
40;2;21.5;13.5;9;27.0955479145;2;12.0;22.5;8;25.0;
41;2;22.1286640167;12.5;9;27.135456562;2;12.0;23.5;8;25.0;
42;2;21.5;13.5;10;27.17527318;2;12.0;24.5;9;25.0;
43;2;22.1525821686;15.5;11;27.2149660587;3;13.0;26.3999996185;9;26.0;
44;2;22.1644897461;17.5;10;27.2545039654;3;14.0;26.5;10;26.0700000525;
45;2;21.5;19.5;10;27.293856144;3;14.0;27.5;11;27.3941510916;
46;2;22.1881561279;21.5;10;27.3329925537;3;14.0;28.5;12;28.4569673538;
47;2;22.1998977661;22.5;10;27.3718836308;3;14.0;29.5;12;29.293027997;
48;2;22.2115650177;22.5;9;27.4105007648;3;14.0;30.5;13;29.9436507225;
49;2;22.2231502533;22.5;8;27.4488155842;3;14.0;31.5;13;30.4494355917;
50;2;22.2346439362;22.5;7;27.4868011475;4;14.0;32.5;12;30.5816155672;
51;2;22.2460403442;22.5;8;27.5244314671;4;14.0;33.5;12;30.6831297874;
52;2;22.2573299408;22.5;8;27.5616812706;4;14.0;34.5;12;30.7894508839;
53;2;21.5;23.5;8;27.5985264778;4;15.0;32.5;12;30.9005856514;
54;2;22.2795581818;22.5;8;27.6349442005;4;14.0;33.5;13;31.0165102482;
55;2;22.2904834747;22.5;8;27.6709127426;4;14.0;34.5;13;31.1371679306;
56;3;22.3012733459;22.5;6;27.7064116001;4;15.0;33.5;14;31.2624664307;
57;3;22.3119239807;22.5;7;27.7414214611;4;16.0;33.5;15;31.3922762871;
58;3;21.5;23.5;8;27.7759244442;4;17.0;33.5;16;31.5264284611;
59;4;21.5;23.8879623413;7;27.8099038601;4;18.0;33.5;17;31.6647143364;
60;4;21.5;23.9049530029;7;27.84334445;4;19.0;33.5;17;31.8068845272;
61;4;21.5;23.921672821;7;27.8762321472;4;20.0;32.5;18;31.9526493549;
62;4;22.3628692627;22.5;7;27.9085543156;4;20.5249996185;31.5;18;32.1016800404;
63;4;22.3725662231;22.5;6;28.940299511;4;20.5249996185;30.5;20;32.2536101341;
64;5;21.75;24.5;4;54.0214579105;4;20.5249996185;29.5;20;32.408039093;
65;5;23.75;26.8668708801;4;55.8519749641;4;20.5249996185;28.5;20;32.5645349026;
66;5;22.75;29.8800010681;4;57.3103250265;4;20.5249996185;27.5;20;32.722638607;
67;5;22.75;32.0645637512;5;59.449031949;4;20.5249996185;26.5;19;32.8818693161;
68;5;23.75;34.9562911987;4;60.3548550606;5;20.5249996185;26.5;17;49.0417299271;
69;5;24.75;37.4596977234;5;62.2453165054;5;21.5249996185;27.5;18;49.4417123795;
70;6;24.75;39.3084106445;3;64.7576036453;5;22.4349994659;29.2999992371;18;49.8004097939;
71;6;25.0;41.2319641113;3;66.669826746;5;23.3540000916;31.045173645;18;50.1168346405;
72;6;26.0;43.1946105957;3;68.1066160202;5;24.2810993195;32.0260009766;16;50.3925790787;
73;6;27.0;44.828502655;3;69.0017668009;5;25.2154903412;33.0217666626;16;50.6309289932;
74;6;28.0;45.8980789185;3;69.3860234022;5;26.1564407349;33.030418396;15;50.8360943794;
75;6;29.0;46.9948577881;4;69.0940426588;5;27.1032981873;33.0500793457;11;51.0126218796;
76;6;30.0;47.8437385559;3;70.2838710546;5;28.0554676056;33.0790481567;12;51.005022049;
77;6;31.5;49.9334831238;3;70.5375276804;5;29.0124206543;33.1157722473;12;50.976369381;
78;6;32.5;52.0251083374;4;70.7979329824;5;29.9736785889;33.1588592529;12;50.9610466957;
79;7;32.5;55.0829391479;3;71.0650981665;6;30.4888095856;33.2070541382;10;75.9570417404;
