Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;3;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;3;20.0;1;8.0;11.0;3;20.0;
5;1;9.0;10.0;3;20.0;1;8.0;10.0;3;20.0;
6;1;10.0;10.0;3;20.0;1;9.0;10.0;3;20.0;
7;2;11.0;10.1999998093;2;21.0;1;9.5;10.0;3;20.0;
8;2;11.0;10.0;2;21.4399995804;1;9.5;10.0;3;20.3999996185;
9;2;11.1199998856;10.1999998093;2;22.6235842705;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;11.462720871;10.7712001801;2;23.6262276173;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;11.7508029938;11.2513370514;1;25.3905876875;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;12.2569313049;12.0948867798;1;26.8777146339;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;14.2569313049;12.797627449;1;28.0912694931;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;16.2569313049;13.3613300323;1;29.0578188896;1;12.7228336334;11.8107032776;3;24.1832637787;
15;2;17.2569313049;13.7992258072;1;29.8160610199;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;18.2569313049;14.1306209564;1;30.4076659679;1;14.7228336334;12.3113050461;3;24.9617595673;
17;2;19.2569313049;14.3763179779;1;30.7600411177;1;15.7228336334;12.4808797836;5;25.0;
18;2;20.2569313049;14.5;3;30.8698669672;2;16.7228336334;12.5;4;25.0;
19;3;21.2569313049;14.5;2;30.9844923019;2;17.625;12.5;4;25.0;
20;3;22.2569313049;14.5;3;31.1038696766;2;17.625;12.5;4;25.0;
21;3;22.7000007629;14.5;3;31.2279164791;2;17.625;12.5;4;25.0;
22;3;22.7000007629;14.5;3;31.3565137386;2;17.625;12.5;6;25.0;
23;3;22.7000007629;14.5;3;31.4895033836;2;17.625;12.5;6;25.0;
24;3;22.7000007629;14.5;4;31.6266872883;2;17.625;12.5;7;25.0;
25;4;22.7000007629;14.5;3;31.7678275108;2;17.625;12.5;6;25.0;
26;4;22.7000007629;14.5;4;31.9126451015;2;17.625;12.5;7;25.0;
27;4;20.7000007629;15.5;5;32.0608217716;2;17.625;12.5;8;25.0;
28;5;19.7000007629;16.5;3;55.2120013237;3;17.625;12.5;4;30.0;
29;5;21.7000007629;15.5;3;56.7457909584;3;18.625;12.5;4;30.1500000954;
30;5;23.7000007629;16.5;3;58.0281248093;3;19.625;12.5;4;30.2967748642;
31;5;23.8299999237;17.5;3;59.0769395828;3;18.625;13.5;4;30.4399585724;
32;5;23.8299999237;18.5;3;59.9229183197;3;18.2569885254;14.5;4;30.5792236328;
33;5;23.8299999237;19.5;3;60.6014695168;3;17.2987670898;15.5;4;30.7142839432;
34;5;23.8299999237;20.5;3;61.1470112801;4;17.3392848969;17.2000007629;3;31.8448963165;
35;5;23.8299999237;21.5;5;61.3179440498;4;17.7534694672;17.5;4;32.1408599615;
36;6;23.8299999237;22.5;4;61.4769330025;4;18.0545082092;18.5;4;32.4589281082;
37;6;23.8299999237;23.5;5;61.6346583366;4;18.1351604462;19.5;4;32.8025224209;
38;6;23.8299999237;24.5;6;61.7906303406;4;18.2211856842;20.5;4;33.1753102541;
39;6;23.8299999237;25.5;6;63.3443789482;4;18.3134059906;21.5;4;33.5811171532;
40;6;23.8299999237;26.5;6;64.5538597107;4;18.4126777649;22.5;4;34.02379632;
41;7;23.8299999237;27.5;4;80.4759912491;4;18.5198669434;23.5;5;34.507049799;
42;8;24.8299999237;31.5;3;81.9225540161;4;18.6358108521;24.5;5;35.0342004299;
43;8;25.8299999237;35.5;3;82.9481077194;4;18.7612609863;25.5;5;35.6079080105;
44;8;26.8299999237;39.5;4;83.6726527214;4;18.8968200684;26.5;6;36.229845047;
45;8;27.8299999237;42.7992706299;4;84.3138980865;4;19.0428733826;27.5;6;36.9003453255;
46;8;28.8299999237;45.748374939;5;84.8766403198;4;19.1995048523;28.5;6;37.586581707;
47;8;29.8299999237;46.7048683167;7;85.3673353195;4;19.3569812775;29.5;6;38.2800674438;
48;8;29.951795578;47.6680908203;7;86.7933101654;4;20.5130157471;27.5;6;39.0160870552;
49;8;31.0210800171;49.637298584;7;87.1771270037;5;19.6786193848;28.5;5;39.7867279053;
50;8;32.0786209106;51.6117248535;10;87.4174818993;5;19.1000003815;28.5;6;40.5820074081;
51;8;32.1049995422;53.5999984741;10;87.5356258154;5;21.1000003815;29.5;6;41.3902606964;
52;8;32.1049995422;55.5999984741;11;88.648810029;5;23.1000003815;30.5;6;42.1987380981;
53;8;34.1049995422;55.5999984741;11;88.7770779133;5;22.1000003815;31.5;5;42.9943685532;
54;8;34.1049995422;58.2454109192;11;88.9006963968;5;23.1000003815;32.5;6;43.7645931244;
55;8;34.1049995422;60.2546005249;10;89.0197535753;5;24.7250003815;31.5;6;45.4981632233;
56;8;35.1049995422;59.2638244629;10;89.1343570948;6;26.7250003815;31.5;5;46.2357919216;
57;8;34.1049995422;61.2730789185;11;89.239154458;6;28.6918029785;31.5;5;48.6999897957;
58;8;34.1049995422;62.2823524475;11;89.2755675316;6;29.2345523834;31.5;6;50.8362478018;
59;8;35.1049995422;60.8530578613;11;89.3121752739;6;29.7030677795;32.6171875;6;52.6577817202;
60;9;34.1049995422;61.8729171753;12;89.3489654064;6;30.1003131866;33.9937896729;6;54.1911120415;
61;9;34.1049995422;61.4816131592;13;89.3859251738;6;30.4322566986;34.2754020691;6;55.4691271782;
62;10;35.1049995422;60.912902832;14;92.9900268316;7;30.7062931061;34.4822807312;5;56.2619410753;
63;11;34.5464477539;62.4722175598;13;95.7308979034;7;30.8707008362;34.5;6;56.9167534113;
64;11;34.8847160339;63.8898925781;14;97.7803926468;8;31.0036010742;34.5;5;58.4771307707;
65;11;35.8195800781;63.6391296387;14;99.1908891201;8;32.1147994995;35.5;5;59.0034419298;
66;11;36.0094337463;137.591247559;14;97.6750160456;8;33.2066268921;36.5;7;59.4589338303;
67;11;36.3649978638;64.1131515503;14;91.2519682646;8;31.6122322083;37.5;7;59.8548158407;
68;11;37.3649978638;63.5984992981;15;89.3856042624;8;31.2423534393;38.5;7;60.0187331438;
69;11;37.7403717041;65.1793212891;15;98.2992370129;8;31.25;39.5;7;61.1525242329;
