Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;3;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;3;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;3;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;11.1199998856;10.1999998093;3;20.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.2179203033;10.5631999969;2;21.9903717041;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;11.597111702;10.4951858521;2;23.0619120598;2;9.94783401489;10.4951858521;4;23.0719120502;
12;2;11.9185733795;11.0209560394;2;23.9545464516;2;10.1911802292;11.0209560394;4;23.9749414921;
13;2;13.9185733795;11.4571752548;2;24.6819883585;2;11.9614667892;11.4571752548;4;24.7131726742;
14;2;15.9185733795;11.8107032776;2;25.2644146681;2;13.9614667892;11.8107032776;4;25.3067810535;
15;2;16.9369182587;12.0916318893;2;25.7245066166;2;15.9614667892;12.0916318893;4;25.7784451246;
16;2;17.9431419373;12.3113050461;3;26.0845712423;2;16.9828968048;12.3113050461;4;26.1504684687;
17;3;18.9494171143;12.4808797836;2;26.1438889503;2;17.9902935028;12.4808797836;4;26.2221269608;
18;3;19.6125736237;12.5;3;26.1651208401;2;18.9978122711;12.5;5;26.2560760975;
19;3;20.9621105194;12.5;3;26.1864993572;2;19.907617569;12.5;5;26.2905418873;
20;3;21.8559494019;12.5;3;26.2080165148;2;19.9153709412;12.5;5;26.3255085945;
21;3;21.8624038696;12.5;3;26.2296639681;2;19.9232387543;12.5;5;26.3609591722;
22;3;21.8688983917;12.5;3;26.2514331341;2;19.9312152863;12.5;6;26.3968753815;
23;3;21.8754291534;12.5;4;26.2733153105;2;19.9392967224;12.5;7;26.4332377911;
24;3;21.8819942474;12.5;4;26.2953014374;2;19.947479248;12.5;7;26.4700255394;
25;3;21.5;12.8885908127;4;26.3173824549;2;19.9557552338;12.5;7;26.5072168112;
26;3;19.5;13.8952150345;4;26.3395489454;2;19.9641227722;12.5;7;26.5447884798;
27;3;18.5;14.9018650055;4;26.3617914915;2;19.625;13.1179151535;8;26.5827163458;
28;3;17.5;16.1808948517;4;26.3841004372;3;19.9811115265;12.5;7;26.6209751368;
29;4;16.5;16.5;3;26.4064661264;3;19.625;13.1483898163;7;26.6595385075;
30;4;15.5;17.5;4;26.428878665;3;17.9983959198;13.5;6;26.6983793974;
31;4;14.5;19.2144393921;4;26.4513280392;3;17.0071353912;14.5;7;26.7374696732;
32;4;14.0;20.2256641388;4;26.4738043547;3;16.0159301758;15.5;7;26.7767804861;
33;4;14.0;21.2369022369;5;26.4962974787;3;15.0247755051;16.5;7;26.8162822723;
34;4;14.0;22.2481479645;5;26.5187973976;3;14.4086637497;17.5;7;26.8559447527;
35;5;14.0;23.2593994141;4;26.5412938595;2;14.4175872803;18.5;8;26.8957372904;
36;5;14.0;23.5;4;27.5637768507;2;14.4265403748;19.5;9;26.9356285334;
37;5;15.0;25.7818889618;4;27.6262360811;2;14.4355163574;20.5;10;26.9755871296;
38;5;17.0;23.0200004578;4;27.6898456812;2;14.4445075989;21.5;11;27.015581131;
39;5;16.0;24.0405921936;4;27.754597187;2;14.4535055161;22.5;11;27.0555787086;
40;5;16.3370666504;24.5;4;27.820479393;2;14.4625053406;23.5;12;27.0955479145;
41;5;17.0;23.0835533142;4;27.8874781132;2;14.4714984894;24.5;12;27.135456562;
42;5;16.3635520935;23.5;4;27.9555760622;2;14.4804782867;25.5;13;27.17527318;
43;5;16.3773231506;24.5;5;28.0247528553;2;14.4894361496;26.5;13;27.2149660587;
44;5;17.0;23.1524085999;5;28.0949845314;2;14.4983673096;27.5;14;27.2545039654;
45;5;16.4059104919;23.5;6;28.1662437916;2;14.5072631836;28.5;14;27.293856144;
46;5;16.4207115173;24.5;6;28.2384997606;2;14.5161170959;29.5;16;27.3329925537;
47;5;17.0;23.2264137268;5;28.3117179871;2;15.5249233246;27.5;16;27.3718836308;
48;5;16.4513092041;23.5;4;28.3858603239;2;14.5336742401;28.5;16;27.4105007648;
49;5;17.4670848846;23.5;5;28.4608850479;2;14.5423622131;29.5;18;27.4488155842;
