Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;2;7.0;14.3000001907;3;21.0;
2;1;7.0;11.0;4;20.0;2;9.0;13.0;3;21.0900000334;
3;1;8.0;10.0;4;20.0;2;11.0;12.0;3;21.1871190071;
4;1;9.0;10.0;4;20.0;2;11.178068161;11.0;3;21.2917383909;
5;1;9.0;10.0;4;20.0;2;12.290640831;10.0;3;21.4042263031;
6;1;10.0;10.0;4;20.0;2;12.8159503937;10.0;3;21.5249304771;
7;1;11.0;10.0;4;20.0;2;12.8431091309;10.0;3;22.0694183111;
8;2;11.0;10.1999998093;3;21.3999996185;2;12.9656190872;10.1999998093;3;22.5515855551;
9;2;11.4200000763;10.1999998093;3;21.7264003754;2;13.0741062164;10.3632001877;3;23.8668255806;
10;2;11.5179204941;10.3632001877;3;21.9903717041;2;13.3700361252;10.9097137451;3;25.0237190723;
11;2;11.597111702;10.4951858521;3;23.0719120502;2;13.6303367615;11.3658018112;3;26.0350353718;
12;2;11.9215736389;11.0209560394;3;23.9749414921;2;15.6303367615;11.7372808456;3;26.9207777977;
13;2;13.9215736389;11.4571752548;4;24.7131726742;2;17.6303367615;12.0336990356;3;27.703961134;
14;2;15.9215736389;11.8107032776;3;25.3067810535;2;18.8281841278;12.2662630081;3;28.4073903561;
15;2;16.94962883;12.0916318893;3;25.7784451246;2;19.9054527283;12.446267128;3;28.8833937645;
16;2;17.9593238831;12.3113050461;3;26.1504684687;2;20.9883747101;12.5;3;29.2762613297;
17;2;18.9691867828;12.4808797836;3;26.2221269608;2;22.0767688751;12.5;5;29.692073822;
18;2;19.9792118073;12.5;3;26.2560760975;3;23.1703262329;12.5;4;30.1288084984;
19;2;20.989397049;12.5;3;26.2905418873;3;23.7789821625;12.5;5;30.5837950706;
20;2;21.8871631622;12.5;4;26.3255085945;3;23.8813533783;12.5;5;31.0537385941;
21;2;21.8976516724;12.5;4;26.3609591722;3;23.9870910645;12.5;5;31.534784317;
22;2;21.9082870483;12.5;4;26.3968753815;3;22.625;13.5;6;32.0226202011;
23;2;21.9190635681;12.5;5;26.4332377911;3;22.625;14.5;6;32.5126152039;
24;2;21.5;12.9299716949;5;26.4700255394;3;23.625;12.5;6;32.9999876022;
25;2;19.5;13.9410076141;5;26.5072168112;3;20.625;14.5;6;33.4799880981;
26;2;18.5;14.95216465;6;26.5447884798;3;19.625;16.5;6;33.9480848312;
27;3;19.9634361267;12.5;5;26.5827163458;3;18.625;18.5;6;34.4001340866;
