Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;4;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;4;20.3999996185;2;9.5;10.3000001907;4;21.3999996185;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.81500053406;10.1999998093;4;21.7664003372;
10;2;11.2179203033;10.5631999969;3;21.9903717041;2;9.89743995667;10.3632001877;4;22.0715556145;
11;2;11.2971115112;10.4951858521;3;23.1119121313;2;9.96609973907;10.4951858521;4;23.1762773991;
12;2;11.6125736237;11.0209560394;3;24.9401773214;2;10.2146625519;11.0209560394;4;24.1039098501;
13;2;13.6125736237;11.8980131149;3;26.4949178696;2;11.9904842377;11.4571752548;4;24.8681889772;
14;2;15.6125736237;12.6361627579;3;27.7725716829;2;13.9904842377;11.8107032776;4;25.4893084764;
15;2;16.6125736237;13.2335596085;3;28.7950167656;2;15.7228336334;12.4834451675;3;25.9899599552;
16;2;17.6125736237;13.7010850906;3;29.5989068747;2;16.7228336334;12.7215099335;3;26.3924539089;
17;2;18.6125736237;14.0570163727;3;30.2258702517;2;18.0447406769;12.4808797836;3;26.4960671663;
18;2;19.6125736237;14.3221273422;5;30.6831297874;2;18.7228336334;12.9488201141;4;26.5634490252;
19;3;20.6125736237;14.5;4;30.7894508839;2;19.976776123;12.5;4;26.6328122616;
20;3;21.6125736237;14.5;5;30.9005856514;2;19.625;12.9898433685;4;26.7041202784;
21;3;22.6125736237;14.5;5;31.0165102482;2;20.0084266663;12.5;4;26.7773271799;
22;3;22.7000007629;14.5;5;31.1371679306;2;19.625;13.2109308243;5;26.8523778915;
23;3;22.7000007629;14.5;5;31.2624664307;2;19.625;13.2409515381;5;26.9292075634;
24;3;22.7000007629;14.5;5;31.3922762871;2;20.0590724945;12.5;6;27.0077416897;
25;3;22.7000007629;14.5;5;31.5264284611;2;20.0767421722;12.5;6;27.0878958702;
26;3;22.7000007629;14.5;5;31.6647143364;3;20.0947761536;12.5;5;27.1695766449;
27;3;22.7000007629;14.5;6;31.8068845272;3;20.113155365;12.5;5;27.2526805401;
28;4;22.7000007629;14.5;4;31.9526493549;3;19.625;13.4010725021;5;27.3370957375;
29;4;22.7000007629;14.5;4;32.1016800404;3;18.1508464813;13.5;5;27.4227013588;
30;4;22.7000007629;14.5;5;32.2536101341;3;17.1701087952;14.5;5;27.5093686581;
31;4;20.7000007629;15.5;5;32.408039093;3;16.1896076202;15.5;5;27.5969614983;
32;4;19.7000007629;16.5;6;32.5645349026;3;15.2093162537;16.5;5;27.6853370667;
33;4;18.7000007629;17.5;7;32.722638607;3;14.6042003632;17.5;5;27.7743468285;
34;4;17.7000007629;18.5;8;32.8818693161;3;14.6242275238;18.5;4;27.863837719;
35;4;16.7000007629;19.5;8;33.0417299271;3;14.6443634033;19.5;6;27.9536523819;
36;4;15.7000007629;20.5;8;32.8017129898;3;14.6645717621;20.5;6;28.0436308384;
37;4;16.7000007629;18.5;8;32.6013054848;3;14.6848163605;21.5;6;28.1336119175;
38;4;17.7000007629;17.5;8;32.436000824;3;14.7050628662;22.5;8;28.2234334946;
39;4;15.7000007629;18.5;9;32.301697731;3;14.7252731323;23.5;8;28.3129341602;
40;4;14.7000007629;19.5;8;32.1946706772;3;14.7454099655;24.5;10;28.4019548893;
41;4;14.0;20.5;8;32.1115403175;3;14.7654399872;25.5;10;28.4903392792;
42;4;14.0;21.5;9;32.049246788;3;14.785326004;26.5;10;28.5779349804;
43;4;14.0;22.5;9;32.005022049;3;14.8050355911;27.5;12;28.6645948887;
44;3;14.0;23.5;9;31.976369381;4;14.8245334625;28.5;11;28.7501780987;
45;3;14.0;24.5;9;31.9610466957;4;14.8437900543;29.5;13;28.8345503807;
46;3;14.0;25.5;9;31.9570417404;4;15.8627738953;27.5;15;28.9175856113;
47;3;15.0;24.5;7;31.9625558853;6;14.8814563751;28.5;12;38.9991660118;
48;3;16.0;24.5;6;31.9759907722;6;15.8998126984;29.5;11;39.4791822433;
49;3;17.0;24.5;7;31.9959292412;7;17.9178161621;27.5;11;68.681936264;
