Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;4;20.0;
4;2;9.0;10.1999998093;4;21.0;1;8.0;11.0;4;20.0;
5;2;9.19999980927;10.0;4;21.0599999428;1;8.0;10.0;4;20.0;
6;2;10.3179998398;10.0;4;21.1229639053;1;9.0;10.0;4;20.0;
7;2;11.336889267;10.0;4;21.1889609098;1;9.5;10.0;4;20.0;
8;2;11.3566884995;10.0;4;21.6699410677;1;9.5;10.0;4;20.3999996185;
9;2;11.5009822845;10.1999998093;4;22.0818096399;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.62454319;10.3632001877;4;22.4358423948;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.7307529449;10.4951858521;4;23.611035943;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;12.0833110809;11.0209560394;4;24.615765214;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;14.0833110809;11.4571752548;5;25.4640146494;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;16.0833110809;11.8107032776;5;26.1761806011;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;17.2104492188;12.0916318893;5;26.7751014233;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;18.2583217621;12.3113050461;5;27.2831678391;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;19.3089962006;12.4808797836;5;27.4996597767;1;15.7228336334;12.4808797836;4;25.0;
18;2;20.3624725342;12.5;5;27.687142849;1;16.7228336334;12.5;5;25.0;
19;2;21.4187164307;12.5;5;27.883649826;1;17.625;12.5;5;25.0;
20;2;22.3650951385;12.5;6;28.0888605118;1;17.625;12.5;5;25.0;
21;2;22.4266586304;12.5;6;28.3023359776;1;17.625;12.5;5;25.0;
22;2;22.4906997681;12.5;6;28.5235154629;1;17.625;12.5;6;25.0;
23;2;22.5570545197;12.5;6;28.7517154217;1;17.625;12.5;7;25.0;
24;2;22.6255149841;12.5;6;28.986133337;1;17.625;12.5;7;25.0;
25;2;21.5;13.5;6;29.22585392;1;17.625;12.5;7;25.0;
26;3;22.5;12.5;6;29.4698610306;2;18.625;12.8999996185;6;26.0;
27;3;20.8409576416;13.5;6;29.7170505524;2;19.625;12.5;7;26.0299999714;
28;3;20.5;13.5;6;29.9662499428;2;19.8567504883;12.5;7;26.0605909824;
29;3;21.5;14.5;6;30.2162384987;2;19.625;12.9242362976;7;26.091766119;
30;3;20.5;13.5;6;30.4657707214;2;17.8706474304;13.5;7;26.1235172749;
31;3;20.1397323608;14.5;6;30.7136011124;2;16.8777923584;14.5;7;26.1558350325;
32;3;19.2140808105;15.5;6;30.9585089684;2;15.8850631714;15.5;7;26.1887089014;
33;3;18.2875518799;16.5;6;31.1993217468;2;14.8924598694;16.5;7;26.2221269608;
34;3;17.359796524;17.5;6;31.4349379539;2;14.2749786377;17.5;7;26.2560760975;
35;4;16.430480957;18.5;6;31.6643476486;2;14.282617569;18.5;7;26.2905418873;
36;4;15.9993038177;19.5;6;31.8866472244;2;14.2903718948;19.5;8;26.3255085945;
37;4;16.0659942627;20.5;6;32.1010527611;3;14.2982397079;20.5;7;26.3609591722;
38;4;15.0659942627;19.5;6;32.3069086075;3;14.3062152863;21.5;8;26.3968753815;
39;4;15.0659942627;19.5;6;32.5036902428;3;14.3142967224;22.5;9;26.4332377911;
40;4;16.0659942627;20.5;6;32.6910057068;3;14.3224782944;23.5;9;26.4700255394;
41;4;15.0659942627;19.5;6;33.8685903549;3;14.3307552338;24.5;9;26.5072168112;
42;4;16.0659942627;19.5;6;35.0863025188;3;14.3391237259;25.5;9;26.5447884798;
43;4;18.0;19.0;6;35.3160858154;3;14.347577095;26.5;10;26.5827163458;
44;4;19.0;19.5609874725;6;35.5382336378;4;14.3561115265;27.5;8;41.6209751368;
45;4;20.3467845917;20.0200977325;6;35.7529189587;4;15.0;28.5;9;42.4095385075;
46;4;21.5441169739;21.0200977325;7;35.9603856802;4;16.3733959198;29.5;9;43.1177538633;
47;4;22.9071235657;24.0200977325;7;36.1609332561;5;18.0;28.5;9;43.7447595596;
48;4;23.9492664337;27.0200977325;7;36.354906559;5;18.0;28.5;9;44.2930501699;
49;4;24.9888248444;30.0200977325;7;36.5426808596;5;19.3997764587;29.5;9;44.7676086426;
50;4;26.0259132385;32.5;6;36.6875950098;5;21.0;28.5;9;45.1750346422;
51;5;27.1567420959;33.0825614929;6;36.7771426439;5;21.0;29.799161911;8;45.5227552652;
52;5;28.5331420898;32.5;6;36.8687969446;5;22.0;32.7991600037;9;45.8183914423;
53;5;28.6982345581;33.1040077209;6;36.9625092745;5;23.0;35.7991600037;10;45.9755871296;
54;5;28.7198524475;33.1148300171;7;37.0582215786;5;24.0;38.7991600037;10;46.015581131;
55;6;28.7420349121;33.1257171631;6;37.1558662653;5;24.5499992371;41.7991638184;11;46.0555787086;
56;6;28.2000007629;34.0779342651;6;37.2553654909;5;25.5499992371;41.7991638184;13;46.0955479145;
57;6;28.2000007629;34.1276817322;7;37.356631875;5;26.5499992371;40.966884613;15;46.135456562;
58;6;28.8117752075;33.1586914062;7;37.4595679045;5;28.0304775238;38.5;16;46.17527318;
59;6;28.6018638611;33.5;7;37.5640667677;5;28.5499992371;38.5;17;46.2149660587;
